preset,level,op,library,mean_us,std_us,cv
small,4,rot1,openfhe,7140.431,8036.819,1.1255369598837943
small,4,rot1,seal,3930.095,29.435,0.0074896408356541
small,5,add_cc,lattigo,62.981,8.749,0.1389149108461282
small,5,add_cc,openfhe,197.662,6.728,0.03403790308708806
small,5,add_cc,seal,100.713,6.381,0.06335825563730602
small,5,add_cp,lattigo,38.45,4.44,0.11547464239271782
small,5,add_cp,openfhe,161.744,4.835,0.02989291720249283
small,5,add_cp,seal,56.311,2.963,0.0526184937223633
small,5,mul_cp,lattigo,143.94,13.887,0.0964776990412672
small,5,mul_cp,openfhe,290.097,121.082,0.4173845300020338
small,5,mul_cp,seal,322.937,7.532,0.023323434601795395
small,5,mul_cc,lattigo,312.936,16.327,0.05217360738297928
small,5,mul_cc,openfhe,958.166,12.824,0.013383902163090737
small,5,mul_cc,seal,699.608,7.282,0.010408686007021075
small,5,mul_cc_rlk,lattigo,6976.77,50.245,0.007201756686833591
small,5,mul_cc_rlk,openfhe,7258.426,6695.225,0.9224072822399787
small,5,mul_cc_rlk,seal,5834.399,24.618,0.0042194577367780295
small,5,relin,lattigo,6520.573,47.74,0.007321442456054092
small,5,relin,openfhe,6462.823,4223.873,0.6535647038453628
small,5,relin,seal,5180.604,44.93,0.008672733912879656
small,5,rescale,lattigo,933.694,15.847,0.01697236996275011
small,5,rescale,openfhe,617.11,34.487,0.055884688305164396
small,5,rescale,seal,1009.751,12.917,0.012792262646929788
small,5,rot1,lattigo,6555.774,88.204,0.013454399129683237
small,5,rot1,openfhe,4965.399,2076.084,0.41811020624928624
small,5,rot1,seal,5206.308,24.88,0.004778818310403456
medium,1,add_cc,lattigo,32.371,3.091,0.09548670105959037
medium,1,add_cc,openfhe,81.361,2.699,0.033173141923034374
medium,1,add_cc,seal,61.493,5.019,0.08161904607028442
medium,1,add_cp,lattigo,21.512,2.029,0.09431944960952027
medium,1,add_cp,openfhe,62.959,4.88,0.07751076097142584
medium,1,add_cp,seal,35.442,3.065,0.08647931832289374
medium,1,mul_cp,lattigo,88.341,3.774,0.042720820457092405
medium,1,mul_cp,openfhe,127.403,3.722,0.029214382706843636
medium,1,mul_cp,seal,213.378,9.326,0.043706473957015254
medium,1,mul_cc,lattigo,194.24,7.816,0.040238879736408564
medium,1,mul_cc,openfhe,454.745,11.125,0.02446426018977669
medium,1,mul_cc,seal,460.618,12.062,0.026186558058955575
medium,1,mul_cc_rlk,lattigo,2937.152,44.019,0.014986966966639792
medium,1,mul_cc_rlk,openfhe,4598.027,2806.376,0.6103435234286358
medium,1,mul_cc_rlk,seal,2866.084,19.768,0.006897215852710528
medium,1,relin,lattigo,2765.914,30.868,0.01116014453088563
medium,1,relin,openfhe,9196.666,7213.413,0.7843508723704873
medium,1,relin,seal,2432.16,19.24,0.007910663772120255
medium,1,rescale,lattigo,647.982,11.553,0.017829198959230352
medium,1,rescale,openfhe,874.358,15.602,0.01784394950352144
medium,1,rescale,seal,651.205,13.054,0.020045914880874684
medium,1,rot1,lattigo,2736.5,51.267,0.018734514891284488
medium,1,rot1,openfhe,4106.872,1993.212,0.48533579814515765
medium,1,rot1,seal,2450.417,20.766,0.008474475976945964
medium,2,add_cc,lattigo,56.342,3.128,0.05551808597493877
medium,2,add_cc,openfhe,175.15,5.01,0.028604053668284325
medium,2,add_cc,seal,100.334,8.272,0.0824446349193693
medium,2,add_cp,lattigo,37.148,1.931,0.05198126413265855
medium,2,add_cp,openfhe,130.94,5.811,0.04437910493355735
medium,2,add_cp,seal,56.525,5.378,0.0951437417072092
medium,2,mul_cp,lattigo,135.479,4.501,0.03322286110762553
medium,2,mul_cp,openfhe,199.595,5.279,0.026448558330619504
medium,2,mul_cp,seal,333.437,26.059,0.07815269451200677
medium,2,mul_cc,lattigo,294.469,8.563,0.02907946167508295
medium,2,mul_cc,openfhe,938.707,13.32,0.014189731194078663
medium,2,mul_cc,seal,714.589,18.838,0.026362006691958595
medium,2,mul_cc_rlk,lattigo,4983.643,40.528,0.008132203691155245
medium,2,mul_cc_rlk,openfhe,5651.123,1331.561,0.2356276796665017
medium,2,mul_cc_rlk,seal,4737.598,24.937,0.00526363781815173
medium,2,relin,lattigo,4816.159,144.656,0.0300355532282053
medium,2,relin,openfhe,5628.67,3592.276,0.6382104475835322
medium,2,relin,seal,4059.398,15.898,0.0039163442461172815
medium,2,rescale,lattigo,971.089,18.646,0.019201123686912323
medium,2,rescale,openfhe,1084.164,12.151,0.011207713962094296
medium,2,rescale,seal,1040.504,9.54,0.009168633662148344
medium,2,rot1,lattigo,4672.842,24.589,0.005262108156021539
medium,2,rot1,openfhe,4406.862,345.203,0.07833306329991725
medium,2,rot1,seal,4073.757,16.914,0.004151941316087337
medium,3,add_cc,lattigo,90.12,4.678,0.05190856635596981
medium,3,add_cc,openfhe,256.044,8.447,0.03299042352095734
medium,3,add_cc,seal,148.945,10.22,0.06861593205545671
medium,3,add_cp,lattigo,66.026,3.872,0.0586435646563475
medium,3,add_cp,openfhe,194.618,5.511,0.028317010759539202
medium,3,add_cp,seal,90.742,6.253,0.06890965594763175
medium,3,mul_cp,lattigo,180.472,6.31,0.034963872512079434
medium,3,mul_cp,openfhe,263.134,6.349,0.024128390857889894
medium,3,mul_cp,seal,451.593,15.203,0.03366526939080101
medium,3,mul_cc,lattigo,396.938,12.213,0.03076802926401604
medium,3,mul_cc,openfhe,1277.753,19.646,0.015375428584397768
medium,3,mul_cc,seal,957.236,10.706,0.011184284753185211
medium,3,mul_cc_rlk,lattigo,5904.486,49.553,0.008392432465755698
medium,3,mul_cc_rlk,openfhe,5821.0,339.29,0.05828723587012541
medium,3,mul_cc_rlk,seal,6927.075,27.519,0.003972672448327757
medium,3,relin,lattigo,5614.74,46.731,0.008322914329069557
medium,3,relin,openfhe,5912.503,2957.995,0.5002948835713065
medium,3,relin,seal,6121.41,137.801,0.022511316837133928
medium,3,rescale,lattigo,1295.293,20.729,0.016003328976532723
medium,3,rescale,openfhe,1167.435,31.754,0.027199801273732588
medium,3,rescale,seal,1438.201,17.784,0.01236544822316213
medium,3,rot1,lattigo,5492.546,37.133,0.006760617025328509
medium,3,rot1,openfhe,5530.148,3544.295,0.6409041855661006
medium,3,rot1,seal,6129.782,42.055,0.006860766010928284
medium,4,add_cc,lattigo,116.693,6.822,0.058461090211066644
medium,4,add_cc,openfhe,304.428,11.803,0.03877107230609537
medium,4,add_cc,seal,200.598,14.406,0.0718152723357162
medium,4,add_cp,lattigo,140.967,257.493,1.8266189959352186
medium,4,add_cp,openfhe,239.65,8.177,0.03412059253077404
medium,4,add_cp,seal,124.093,9.19,0.0740573602056522
medium,4,mul_cp,lattigo,229.295,9.658,0.04212041256896138
medium,4,mul_cp,openfhe,306.134,9.221,0.030120796775268344
medium,4,mul_cp,seal,581.765,16.222,0.02788411128204688
medium,4,mul_cc,lattigo,487.228,13.183,0.02705714778296814
medium,4,mul_cc,openfhe,1596.252,19.732,0.012361456712348676
medium,4,mul_cc,seal,1210.653,16.068,0.013272176255293632
medium,4,mul_cc_rlk,lattigo,8640.295,41.104,0.004757244978325393
medium,4,mul_cc_rlk,openfhe,10472.21,3376.73,0.3224467423781609
medium,4,mul_cc_rlk,seal,9530.431,57.365,0.006019140162706178
medium,4,relin,lattigo,8267.473,42.947,0.005194694920684954
medium,4,relin,openfhe,8358.019,2956.908,0.3537809617326785
medium,4,relin,seal,8508.375,348.85,0.041000778644570794
medium,4,rescale,lattigo,1617.34,25.729,0.015908219669333597
medium,4,rescale,openfhe,1211.462,14.466,0.011940944082439234
medium,4,rescale,seal,1859.767,27.795,0.014945420582255734
medium,4,rot1,lattigo,8117.224,28.472,0.0035076030918944705
medium,4,rot1,openfhe,9091.268,4392.91,0.4832010232236031
medium,4,rot1,seal,8533.197,63.283,0.007416095046206011
medium,5,add_cc,lattigo,137.202,5.545,0.04041486275710267
medium,5,add_cc,openfhe,406.01,10.864,0.026757961626560925
medium,5,add_cc,seal,241.662,15.35,0.06351846794282924
medium,5,add_cp,lattigo,115.595,4.388,0.03796011938232623
medium,5,add_cp,openfhe,319.085,8.344,0.026149772004324865
medium,5,add_cp,seal,154.243,10.355,0.06713432700349449
medium,5,mul_cp,lattigo,277.534,18.005,0.06487493424229103
medium,5,mul_cp,openfhe,387.972,10.656,0.027465899601002135
medium,5,mul_cp,seal,711.242,17.158,0.024123997176769652
medium,5,mul_cc,lattigo,589.876,11.215,0.019012470417511477
medium,5,mul_cc,openfhe,1919.567,26.52,0.013815615709167743
medium,5,mul_cc,seal,1453.533,17.956,0.01235334870278143
medium,5,mul_cc_rlk,lattigo,9800.465,51.83,0.005288524575109446
medium,5,mul_cc_rlk,openfhe,11204.287,4763.141,0.425117725027929
medium,5,mul_cc_rlk,seal,12830.605,363.885,0.02836070473683821
medium,5,relin,lattigo,9346.925,41.068,0.004393744466763133
medium,5,relin,openfhe,9768.198,3242.28,0.3319220187797176
medium,5,relin,seal,11259.279,101.383,0.00900439539689886
medium,5,rescale,lattigo,1939.457,19.565,0.01008787511143583
medium,5,rescale,openfhe,1243.09,15.763,0.012680497791793033
medium,5,rescale,seal,2249.814,15.92,0.00707614051650492
medium,5,rot1,lattigo,9185.947,35.071,0.003817897055143035
medium,5,rot1,openfhe,10319.274,5739.694,0.5562110280238708
medium,5,rot1,seal,11352.821,227.414,0.020031497017349256
medium,6,add_cc,lattigo,162.41,6.127,0.037725509512961025
medium,6,add_cc,openfhe,426.681,12.396,0.02905214902936855
medium,6,add_cc,seal,284.693,14.095,0.04950947160625657
medium,6,add_cp,lattigo,134.566,5.11,0.03797393100783259
medium,6,add_cp,openfhe,380.387,12.506,0.03287704364239577
medium,6,add_cp,seal,184.57,8.478,0.04593379205721407
medium,6,mul_cp,lattigo,322.304,11.551,0.03583883538522637
medium,6,mul_cp,openfhe,411.093,15.861,0.0385825105268151
medium,6,mul_cp,seal,832.63,18.053,0.02168189952319758
medium,6,mul_cc,lattigo,712.326,18.736,0.026302563713805197
medium,6,mul_cc,openfhe,2218.211,22.776,0.010267733772846678
medium,6,mul_cc,seal,1699.194,21.435,0.012614804430806606
medium,6,mul_cc_rlk,lattigo,13354.255,105.453,0.007896584272203879
medium,6,mul_cc_rlk,openfhe,10140.338,2375.218,0.23423459849168735
medium,6,mul_cc_rlk,seal,16027.485,149.136,0.009305015727670311
medium,6,relin,lattigo,12788.366,90.43,0.007071270872291269
medium,6,relin,openfhe,8331.136,2169.25,0.2603786566441839
medium,6,relin,seal,14330.873,299.77,0.020917776607189246
medium,6,rescale,lattigo,2269.743,41.906,0.01846288324272836
medium,6,rescale,openfhe,1291.39,19.464,0.015072131579151144
medium,6,rescale,seal,2653.456,30.559,0.011516678625912772
medium,6,rot1,lattigo,12591.748,60.939,0.004839598124104771
medium,6,rot1,openfhe,10010.737,4957.958,0.4952640350056145
medium,6,rot1,seal,14557.829,88.338,0.006068075123014565
medium,7,add_cc,lattigo,190.124,12.877,0.06772948181187015
medium,7,add_cc,openfhe,565.745,14.0,0.024746131207522823
medium,7,add_cc,seal,334.125,14.586,0.04365432098765432
medium,7,add_cp,lattigo,154.957,6.746,0.043534658001897306
medium,7,add_cp,openfhe,550.296,9.854,0.017906726561704972
medium,7,add_cp,seal,208.882,10.579,0.050645819170632225
medium,7,mul_cp,lattigo,371.846,14.16,0.03808028054624764
medium,7,mul_cp,openfhe,573.583,8.742,0.015241037478446889
medium,7,mul_cp,seal,961.688,23.309,0.024237590569914567
medium,7,mul_cc,lattigo,806.918,14.103,0.01747761234722735
medium,7,mul_cc,openfhe,4122.632,28.357,0.006878372845308531
medium,7,mul_cc,seal,1942.892,22.245,0.011449426936752017
medium,7,mul_cc_rlk,lattigo,14948.572,125.239,0.00837799088769148
medium,7,mul_cc_rlk,openfhe,17089.754,9410.908,0.5506754515015253
medium,7,mul_cc_rlk,seal,19913.556,238.411,0.01197229666062656
medium,7,relin,lattigo,14180.739,121.087,0.008538835669988708
medium,7,relin,openfhe,12022.697,4290.316,0.3568513786881595
medium,7,relin,seal,18097.938,155.171,0.008573960193697204
medium,7,rescale,lattigo,2594.06,33.957,0.01309029089535323
medium,7,rescale,openfhe,1700.892,12.483,0.0073390903126124415
medium,7,rescale,seal,3062.249,22.795,0.007443875400073607
medium,7,rot1,lattigo,14051.663,159.108,0.011323072578669158
medium,7,rot1,openfhe,19444.502,12428.941,0.6392007879656676
medium,7,rot1,seal,18108.746,200.802,0.011088675052375244
medium,8,add_cc,lattigo,215.117,7.749,0.03602225765513651
medium,8,add_cc,openfhe,561.87,11.243,0.02000996671828003
medium,8,add_cc,seal,374.635,16.343,0.04362379382599063
medium,8,add_cp,lattigo,175.406,8.192,0.046703077431786824
medium,8,add_cp,openfhe,491.318,10.521,0.02141382973959839
medium,8,add_cp,seal,242.711,12.066,0.049713445208499
medium,8,mul_cp,lattigo,421.009,12.261,0.02912289285977259
medium,8,mul_cp,openfhe,575.061,18.124,0.031516656493832826
medium,8,mul_cp,seal,1079.262,22.613,0.020952280354538565
medium,8,mul_cc,lattigo,911.849,16.487,0.018080844525793192
medium,8,mul_cc,openfhe,2849.512,25.06,0.008794488319403462
medium,8,mul_cc,seal,2203.032,18.078,0.008205963417689801
medium,8,mul_cc_rlk,lattigo,19888.424,567.386,0.028528454542200026
medium,8,mul_cc_rlk,openfhe,20005.341,13051.68,0.6524097739698613
medium,8,mul_cc_rlk,seal,24533.419,309.875,0.012630730351933416
medium,8,relin,lattigo,18800.374,381.709,0.020303266307361758
medium,8,relin,openfhe,16255.878,6137.253,0.3775405425655876
medium,8,relin,seal,22614.925,385.309,0.017037819050914386
medium,8,rescale,lattigo,2904.922,26.045,0.00896581732659259
medium,8,rescale,openfhe,1790.119,66.824,0.03732936190275619
medium,8,rescale,seal,3468.623,31.044,0.008949949302648343
medium,8,rot1,lattigo,18250.164,234.769,0.012863939195286136
medium,8,rot1,openfhe,17731.605,8223.133,0.46375570626573287
medium,8,rot1,seal,22304.837,186.033,0.008340477897238163
medium,9,add_cc,lattigo,240.321,8.16,0.03395458574157065
medium,9,add_cc,openfhe,639.462,33.28,0.05204374927673576
medium,9,add_cc,seal,424.653,13.035,0.030695650330976113
medium,9,add_cp,lattigo,198.668,14.211,0.07153139911812673
medium,9,add_cp,openfhe,557.831,10.094,0.018095086146162547
medium,9,add_cp,seal,277.124,12.386,0.04469479366637317
medium,9,mul_cp,lattigo,471.467,13.219,0.02803801750705776
medium,9,mul_cp,openfhe,588.206,11.654,0.019812786676776502
medium,9,mul_cp,seal,1206.391,36.48,0.030238952379452427
medium,9,mul_cc,lattigo,1026.464,23.993,0.0233744193659008
medium,9,mul_cc,openfhe,3167.879,35.824,0.01130851273044204
medium,9,mul_cc,seal,2440.007,16.539,0.006778259242698894
medium,9,mul_cc_rlk,lattigo,21275.695,235.829,0.011084432259439704
medium,9,mul_cc_rlk,openfhe,16944.137,7650.6,0.4515190121515189
medium,9,mul_cc_rlk,seal,29445.342,482.305,0.016379670509515564
medium,9,relin,lattigo,20170.366,240.246,0.011910839892543348
medium,9,relin,openfhe,15695.968,5720.981,0.364487300177982
medium,9,relin,seal,26982.278,280.451,0.010393896319650996
medium,9,rescale,lattigo,3237.391,25.114,0.0077574812557395754
medium,9,rescale,openfhe,1386.706,67.528,0.0486966956225761
medium,9,rescale,seal,3866.669,20.359,0.005265255443380337
medium,9,rot1,lattigo,19870.76,367.368,0.018487868606938036
medium,9,rot1,openfhe,11307.005,847.174,0.07492470375665351
medium,9,rot1,seal,27252.81,351.517,0.01289837635091574
medium,10,add_cc,lattigo,267.427,12.37,0.04625561368149064
medium,10,add_cc,openfhe,642.207,17.771,0.027671763154247776
medium,10,add_cc,seal,458.893,16.562,0.0360912020885043
medium,10,add_cp,lattigo,215.821,8.508,0.03942155767974386
medium,10,add_cp,openfhe,606.005,16.066,0.026511332414749053
medium,10,add_cp,seal,311.442,13.532,0.04344950263612486
medium,10,mul_cp,lattigo,529.99,28.34,0.053472707032208154
medium,10,mul_cp,openfhe,615.071,58.805,0.09560684864023827
medium,10,mul_cp,seal,1316.881,21.425,0.016269503470700844
medium,10,mul_cc,lattigo,1158.689,21.974,0.018964536644431765
medium,10,mul_cc,openfhe,3553.571,113.317,0.03188820485083878
medium,10,mul_cc,seal,2683.978,23.513,0.008760503998169881
medium,10,mul_cc_rlk,lattigo,27523.855,297.154,0.010796234757086172
medium,10,mul_cc_rlk,openfhe,20651.636,12201.005,0.5908008934497974
medium,10,mul_cc_rlk,seal,34941.903,599.266,0.017150353831615867
medium,10,relin,lattigo,26054.338,524.188,0.020119029698624467
medium,10,relin,openfhe,13081.653,3709.385,0.2835562906308553
medium,10,relin,seal,32192.303,489.468,0.015204504008302856
medium,10,rescale,lattigo,3563.569,35.154,0.009864829332615703
medium,10,rescale,openfhe,1438.2,45.074,0.03134056459463218
medium,10,rescale,seal,4268.691,20.797,0.004871985346327481
medium,10,rot1,lattigo,25581.391,237.697,0.009291793397786696
medium,10,rot1,openfhe,13376.396,6568.018,0.4910155171841503
medium,10,rot1,seal,32307.01,375.312,0.01161704534093375
large,1,add_cc,lattigo,92.598,3.922,0.0423551264606147
large,1,add_cc,openfhe,183.576,5.554,0.030254499498845167
large,1,add_cc,seal,139.341,5.801,0.04163168055346237
large,1,add_cp,lattigo,64.856,2.453,0.03782225237449118
large,1,add_cp,openfhe,159.756,5.857,0.036662159793685374
large,1,add_cp,seal,88.476,8.521,0.09630860346308605
large,1,mul_cp,lattigo,184.117,7.132,0.0387362383701668
large,1,mul_cp,openfhe,272.375,5.552,0.020383662230380906
large,1,mul_cp,seal,443.801,6.091,0.013724619818342006
large,1,mul_cc,lattigo,392.543,8.684,0.022122417161941493
large,1,mul_cc,openfhe,950.171,17.284,0.018190409936737702
large,1,mul_cc,seal,941.837,9.059,0.009618437160570247
large,1,mul_cc_rlk,lattigo,6086.142,33.73,0.00554209875484338
large,1,mul_cc_rlk,openfhe,8481.719,556.94,0.06566357598029363
large,1,mul_cc_rlk,seal,5907.343,22.389,0.003790028782821651
large,1,relin,lattigo,5773.213,42.567,0.0073731906305899335
large,1,relin,openfhe,10318.557,3408.659,0.3303426050754965
large,1,relin,seal,5042.671,21.134,0.004191032887134616
large,1,rescale,lattigo,1372.401,16.887,0.012304712689658489
large,1,rescale,openfhe,1854.731,19.598,0.01056649185245731
large,1,rescale,seal,1389.561,11.159,0.008030593835031352
large,1,rot1,lattigo,5735.613,96.959,0.016904731891778612
large,1,rot1,openfhe,8617.565,1146.23,0.1330108911275981
large,1,rot1,seal,5107.146,26.422,0.005173535277824445
large,2,add_cc,lattigo,145.66,4.134,0.02838116160922697
large,2,add_cc,openfhe,287.335,6.756,0.02351262463674805
large,2,add_cc,seal,229.19,22.942,0.10010035341856102
large,2,add_cp,lattigo,119.146,3.099,0.02601010524902221
large,2,add_cp,openfhe,252.594,5.368,0.02125149449313919
large,2,add_cp,seal,142.455,4.756,0.033385981538029554
large,2,mul_cp,lattigo,283.034,8.654,0.030575831878855545
large,2,mul_cp,openfhe,354.164,7.67,0.021656633649947483
large,2,mul_cp,seal,694.987,9.844,0.014164293720601968
large,2,mul_cc,lattigo,603.089,12.142,0.02013301519344574
large,2,mul_cc,openfhe,1433.876,15.932,0.011111142107127813
large,2,mul_cc,seal,1427.066,26.747,0.018742651005629732
large,2,mul_cc_rlk,lattigo,10409.557,70.18,0.00674188152291207
large,2,mul_cc_rlk,openfhe,10134.997,3124.797,0.308317506162064
large,2,mul_cc_rlk,seal,9652.82,37.959,0.003932425964640386
large,2,relin,lattigo,9943.834,42.017,0.004225432564542006
large,2,relin,openfhe,8938.794,551.741,0.06172432209535201
large,2,relin,seal,8382.798,29.64,0.0035358122669781615
large,2,rescale,lattigo,2050.075,28.116,0.01371462019682207
large,2,rescale,openfhe,1930.963,14.514,0.007516456814553153
large,2,rescale,seal,2195.36,11.792,0.005371328620362947
large,2,rot1,lattigo,9788.133,54.121,0.005529246486536299
large,2,rot1,openfhe,9683.058,6086.693,0.6285920212395711
large,2,rot1,seal,8460.357,52.728,0.006232361116676282
large,3,add_cc,lattigo,201.72,7.714,0.03824112631370216
large,3,add_cc,openfhe,369.899,8.964,0.024233642156372415
large,3,add_cc,seal,305.175,6.19,0.02028344392561645
large,3,add_cp,lattigo,160.907,4.671,0.029029190774795377
large,3,add_cp,openfhe,352.68,7.28,0.02064194170352728
large,3,add_cp,seal,202.076,7.492,0.03707515984085196
large,3,mul_cp,lattigo,378.422,9.497,0.025096321038417427
large,3,mul_cp,openfhe,432.519,6.974,0.01612414714729295
large,3,mul_cp,seal,932.067,12.255,0.013148196427939194
large,3,mul_cc,lattigo,834.296,11.342,0.013594695407864834
large,3,mul_cc,openfhe,2163.504,22.323,0.010317984159030905
large,3,mul_cc,seal,1903.48,15.735,0.008266438312984637
large,3,mul_cc_rlk,lattigo,12473.22,109.245,0.008758363918859766
large,3,mul_cc_rlk,openfhe,12024.337,2608.955,0.21697287758984135
large,3,mul_cc_rlk,seal,14318.913,108.099,0.007549385906597798
large,3,relin,lattigo,11739.03,68.864,0.005866242781558613
large,3,relin,openfhe,10162.311,1372.303,0.1350384769763492
large,3,relin,seal,12506.165,55.332,0.0044243778968212875
large,3,rescale,lattigo,2719.221,22.43,0.008248685928800932
large,3,rescale,openfhe,2295.965,20.57,0.008959195806556285
large,3,rescale,seal,3030.411,35.88,0.011839978141578816
large,3,rot1,lattigo,11675.345,111.912,0.00958532702888009
large,3,rot1,openfhe,9731.405,3326.119,0.34179226946160396
large,3,rot1,seal,12719.88,106.248,0.00835290898970745
large,4,add_cc,lattigo,323.957,374.737,1.156749198196057
large,4,add_cc,openfhe,554.59,8.583,0.015476297805586108
large,4,add_cc,seal,384.823,8.46,0.021984132965025483
large,4,add_cp,lattigo,208.134,12.354,0.05935599181296665
large,4,add_cp,openfhe,523.748,16.407,0.03132613394227758
