preset,logN,depth,delta,mode,library,dnum,PCount,logP,level,rep,enc_dec,rot1,ks_loss
A,15,12,42,1t,openfhe,3,4,240,4,10,30.3176,27.5244,2.793199999999999
A,15,12,42,1t,openfhe,3,4,240,4,11,30.3167,26.0453,4.2714
A,15,12,42,1t,openfhe,3,4,240,5,0,30.3281,27.6514,2.6767000000000003
A,15,12,42,1t,openfhe,3,4,240,5,1,30.3239,27.8252,2.4986999999999995
A,15,12,42,1t,openfhe,3,4,240,5,2,30.3129,27.0732,3.239699999999999
A,15,12,42,1t,openfhe,3,4,240,5,3,30.3323,27.8186,2.5137
A,15,12,42,1t,openfhe,3,4,240,5,4,30.3219,27.1984,3.1235
A,15,12,42,1t,openfhe,3,4,240,5,5,30.3197,27.9329,2.386800000000001
A,15,12,42,1t,openfhe,3,4,240,5,6,30.315,27.0935,3.2215000000000025
A,15,12,42,1t,openfhe,3,4,240,5,7,30.2976,27.8856,2.411999999999999
A,15,12,42,1t,openfhe,3,4,240,5,8,30.324,27.9524,2.371600000000001
A,15,12,42,1t,openfhe,3,4,240,5,9,30.3278,26.8432,3.4846000000000004
A,15,12,42,1t,openfhe,3,4,240,5,10,30.3185,27.5469,2.7715999999999994
A,15,12,42,1t,openfhe,3,4,240,5,11,30.3217,26.0379,4.283799999999999
A,15,12,42,1t,openfhe,3,4,240,6,0,30.3235,27.6608,2.662700000000001
A,15,12,42,1t,openfhe,3,4,240,6,1,30.3183,27.8202,2.498100000000001
A,15,12,42,1t,openfhe,3,4,240,6,2,30.3113,27.0793,3.2319999999999993
A,15,12,42,1t,openfhe,3,4,240,6,3,30.3212,27.8144,2.506800000000002
A,15,12,42,1t,openfhe,3,4,240,6,4,30.3093,27.2004,3.108900000000002
A,15,12,42,1t,openfhe,3,4,240,6,5,30.3237,27.9444,2.379299999999997
A,15,12,42,1t,openfhe,3,4,240,6,6,30.3289,27.0806,3.2483000000000004
A,15,12,42,1t,openfhe,3,4,240,6,7,30.3188,27.8897,2.4290999999999983
A,15,12,42,1t,openfhe,3,4,240,6,8,30.3074,27.93,2.3774000000000015
A,15,12,42,1t,openfhe,3,4,240,6,9,30.3141,26.8451,3.469000000000001
A,15,12,42,1t,openfhe,3,4,240,6,10,30.3266,27.531,2.7956000000000003
A,15,12,42,1t,openfhe,3,4,240,6,11,30.3101,26.0312,4.2789
A,15,12,42,1t,openfhe,3,4,240,7,0,30.3222,27.6514,2.6708
A,15,12,42,1t,openfhe,3,4,240,7,1,30.3145,27.8143,2.5001999999999995
A,15,12,42,1t,openfhe,3,4,240,7,2,30.3202,27.0823,3.2379
A,15,12,42,1t,openfhe,3,4,240,7,3,30.3332,27.8261,2.507100000000001
A,15,12,42,1t,openfhe,3,4,240,7,4,30.3198,27.2079,3.111900000000002
A,15,12,42,1t,openfhe,3,4,240,7,5,30.3179,27.9459,2.372
A,15,12,42,1t,openfhe,3,4,240,7,6,30.3169,27.0984,3.218499999999999
A,15,12,42,1t,openfhe,3,4,240,7,7,30.3035,27.8996,2.4039
A,15,12,42,1t,openfhe,3,4,240,7,8,30.3226,27.9283,2.394300000000001
A,15,12,42,1t,openfhe,3,4,240,7,9,30.3206,26.8261,3.4944999999999986
A,15,12,42,1t,openfhe,3,4,240,7,10,30.3295,27.5403,2.789200000000001
A,15,12,42,1t,openfhe,3,4,240,7,11,30.3075,26.0447,4.262800000000002
A,15,12,42,1t,openfhe,3,4,240,8,0,30.3016,27.6476,2.654
A,15,12,42,1t,openfhe,3,4,240,8,1,30.3099,27.84,2.469899999999999
A,15,12,42,1t,openfhe,3,4,240,8,2,30.337,27.0803,3.2566999999999986
A,15,12,42,1t,openfhe,3,4,240,8,3,30.3293,27.8352,2.4940999999999995
A,15,12,42,1t,openfhe,3,4,240,8,4,30.2968,27.1968,3.1000000000000014
A,15,12,42,1t,openfhe,3,4,240,8,5,30.3261,27.9376,2.3885000000000005
A,15,12,42,1t,openfhe,3,4,240,8,6,30.3109,27.09,3.2209000000000003
A,15,12,42,1t,openfhe,3,4,240,8,7,30.3073,27.8949,2.4124000000000017
A,15,12,42,1t,openfhe,3,4,240,8,8,30.3161,27.9267,2.3893999999999984
A,15,12,42,1t,openfhe,3,4,240,8,9,30.303,26.8471,3.4558999999999997
A,15,12,42,1t,openfhe,3,4,240,8,10,30.3144,27.5316,2.782799999999998
A,15,12,42,1t,openfhe,3,4,240,8,11,30.3152,26.0395,4.2757000000000005
A,15,12,42,1t,openfhe,3,4,240,9,0,30.312,27.6446,2.6674000000000007
A,15,12,42,1t,openfhe,3,4,240,9,1,30.3248,27.8212,2.5035999999999987
A,15,12,42,1t,openfhe,3,4,240,9,2,30.3127,27.0759,3.236799999999999
A,15,12,42,1t,openfhe,3,4,240,9,3,30.3186,27.8147,2.5039000000000016
A,15,12,42,1t,openfhe,3,4,240,9,4,30.3418,27.201,3.1407999999999987
A,15,12,42,1t,openfhe,3,4,240,9,5,30.3285,27.9194,2.4090999999999987
A,15,12,42,1t,openfhe,3,4,240,9,6,30.3085,27.0897,3.218799999999998
A,15,12,42,1t,openfhe,3,4,240,9,7,30.2929,27.8967,2.3962000000000003
A,15,12,42,1t,openfhe,3,4,240,9,8,30.3242,27.9197,2.4045000000000023
A,15,12,42,1t,openfhe,3,4,240,9,9,30.3068,26.8365,3.470299999999998
A,15,12,42,1t,openfhe,3,4,240,9,10,30.3089,27.555,2.7539000000000016
A,15,12,42,1t,openfhe,3,4,240,9,11,30.3271,26.0368,4.290300000000002
A,15,12,42,1t,openfhe,3,4,240,10,0,30.3163,27.6509,2.665399999999998
A,15,12,42,1t,openfhe,3,4,240,10,1,30.3152,27.8163,2.4989000000000026
A,15,12,42,1t,openfhe,3,4,240,10,2,30.3174,27.0731,3.244299999999999
A,15,12,42,1t,openfhe,3,4,240,10,3,30.3112,27.8335,2.4776999999999987
A,15,12,42,1t,openfhe,3,4,240,10,4,30.3277,27.1984,3.1293000000000006
A,15,12,42,1t,openfhe,3,4,240,10,5,30.3265,27.9279,2.3985999999999983
A,15,12,42,1t,openfhe,3,4,240,10,6,30.3096,27.0795,3.2301
A,15,12,42,1t,openfhe,3,4,240,10,7,30.3334,27.9103,2.4231000000000016
A,15,12,42,1t,openfhe,3,4,240,10,8,30.3163,27.9171,2.399199999999997
A,15,12,42,1t,openfhe,3,4,240,10,9,30.2933,26.8548,3.4384999999999977
A,15,12,42,1t,openfhe,3,4,240,10,10,30.3298,27.5266,2.8032000000000004
A,15,12,42,1t,openfhe,3,4,240,10,11,30.3196,26.029,4.290600000000001
A,15,12,42,1t,openfhe,3,4,240,11,0,30.3143,27.6513,2.6630000000000003
A,15,12,42,1t,openfhe,3,4,240,11,1,30.3149,27.8111,2.503800000000002
A,15,12,42,1t,openfhe,3,4,240,11,2,30.3219,27.0771,3.244799999999998
A,15,12,42,1t,openfhe,3,4,240,11,3,30.3199,27.8121,2.5077999999999996
A,15,12,42,1t,openfhe,3,4,240,11,4,30.3264,27.1864,3.1400000000000006
A,15,12,42,1t,openfhe,3,4,240,11,5,30.3146,27.9463,2.368299999999998
A,15,12,42,1t,openfhe,3,4,240,11,6,30.3289,27.078,3.2509000000000015
A,15,12,42,1t,openfhe,3,4,240,11,7,30.332,27.9156,2.4163999999999994
A,15,12,42,1t,openfhe,3,4,240,11,8,30.315,27.9404,2.374600000000001
A,15,12,42,1t,openfhe,3,4,240,11,9,30.3099,26.8303,3.479599999999998
A,15,12,42,1t,openfhe,3,4,240,11,10,30.3191,27.5264,2.7927
A,15,12,42,1t,openfhe,3,4,240,11,11,30.3092,26.0498,4.259399999999999
A,15,12,42,1t,openfhe,3,4,240,12,0,30.3024,27.6407,2.6616999999999997
A,15,12,42,1t,openfhe,3,4,240,12,1,30.3105,27.8282,2.482300000000002
A,15,12,42,1t,openfhe,3,4,240,12,2,30.3076,27.0639,3.2437000000000005
A,15,12,42,1t,openfhe,3,4,240,12,3,30.321,27.8138,2.507200000000001
A,15,12,42,1t,openfhe,3,4,240,12,4,30.3227,27.201,3.1217000000000006
A,15,12,42,1t,openfhe,3,4,240,12,5,30.3218,27.9356,2.3861999999999988
A,15,12,42,1t,openfhe,3,4,240,12,6,30.3054,27.1004,3.2049999999999983
A,15,12,42,1t,openfhe,3,4,240,12,7,30.3302,27.8916,2.438600000000001
A,15,12,42,1t,openfhe,3,4,240,12,8,30.3169,27.9256,2.391300000000001
A,15,12,42,1t,openfhe,3,4,240,12,9,30.311,26.8305,3.4804999999999993
A,15,12,42,1t,openfhe,3,4,240,12,10,30.3316,27.5459,2.785700000000002
A,15,12,42,1t,openfhe,3,4,240,12,11,30.3043,26.0401,4.264200000000002
A,15,12,42,1t,seal,13,1,60,1,0,33.6184,27.9891,5.629300000000001
A,15,12,42,1t,seal,13,1,60,1,1,33.6175,27.9801,5.6373999999999995
A,15,12,42,1t,seal,13,1,60,1,2,33.6043,27.9619,5.642400000000002
A,15,12,42,1t,seal,13,1,60,1,3,33.6175,27.9814,5.636099999999999
A,15,12,42,1t,seal,13,1,60,1,4,33.6126,27.9676,5.645
A,15,12,42,1t,seal,13,1,60,1,5,33.6156,27.9575,5.658100000000001
A,15,12,42,1t,seal,13,1,60,1,6,33.6254,27.9648,5.660599999999999
A,15,12,42,1t,seal,13,1,60,1,7,33.608,27.9753,5.632699999999996
A,15,12,42,1t,seal,13,1,60,1,8,33.6172,27.9679,5.649299999999997
A,15,12,42,1t,seal,13,1,60,1,9,33.6227,27.9815,5.641200000000001
A,15,12,42,1t,seal,13,1,60,1,10,33.6349,27.9771,5.657800000000002
A,15,12,42,1t,seal,13,1,60,1,11,33.6265,27.9674,5.659099999999999
A,15,12,42,1t,seal,13,1,60,2,0,33.6062,27.9869,5.619300000000003
A,15,12,42,1t,seal,13,1,60,2,1,33.6157,27.9809,5.6347999999999985
A,15,12,42,1t,seal,13,1,60,2,2,33.63,27.9575,5.672500000000003
A,15,12,42,1t,seal,13,1,60,2,3,33.6241,27.9882,5.6358999999999995
A,15,12,42,1t,seal,13,1,60,2,4,33.608,27.9801,5.627899999999997
A,15,12,42,1t,seal,13,1,60,2,5,33.625,27.9702,5.654800000000002
A,15,12,42,1t,seal,13,1,60,2,6,33.6022,27.9662,5.636000000000003
A,15,12,42,1t,seal,13,1,60,2,7,33.6292,27.9891,5.640099999999997
A,15,12,42,1t,seal,13,1,60,2,8,33.6217,27.9583,5.663399999999996
A,15,12,42,1t,seal,13,1,60,2,9,33.6284,27.9694,5.658999999999999
A,15,12,42,1t,seal,13,1,60,2,10,33.6133,27.9574,5.655900000000003
A,15,12,42,1t,seal,13,1,60,2,11,33.6207,27.9842,5.636499999999998
A,15,12,42,1t,seal,13,1,60,3,0,33.6171,27.9924,5.624700000000001
A,15,12,42,1t,seal,13,1,60,3,1,33.6161,27.9803,5.635800000000003
A,15,12,42,1t,seal,13,1,60,3,2,33.6116,27.9645,5.647100000000002
A,15,12,42,1t,seal,13,1,60,3,3,33.6091,27.9836,5.625499999999999
A,15,12,42,1t,seal,13,1,60,3,4,33.6015,27.9717,5.629800000000003
A,15,12,42,1t,seal,13,1,60,3,5,33.5981,27.9717,5.626400000000004
A,15,12,42,1t,seal,13,1,60,3,6,33.6206,27.9666,5.6540000000000035
A,15,12,42,1t,seal,13,1,60,3,7,33.6234,27.9825,5.640899999999995
A,15,12,42,1t,seal,13,1,60,3,8,33.612,27.9676,5.644400000000001
A,15,12,42,1t,seal,13,1,60,3,9,33.6255,27.9743,5.651200000000003
A,15,12,42,1t,seal,13,1,60,3,10,33.6217,27.9855,5.636199999999999
A,15,12,42,1t,seal,13,1,60,3,11,33.6031,27.9648,5.638299999999997
A,15,12,42,1t,seal,13,1,60,4,0,33.6222,27.9934,5.628799999999998
A,15,12,42,1t,seal,13,1,60,4,1,33.6105,27.9782,5.632300000000001
A,15,12,42,1t,seal,13,1,60,4,2,33.6191,27.9567,5.662400000000002
A,15,12,42,1t,seal,13,1,60,4,3,33.6299,27.9799,5.649999999999999
A,15,12,42,1t,seal,13,1,60,4,4,33.6271,27.9753,5.651799999999998
A,15,12,42,1t,seal,13,1,60,4,5,33.6126,27.9603,5.6523
A,15,12,42,1t,seal,13,1,60,4,6,33.6228,27.9589,5.663899999999998
A,15,12,42,1t,seal,13,1,60,4,7,33.6149,27.9751,5.6397999999999975
A,15,12,42,1t,seal,13,1,60,4,8,33.6299,27.9761,5.6538
A,15,12,42,1t,seal,13,1,60,4,9,33.6216,27.9652,5.656400000000001
A,15,12,42,1t,seal,13,1,60,4,10,33.6143,27.9584,5.655899999999999
A,15,12,42,1t,seal,13,1,60,4,11,33.611,27.9858,5.625199999999996
A,15,12,42,1t,seal,13,1,60,5,0,33.63,27.9813,5.648700000000002
A,15,12,42,1t,seal,13,1,60,5,1,33.606,27.9886,5.6174
A,15,12,42,1t,seal,13,1,60,5,2,33.6219,27.9628,5.659099999999995
A,15,12,42,1t,seal,13,1,60,5,3,33.6074,27.9742,5.633199999999999
A,15,12,42,1t,seal,13,1,60,5,4,33.6169,27.9656,5.651300000000003
A,15,12,42,1t,seal,13,1,60,5,5,33.6136,27.9616,5.6519999999999975
A,15,12,42,1t,seal,13,1,60,5,6,33.6189,27.9513,5.667599999999997
A,15,12,42,1t,seal,13,1,60,5,7,33.6024,27.9774,5.6250000000000036
A,15,12,42,1t,seal,13,1,60,5,8,33.6203,27.9635,5.6568000000000005
A,15,12,42,1t,seal,13,1,60,5,9,33.6136,27.9705,5.643099999999997
A,15,12,42,1t,seal,13,1,60,5,10,33.6101,27.9568,5.6533000000000015
A,15,12,42,1t,seal,13,1,60,5,11,33.6308,27.9779,5.652899999999999
A,15,12,42,1t,seal,13,1,60,6,0,33.6134,27.9945,5.6189
A,15,12,42,1t,seal,13,1,60,6,1,33.62,27.9819,5.638099999999998
A,15,12,42,1t,seal,13,1,60,6,2,33.6222,27.9604,5.6617999999999995
A,15,12,42,1t,seal,13,1,60,6,3,33.6337,27.9809,5.652799999999999
A,15,12,42,1t,seal,13,1,60,6,4,33.6302,27.9662,5.6640000000000015
A,15,12,42,1t,seal,13,1,60,6,5,33.6217,27.9551,5.666599999999995
A,15,12,42,1t,seal,13,1,60,6,6,33.6098,27.9591,5.6507000000000005
A,15,12,42,1t,seal,13,1,60,6,7,33.6269,27.9892,5.637699999999999
A,15,12,42,1t,seal,13,1,60,6,8,33.6112,27.9717,5.639499999999998
A,15,12,42,1t,seal,13,1,60,6,9,33.6112,27.9709,5.640299999999996
A,15,12,42,1t,seal,13,1,60,6,10,33.6127,27.971,5.641699999999997
A,15,12,42,1t,seal,13,1,60,6,11,33.6225,27.9803,5.6422000000000025
A,15,12,42,1t,seal,13,1,60,7,0,33.6143,27.995,5.619299999999999
A,15,12,42,1t,seal,13,1,60,7,1,33.6135,27.9608,5.652700000000003
A,15,12,42,1t,seal,13,1,60,7,2,33.6315,27.9577,5.6738000000000035
A,15,12,42,1t,seal,13,1,60,7,3,33.6212,27.9809,5.640300000000003
A,15,12,42,1t,seal,13,1,60,7,4,33.613,27.959,5.654
A,15,12,42,1t,seal,13,1,60,7,5,33.6236,27.9643,5.659300000000002
A,15,12,42,1t,seal,13,1,60,7,6,33.6209,27.9817,5.639199999999999
A,15,12,42,1t,seal,13,1,60,7,7,33.6174,27.988,5.629400000000004
A,15,12,42,1t,seal,13,1,60,7,8,33.6177,27.9729,5.6448
A,15,12,42,1t,seal,13,1,60,7,9,33.6111,27.9735,5.637599999999999
A,15,12,42,1t,seal,13,1,60,7,10,33.62,27.9626,5.657399999999999
A,15,12,42,1t,seal,13,1,60,7,11,33.6208,27.9706,5.650200000000002
A,15,12,42,1t,seal,13,1,60,8,0,33.6243,27.9903,5.633999999999997
A,15,12,42,1t,seal,13,1,60,8,1,33.616,27.9814,5.634599999999999
A,15,12,42,1t,seal,13,1,60,8,2,33.6241,27.963,5.661099999999998
A,15,12,42,1t,seal,13,1,60,8,3,33.6116,27.9883,5.623300000000004
A,15,12,42,1t,seal,13,1,60,8,4,33.6196,27.9759,5.643699999999999
A,15,12,42,1t,seal,13,1,60,8,5,33.6287,27.9626,5.666100000000004
A,15,12,42,1t,seal,13,1,60,8,6,33.6222,27.9634,5.658799999999999
A,15,12,42,1t,seal,13,1,60,8,7,33.6305,27.9919,5.638599999999997
A,15,12,42,1t,seal,13,1,60,8,8,33.6317,27.9735,5.658200000000001
A,15,12,42,1t,seal,13,1,60,8,9,33.6145,27.9762,5.638300000000001
A,15,12,42,1t,seal,13,1,60,8,10,33.6365,27.9622,5.674299999999999
A,15,12,42,1t,seal,13,1,60,8,11,33.6204,27.9775,5.642899999999997
A,15,12,42,1t,seal,13,1,60,9,0,33.6265,27.9873,5.639199999999999
A,15,12,42,1t,seal,13,1,60,9,1,33.614,27.98,5.633999999999997
A,15,12,42,1t,seal,13,1,60,9,2,33.6206,27.9599,5.660700000000002
A,15,12,42,1t,seal,13,1,60,9,3,33.621,27.9921,5.628900000000002
A,15,12,42,1t,seal,13,1,60,9,4,33.6182,27.9839,5.634300000000003
A,15,12,42,1t,seal,13,1,60,9,5,33.611,27.9455,5.665499999999998
A,15,12,42,1t,seal,13,1,60,9,6,33.6147,27.9658,5.648899999999998
A,15,12,42,1t,seal,13,1,60,9,7,33.6188,27.971,5.6478
A,15,12,42,1t,seal,13,1,60,9,8,33.6061,27.9742,5.631899999999998
A,15,12,42,1t,seal,13,1,60,9,9,33.6113,27.9695,5.6418
A,15,12,42,1t,seal,13,1,60,9,10,33.6278,27.9741,5.653700000000001
A,15,12,42,1t,seal,13,1,60,9,11,33.6209,27.9758,5.645099999999999
A,15,12,42,1t,seal,13,1,60,10,0,33.6211,27.9866,5.634499999999999
A,15,12,42,1t,seal,13,1,60,10,1,33.6158,27.9714,5.644400000000001
A,15,12,42,1t,seal,13,1,60,10,2,33.6187,27.9784,5.640299999999996
A,15,12,42,1t,seal,13,1,60,10,3,33.6275,27.9849,5.642599999999998
A,15,12,42,1t,seal,13,1,60,10,4,33.611,27.9623,5.648699999999998
A,15,12,42,1t,seal,13,1,60,10,5,33.6204,27.9671,5.653299999999998
A,15,12,42,1t,seal,13,1,60,10,6,33.6181,27.9673,5.650799999999997
A,15,12,42,1t,seal,13,1,60,10,7,33.6089,27.9917,5.617199999999997
A,15,12,42,1t,seal,13,1,60,10,8,33.6209,27.9445,5.6763999999999974
A,15,12,42,1t,seal,13,1,60,10,9,33.6129,27.9816,5.631300000000003
A,15,12,42,1t,seal,13,1,60,10,10,33.6211,27.9479,5.673199999999998
A,15,12,42,1t,seal,13,1,60,10,11,33.6237,27.9708,5.652899999999999
A,15,12,42,1t,seal,13,1,60,11,0,33.6328,27.9931,5.639700000000005
A,15,12,42,1t,seal,13,1,60,11,1,33.603,27.9687,5.634300000000003
A,15,12,42,1t,seal,13,1,60,11,2,33.6095,27.9647,5.6447999999999965
A,15,12,42,1t,seal,13,1,60,11,3,33.6167,27.9888,5.6279
A,15,12,42,1t,seal,13,1,60,11,4,33.6111,27.961,5.650100000000002
A,15,12,42,1t,seal,13,1,60,11,5,33.606,27.9641,5.641900000000003
A,15,12,42,1t,seal,13,1,60,11,6,33.6193,27.9709,5.648400000000002
A,15,12,42,1t,seal,13,1,60,11,7,33.6006,27.9857,5.614899999999999
A,15,12,42,1t,seal,13,1,60,11,8,33.6128,27.9841,5.6286999999999985
A,15,12,42,1t,seal,13,1,60,11,9,33.6069,27.9766,5.630300000000002
A,15,12,42,1t,seal,13,1,60,11,10,33.6196,27.9646,5.654999999999998
A,15,12,42,1t,seal,13,1,60,11,11,33.6111,27.9733,5.637800000000002
A,15,12,42,1t,seal,13,1,60,12,0,33.6311,27.9826,5.648500000000002
A,15,12,42,1t,seal,13,1,60,12,1,33.6107,27.9726,5.638100000000001
A,15,12,42,1t,seal,13,1,60,12,2,33.6161,27.9685,5.647600000000004
A,15,12,42,1t,seal,13,1,60,12,3,33.6187,27.9773,5.641399999999997
A,15,12,42,1t,seal,13,1,60,12,4,33.6329,27.9657,5.667200000000001
A,15,12,42,1t,seal,13,1,60,12,5,33.6179,27.9555,5.662399999999998
A,15,12,42,1t,seal,13,1,60,12,6,33.6304,27.9783,5.652100000000001
A,15,12,42,1t,seal,13,1,60,12,7,33.6205,27.9831,5.6373999999999995
A,15,12,42,1t,seal,13,1,60,12,8,33.6176,27.973,5.644600000000004
A,15,12,42,1t,seal,13,1,60,12,9,33.6122,27.9789,5.633300000000002
A,15,12,42,1t,seal,13,1,60,12,10,33.6071,27.9657,5.641400000000004
A,15,12,42,1t,seal,13,1,60,12,11,33.6399,27.9803,5.6595999999999975
A,15,12,42,mt,openfhe,3,4,240,1,0,30.32,26.4195,3.900500000000001
A,15,12,42,mt,openfhe,3,4,240,1,1,30.327,26.1384,4.188600000000001
A,15,12,42,mt,openfhe,3,4,240,1,2,30.3137,26.6396,3.6740999999999993
A,15,12,42,mt,openfhe,3,4,240,1,3,30.3151,26.6473,3.6677999999999997
A,15,12,42,mt,openfhe,3,4,240,1,4,30.3141,26.8695,3.444600000000001
A,15,12,42,mt,openfhe,3,4,240,1,5,30.327,28.1231,2.203900000000001
A,15,12,42,mt,openfhe,3,4,240,1,6,30.2978,27.1669,3.1309000000000005
A,15,12,42,mt,openfhe,3,4,240,1,7,30.3274,27.2016,3.1258000000000017
A,15,12,42,mt,openfhe,3,4,240,1,8,30.317,27.1136,3.2033999999999985
A,15,12,42,mt,openfhe,3,4,240,1,9,30.3073,27.7195,2.5878000000000014
A,15,12,42,mt,openfhe,3,4,240,1,10,30.3263,28.115,2.2113000000000014
A,15,12,42,mt,openfhe,3,4,240,1,11,30.3141,26.5384,3.7757000000000005
A,15,12,42,mt,openfhe,3,4,240,2,0,30.3206,26.4185,3.9020999999999972
A,15,12,42,mt,openfhe,3,4,240,2,1,30.3086,26.143,4.165599999999998
A,15,12,42,mt,openfhe,3,4,240,2,2,30.3233,26.628,3.6952999999999996
A,15,12,42,mt,openfhe,3,4,240,2,3,30.304,26.6764,3.6275999999999975
A,15,12,42,mt,openfhe,3,4,240,2,4,30.3186,26.8508,3.4678000000000004
A,15,12,42,mt,openfhe,3,4,240,2,5,30.3153,28.129,2.1862999999999992
A,15,12,42,mt,openfhe,3,4,240,2,6,30.3233,27.1571,3.1662
A,15,12,42,mt,openfhe,3,4,240,2,7,30.3139,27.1876,3.1263000000000005
A,15,12,42,mt,openfhe,3,4,240,2,8,30.3312,27.1075,3.2236999999999973
A,15,12,42,mt,openfhe,3,4,240,2,9,30.3148,27.7044,2.610400000000002
A,15,12,42,mt,openfhe,3,4,240,2,10,30.3244,28.0988,2.2256
A,15,12,42,mt,openfhe,3,4,240,2,11,30.3098,26.5315,3.778299999999998
A,15,12,42,mt,openfhe,3,4,240,3,0,30.314,26.4189,3.8950999999999993
A,15,12,42,mt,openfhe,3,4,240,3,1,30.3232,26.1544,4.168800000000001
A,15,12,42,mt,openfhe,3,4,240,3,2,30.3273,26.6271,3.7002000000000024
A,15,12,42,mt,openfhe,3,4,240,3,3,30.3266,26.6645,3.662099999999999
A,15,12,42,mt,openfhe,3,4,240,3,4,30.3221,26.8503,3.471799999999998
A,15,12,42,mt,openfhe,3,4,240,3,5,30.3071,28.0985,2.208599999999997
A,15,12,42,mt,openfhe,3,4,240,3,6,30.3158,27.1581,3.1576999999999984
A,15,12,42,mt,openfhe,3,4,240,3,7,30.3392,27.1898,3.1494
A,15,12,42,mt,openfhe,3,4,240,3,8,30.3191,27.1286,3.1905
A,15,12,42,mt,openfhe,3,4,240,3,9,30.3191,27.6979,2.621199999999998
A,15,12,42,mt,openfhe,3,4,240,3,10,30.3251,28.1155,2.2095999999999982
