library,exp,logN,q0,delta,depth,dnum,PCount,logP,logQ,logQP,bound,margin,maxLevel,level,op,mean_us,std_us,reps,digits,ok,err
openfhe,1,15,60,40,13,2,5,300,580,880,881,1,13,1,relin,14772.501,71.733,30,L13=2;L12=2;L11=2;L10=2;L9=2;L8=2;L7=2;L6=1;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,1,15,60,40,13,2,5,300,580,880,881,1,13,1,rot1,14890.790,66.770,30,L13=2;L12=2;L11=2;L10=2;L9=2;L8=2;L7=2;L6=1;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,1,15,60,40,13,3,4,240,580,820,881,61,13,13,mul_cc,9356.197,105.940,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
openfhe,1,15,60,40,13,3,4,240,580,820,881,61,13,13,mul_cc_rlk,93398.338,543.328,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
openfhe,1,15,60,40,13,3,4,240,580,820,881,61,13,13,relin,88496.425,666.192,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
openfhe,1,15,60,40,13,3,4,240,580,820,881,61,13,13,rot1,86621.644,1107.620,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
openfhe,1,15,60,40,13,3,4,240,580,820,881,61,13,7,mul_cc,4920.323,30.001,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
openfhe,1,15,60,40,13,3,4,240,580,820,881,61,13,7,mul_cc_rlk,46626.924,477.588,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
openfhe,1,15,60,40,13,3,4,240,580,820,881,61,13,7,relin,44010.812,616.351,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
openfhe,1,15,60,40,13,3,4,240,580,820,881,61,13,7,rot1,42671.632,516.114,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
openfhe,1,15,60,40,13,3,4,240,580,820,881,61,13,1,mul_cc,949.945,14.779,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
openfhe,1,15,60,40,13,3,4,240,580,820,881,61,13,1,mul_cc_rlk,13849.556,57.844,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
openfhe,1,15,60,40,13,3,4,240,580,820,881,61,13,1,relin,12951.504,77.201,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
openfhe,1,15,60,40,13,3,4,240,580,820,881,61,13,1,rot1,13003.713,36.984,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
openfhe,1,15,60,40,13,4,4,240,580,820,881,61,13,13,mul_cc,9832.779,449.511,30,L13=4;L12=4;L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
openfhe,1,15,60,40,13,4,4,240,580,820,881,61,13,13,mul_cc_rlk,111092.109,556.264,30,L13=4;L12=4;L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
openfhe,1,15,60,40,13,4,4,240,580,820,881,61,13,13,relin,106173.475,761.828,30,L13=4;L12=4;L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
openfhe,1,15,60,40,13,4,4,240,580,820,881,61,13,13,rot1,104256.064,454.202,30,L13=4;L12=4;L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
openfhe,1,15,60,40,13,4,4,240,580,820,881,61,13,7,mul_cc,4916.752,20.301,30,L13=4;L12=4;L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
openfhe,1,15,60,40,13,4,4,240,580,820,881,61,13,7,mul_cc_rlk,46700.026,284.078,30,L13=4;L12=4;L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
openfhe,1,15,60,40,13,4,4,240,580,820,881,61,13,7,relin,44135.101,457.390,30,L13=4;L12=4;L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
openfhe,1,15,60,40,13,4,4,240,580,820,881,61,13,7,rot1,42608.827,371.514,30,L13=4;L12=4;L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
openfhe,1,15,60,40,13,4,4,240,580,820,881,61,13,1,mul_cc,948.542,14.562,30,L13=4;L12=4;L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
openfhe,1,15,60,40,13,4,4,240,580,820,881,61,13,1,mul_cc_rlk,13801.035,54.029,30,L13=4;L12=4;L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
openfhe,1,15,60,40,13,4,4,240,580,820,881,61,13,1,relin,12996.289,199.086,30,L13=4;L12=4;L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
openfhe,1,15,60,40,13,4,4,240,580,820,881,61,13,1,rot1,13031.424,44.714,30,L13=4;L12=4;L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
openfhe,1,15,60,40,13,5,3,180,580,760,881,121,13,13,mul_cc,9332.811,118.321,30,L13=5;L12=5;L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1,1,
openfhe,1,15,60,40,13,5,3,180,580,760,881,121,13,13,mul_cc_rlk,120945.066,590.683,30,L13=5;L12=5;L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1,1,
openfhe,1,15,60,40,13,5,3,180,580,760,881,121,13,13,relin,116075.839,525.264,30,L13=5;L12=5;L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1,1,
openfhe,1,15,60,40,13,5,3,180,580,760,881,121,13,13,rot1,113657.707,597.989,30,L13=5;L12=5;L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1,1,
openfhe,1,15,60,40,13,5,3,180,580,760,881,121,13,7,mul_cc,4870.611,42.097,30,L13=5;L12=5;L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1,1,
openfhe,1,15,60,40,13,5,3,180,580,760,881,121,13,7,mul_cc_rlk,53147.902,582.169,30,L13=5;L12=5;L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1,1,
openfhe,1,15,60,40,13,5,3,180,580,760,881,121,13,7,relin,50113.962,266.820,30,L13=5;L12=5;L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1,1,
openfhe,1,15,60,40,13,5,3,180,580,760,881,121,13,7,rot1,48831.934,239.093,30,L13=5;L12=5;L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1,1,
openfhe,1,15,60,40,13,5,3,180,580,760,881,121,13,1,mul_cc,946.713,14.575,30,L13=5;L12=5;L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1,1,
openfhe,1,15,60,40,13,5,3,180,580,760,881,121,13,1,mul_cc_rlk,11796.482,130.485,30,L13=5;L12=5;L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1,1,
openfhe,1,15,60,40,13,5,3,180,580,760,881,121,13,1,relin,10892.680,12.344,30,L13=5;L12=5;L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1,1,
openfhe,1,15,60,40,13,5,3,180,580,760,881,121,13,1,rot1,11015.820,16.857,30,L13=5;L12=5;L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1,1,
openfhe,1,15,60,40,13,7,2,120,580,700,881,181,13,13,mul_cc,9167.670,68.613,30,L13=7;L12=7;L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
openfhe,1,15,60,40,13,7,2,120,580,700,881,181,13,13,mul_cc_rlk,144397.770,492.307,30,L13=7;L12=7;L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
openfhe,1,15,60,40,13,7,2,120,580,700,881,181,13,13,relin,138824.785,373.915,30,L13=7;L12=7;L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
openfhe,1,15,60,40,13,7,2,120,580,700,881,181,13,13,rot1,137397.089,341.512,30,L13=7;L12=7;L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
openfhe,1,15,60,40,13,7,2,120,580,700,881,181,13,7,mul_cc,4870.322,12.602,30,L13=7;L12=7;L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
openfhe,1,15,60,40,13,7,2,120,580,700,881,181,13,7,mul_cc_rlk,58045.575,381.241,30,L13=7;L12=7;L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
openfhe,1,15,60,40,13,7,2,120,580,700,881,181,13,7,relin,55214.560,377.191,30,L13=7;L12=7;L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
openfhe,1,15,60,40,13,7,2,120,580,700,881,181,13,7,rot1,54103.936,405.842,30,L13=7;L12=7;L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
openfhe,1,15,60,40,13,7,2,120,580,700,881,181,13,1,mul_cc,946.423,15.252,30,L13=7;L12=7;L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
openfhe,1,15,60,40,13,7,2,120,580,700,881,181,13,1,mul_cc_rlk,9973.400,80.595,30,L13=7;L12=7;L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
openfhe,1,15,60,40,13,7,2,120,580,700,881,181,13,1,relin,9108.236,80.433,30,L13=7;L12=7;L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
openfhe,1,15,60,40,13,7,2,120,580,700,881,181,13,1,rot1,9296.822,149.475,30,L13=7;L12=7;L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
openfhe,1,15,60,40,13,14,1,60,580,640,881,241,13,13,mul_cc,9122.732,92.539,30,L13=14;L12=13;L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
openfhe,1,15,60,40,13,14,1,60,580,640,881,241,13,13,mul_cc_rlk,234840.468,505.898,30,L13=14;L12=13;L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
openfhe,1,15,60,40,13,14,1,60,580,640,881,241,13,13,relin,230331.323,1254.395,30,L13=14;L12=13;L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
openfhe,1,15,60,40,13,14,1,60,580,640,881,241,13,13,rot1,228388.322,438.097,30,L13=14;L12=13;L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
openfhe,1,15,60,40,13,14,1,60,580,640,881,241,13,7,mul_cc,4903.922,25.929,30,L13=14;L12=13;L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
openfhe,1,15,60,40,13,14,1,60,580,640,881,241,13,7,mul_cc_rlk,86562.876,710.767,30,L13=14;L12=13;L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
openfhe,1,15,60,40,13,14,1,60,580,640,881,241,13,7,relin,83559.402,480.082,30,L13=14;L12=13;L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
openfhe,1,15,60,40,13,14,1,60,580,640,881,241,13,7,rot1,82372.255,596.618,30,L13=14;L12=13;L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
openfhe,1,15,60,40,13,14,1,60,580,640,881,241,13,1,mul_cc,948.817,15.471,30,L13=14;L12=13;L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
openfhe,1,15,60,40,13,14,1,60,580,640,881,241,13,1,mul_cc_rlk,10962.347,20.259,30,L13=14;L12=13;L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
openfhe,1,15,60,40,13,14,1,60,580,640,881,241,13,1,relin,10119.469,93.666,30,L13=14;L12=13;L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
openfhe,1,15,60,40,13,14,1,60,580,640,881,241,13,1,rot1,10206.051,28.819,30,L13=14;L12=13;L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
lattigo,1,15,60,40,13,14,1,60,580,640,881,241,13,13,mul_cc,3129.692,22.467,30,L13=14;L12=13;L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
lattigo,1,15,60,40,13,14,1,60,580,640,881,241,13,13,mul_cc_rlk,156229.995,411.994,30,L13=14;L12=13;L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
lattigo,1,15,60,40,13,14,1,60,580,640,881,241,13,13,relin,148352.014,594.095,30,L13=14;L12=13;L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
lattigo,1,15,60,40,13,14,1,60,580,640,881,241,13,13,rot1,151219.551,692.957,30,L13=14;L12=13;L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
lattigo,1,15,60,40,13,14,1,60,580,640,881,241,13,7,mul_cc,2021.064,19.213,30,L13=14;L12=13;L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
lattigo,1,15,60,40,13,14,1,60,580,640,881,241,13,7,mul_cc_rlk,53143.142,503.305,30,L13=14;L12=13;L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
lattigo,1,15,60,40,13,14,1,60,580,640,881,241,13,7,relin,46743.692,320.245,30,L13=14;L12=13;L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
lattigo,1,15,60,40,13,14,1,60,580,640,881,241,13,7,rot1,49521.579,1376.701,30,L13=14;L12=13;L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
lattigo,1,15,60,40,13,14,1,60,580,640,881,241,13,1,mul_cc,473.865,10.820,30,L13=14;L12=13;L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
lattigo,1,15,60,40,13,14,1,60,580,640,881,241,13,1,mul_cc_rlk,7275.860,21.078,30,L13=14;L12=13;L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
lattigo,1,15,60,40,13,14,1,60,580,640,881,241,13,1,relin,6805.986,25.081,30,L13=14;L12=13;L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
lattigo,1,15,60,40,13,14,1,60,580,640,881,241,13,1,rot1,6822.129,25.707,30,L13=14;L12=13;L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
lattigo,1,15,60,40,13,7,2,120,580,700,881,181,13,13,mul_cc,3097.738,26.139,30,L13=7;L12=7;L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,1,15,60,40,13,7,2,120,580,700,881,181,13,13,mul_cc_rlk,79194.788,343.898,30,L13=7;L12=7;L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,1,15,60,40,13,7,2,120,580,700,881,181,13,13,relin,73807.279,417.686,30,L13=7;L12=7;L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,1,15,60,40,13,7,2,120,580,700,881,181,13,13,rot1,73480.935,382.009,30,L13=7;L12=7;L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,1,15,60,40,13,7,2,120,580,700,881,181,13,7,mul_cc,1724.128,17.584,30,L13=7;L12=7;L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,1,15,60,40,13,7,2,120,580,700,881,181,13,7,mul_cc_rlk,32159.168,186.818,30,L13=7;L12=7;L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,1,15,60,40,13,7,2,120,580,700,881,181,13,7,relin,29658.307,85.851,30,L13=7;L12=7;L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,1,15,60,40,13,7,2,120,580,700,881,181,13,7,rot1,29698.194,212.548,30,L13=7;L12=7;L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,1,15,60,40,13,7,2,120,580,700,881,181,13,1,mul_cc,474.534,10.522,30,L13=7;L12=7;L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,1,15,60,40,13,7,2,120,580,700,881,181,13,1,mul_cc_rlk,6428.271,166.414,30,L13=7;L12=7;L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,1,15,60,40,13,7,2,120,580,700,881,181,13,1,relin,5911.330,28.776,30,L13=7;L12=7;L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,1,15,60,40,13,7,2,120,580,700,881,181,13,1,rot1,5931.809,32.232,30,L13=7;L12=7;L11=6;L10=6;L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,1,15,60,40,13,5,3,180,580,760,881,121,13,13,mul_cc,3547.014,20.239,30,L13=5;L12=5;L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1,1,
lattigo,1,15,60,40,13,5,3,180,580,760,881,121,13,13,mul_cc_rlk,72798.392,423.930,30,L13=5;L12=5;L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1,1,
lattigo,1,15,60,40,13,5,3,180,580,760,881,121,13,13,relin,63049.321,247.288,30,L13=5;L12=5;L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1,1,
lattigo,1,15,60,40,13,5,3,180,580,760,881,121,13,13,rot1,62824.984,678.635,30,L13=5;L12=5;L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1,1,
lattigo,1,15,60,40,13,5,3,180,580,760,881,121,13,7,mul_cc,1705.596,24.165,30,L13=5;L12=5;L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1,1,
lattigo,1,15,60,40,13,5,3,180,580,760,881,121,13,7,mul_cc_rlk,30452.549,314.166,30,L13=5;L12=5;L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1,1,
lattigo,1,15,60,40,13,5,3,180,580,760,881,121,13,7,relin,27906.253,229.568,30,L13=5;L12=5;L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1,1,
lattigo,1,15,60,40,13,5,3,180,580,760,881,121,13,7,rot1,27772.560,192.801,30,L13=5;L12=5;L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1,1,
lattigo,1,15,60,40,13,5,3,180,580,760,881,121,13,1,mul_cc,418.716,44.262,30,L13=5;L12=5;L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1,1,
lattigo,1,15,60,40,13,5,3,180,580,760,881,121,13,1,mul_cc_rlk,7476.529,23.697,30,L13=5;L12=5;L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1,1,
lattigo,1,15,60,40,13,5,3,180,580,760,881,121,13,1,relin,7071.952,22.976,30,L13=5;L12=5;L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1,1,
lattigo,1,15,60,40,13,5,3,180,580,760,881,121,13,1,rot1,7087.372,21.116,30,L13=5;L12=5;L11=4;L10=4;L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1,1,
lattigo,1,15,60,40,13,4,4,240,580,820,881,61,13,13,mul_cc,3573.753,28.501,30,L13=4;L12=4;L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,1,15,60,40,13,4,4,240,580,820,881,61,13,13,mul_cc_rlk,64617.571,1773.833,30,L13=4;L12=4;L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,1,15,60,40,13,4,4,240,580,820,881,61,13,13,relin,58486.646,303.503,30,L13=4;L12=4;L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,1,15,60,40,13,4,4,240,580,820,881,61,13,13,rot1,57966.865,303.498,30,L13=4;L12=4;L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,1,15,60,40,13,4,4,240,580,820,881,61,13,7,mul_cc,1992.463,22.154,30,L13=4;L12=4;L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,1,15,60,40,13,4,4,240,580,820,881,61,13,7,mul_cc_rlk,28199.017,750.011,30,L13=4;L12=4;L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,1,15,60,40,13,4,4,240,580,820,881,61,13,7,relin,24806.104,78.474,30,L13=4;L12=4;L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,1,15,60,40,13,4,4,240,580,820,881,61,13,7,rot1,24732.922,79.840,30,L13=4;L12=4;L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,1,15,60,40,13,4,4,240,580,820,881,61,13,1,mul_cc,406.995,40.219,30,L13=4;L12=4;L11=3;L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
