library,logN,q0,delta,depth,dnum,PCount,logP,maxDigitBits,level,path,rep,bits
openfhe,14,60,42,7,8,1,60,60,7,rot1,3,29.6526
openfhe,14,60,42,7,8,1,60,60,7,enc_dec,4,31.3210
openfhe,14,60,42,7,8,1,60,60,7,rot1,4,29.5330
openfhe,14,60,42,7,8,1,60,60,7,enc_dec,5,31.3275
openfhe,14,60,42,7,8,1,60,60,7,rot1,5,28.8098
openfhe,14,60,42,7,8,1,60,60,7,enc_dec,6,31.3052
openfhe,14,60,42,7,8,1,60,60,7,rot1,6,29.4529
openfhe,14,60,42,7,8,1,60,60,7,enc_dec,7,31.3027
openfhe,14,60,42,7,8,1,60,60,7,rot1,7,28.7119
openfhe,14,60,42,7,8,1,60,60,7,enc_dec,8,31.3008
openfhe,14,60,42,7,8,1,60,60,7,rot1,8,29.3421
openfhe,14,60,42,7,8,1,60,60,7,enc_dec,9,31.3110
openfhe,14,60,42,7,8,1,60,60,7,rot1,9,29.0572
openfhe,14,60,42,7,8,1,60,60,7,enc_dec,10,31.3038
openfhe,14,60,42,7,8,1,60,60,7,rot1,10,29.6170
openfhe,14,60,42,7,8,1,60,60,7,enc_dec,11,31.2947
openfhe,14,60,42,7,8,1,60,60,7,rot1,11,29.0181
openfhe,15,60,48,10,3,4,240,204,10,enc_dec,0,36.3138
openfhe,15,60,48,10,3,4,240,204,10,rot1,0,33.6005
openfhe,15,60,48,10,3,4,240,204,10,enc_dec,1,36.3149
openfhe,15,60,48,10,3,4,240,204,10,rot1,1,33.8889
openfhe,15,60,48,10,3,4,240,204,10,enc_dec,2,36.3233
openfhe,15,60,48,10,3,4,240,204,10,rot1,2,32.8261
openfhe,15,60,48,10,3,4,240,204,10,enc_dec,3,36.3262
openfhe,15,60,48,10,3,4,240,204,10,rot1,3,34.0201
openfhe,15,60,48,10,3,4,240,204,10,enc_dec,4,36.3336
openfhe,15,60,48,10,3,4,240,204,10,rot1,4,33.8900
openfhe,15,60,48,10,3,4,240,204,10,enc_dec,5,36.3175
openfhe,15,60,48,10,3,4,240,204,10,rot1,5,33.5949
openfhe,15,60,48,10,3,4,240,204,10,enc_dec,6,36.3195
openfhe,15,60,48,10,3,4,240,204,10,rot1,6,32.9085
openfhe,15,60,48,10,3,4,240,204,10,enc_dec,7,36.3131
openfhe,15,60,48,10,3,4,240,204,10,rot1,7,34.0312
openfhe,15,60,48,10,3,4,240,204,10,enc_dec,8,36.3091
openfhe,15,60,48,10,3,4,240,204,10,rot1,8,33.7940
openfhe,15,60,48,10,3,4,240,204,10,enc_dec,9,36.3146
openfhe,15,60,48,10,3,4,240,204,10,rot1,9,32.3536
openfhe,15,60,48,10,3,4,240,204,10,enc_dec,10,36.3166
openfhe,15,60,48,10,3,4,240,204,10,rot1,10,33.0003
openfhe,15,60,48,10,3,4,240,204,10,enc_dec,11,36.3015
openfhe,15,60,48,10,3,4,240,204,10,rot1,11,33.0307
openfhe,15,60,50,10,3,4,240,210,10,enc_dec,0,38.3119
openfhe,15,60,50,10,3,4,240,210,10,rot1,0,34.8696
openfhe,15,60,50,10,3,4,240,210,10,enc_dec,1,38.3200
openfhe,15,60,50,10,3,4,240,210,10,rot1,1,35.8193
openfhe,15,60,50,10,3,4,240,210,10,enc_dec,2,38.3088
openfhe,15,60,50,10,3,4,240,210,10,rot1,2,34.8792
openfhe,15,60,50,10,3,4,240,210,10,enc_dec,3,38.3133
openfhe,15,60,50,10,3,4,240,210,10,rot1,3,33.7867
openfhe,15,60,50,10,3,4,240,210,10,enc_dec,4,38.3247
openfhe,15,60,50,10,3,4,240,210,10,rot1,4,35.3756
openfhe,15,60,50,10,3,4,240,210,10,enc_dec,5,38.3212
openfhe,15,60,50,10,3,4,240,210,10,rot1,5,36.0517
openfhe,15,60,50,10,3,4,240,210,10,enc_dec,6,38.3050
openfhe,15,60,50,10,3,4,240,210,10,rot1,6,34.5476
openfhe,15,60,50,10,3,4,240,210,10,enc_dec,7,38.3126
openfhe,15,60,50,10,3,4,240,210,10,rot1,7,35.6235
openfhe,15,60,50,10,3,4,240,210,10,enc_dec,8,38.3184
openfhe,15,60,50,10,3,4,240,210,10,rot1,8,35.1759
openfhe,15,60,50,10,3,4,240,210,10,enc_dec,9,38.3170
openfhe,15,60,50,10,3,4,240,210,10,rot1,9,35.1773
openfhe,15,60,50,10,3,4,240,210,10,enc_dec,10,38.3030
openfhe,15,60,50,10,3,4,240,210,10,rot1,10,34.4362
openfhe,15,60,50,10,3,4,240,210,10,enc_dec,11,38.3225
openfhe,15,60,50,10,3,4,240,210,10,rot1,11,34.1585
openfhe,15,60,46,11,3,4,240,198,11,enc_dec,0,34.3273
openfhe,15,60,46,11,3,4,240,198,11,rot1,0,30.9959
openfhe,15,60,46,11,3,4,240,198,11,enc_dec,1,34.3177
openfhe,15,60,46,11,3,4,240,198,11,rot1,1,31.5288
openfhe,15,60,46,11,3,4,240,198,11,enc_dec,2,34.3203
openfhe,15,60,46,11,3,4,240,198,11,rot1,2,32.0032
openfhe,15,60,46,11,3,4,240,198,11,enc_dec,3,34.3129
openfhe,15,60,46,11,3,4,240,198,11,rot1,3,30.4960
openfhe,15,60,46,11,3,4,240,198,11,enc_dec,4,34.3015
openfhe,15,60,46,11,3,4,240,198,11,rot1,4,30.1843
openfhe,15,60,46,11,3,4,240,198,11,enc_dec,5,34.3238
openfhe,15,60,46,11,3,4,240,198,11,rot1,5,31.7962
openfhe,15,60,46,11,3,4,240,198,11,enc_dec,6,34.3110
openfhe,15,60,46,11,3,4,240,198,11,rot1,6,31.5453
openfhe,15,60,46,11,3,4,240,198,11,enc_dec,7,34.3213
openfhe,15,60,46,11,3,4,240,198,11,rot1,7,30.6824
openfhe,15,60,46,11,3,4,240,198,11,enc_dec,8,34.3300
openfhe,15,60,46,11,3,4,240,198,11,rot1,8,31.9371
openfhe,15,60,46,11,3,4,240,198,11,enc_dec,9,34.3191
openfhe,15,60,46,11,3,4,240,198,11,rot1,9,31.2573
openfhe,15,60,46,11,3,4,240,198,11,enc_dec,10,34.3196
openfhe,15,60,46,11,3,4,240,198,11,rot1,10,31.4569
openfhe,15,60,46,11,3,4,240,198,11,enc_dec,11,34.3203
openfhe,15,60,46,11,3,4,240,198,11,rot1,11,31.3322
openfhe,15,60,54,9,3,4,240,222,9,enc_dec,0,42.3030
openfhe,15,60,54,9,3,4,240,222,9,rot1,0,39.8055
openfhe,15,60,54,9,3,4,240,222,9,enc_dec,1,42.3251
openfhe,15,60,54,9,3,4,240,222,9,rot1,1,38.9504
openfhe,15,60,54,9,3,4,240,222,9,enc_dec,2,42.3238
openfhe,15,60,54,9,3,4,240,222,9,rot1,2,40.0676
openfhe,15,60,54,9,3,4,240,222,9,enc_dec,3,42.3244
openfhe,15,60,54,9,3,4,240,222,9,rot1,3,40.1929
openfhe,15,60,54,9,3,4,240,222,9,enc_dec,4,42.3126
openfhe,15,60,54,9,3,4,240,222,9,rot1,4,38.7724
openfhe,15,60,54,9,3,4,240,222,9,enc_dec,5,42.3111
openfhe,15,60,54,9,3,4,240,222,9,rot1,5,38.3736
openfhe,15,60,54,9,3,4,240,222,9,enc_dec,6,42.3125
openfhe,15,60,54,9,3,4,240,222,9,rot1,6,38.4180
openfhe,15,60,54,9,3,4,240,222,9,enc_dec,7,42.3162
openfhe,15,60,54,9,3,4,240,222,9,rot1,7,39.5285
openfhe,15,60,54,9,3,4,240,222,9,enc_dec,8,42.3223
openfhe,15,60,54,9,3,4,240,222,9,rot1,8,38.6785
openfhe,15,60,54,9,3,4,240,222,9,enc_dec,9,42.3205
openfhe,15,60,54,9,3,4,240,222,9,rot1,9,39.5062
openfhe,15,60,54,9,3,4,240,222,9,enc_dec,10,42.3056
openfhe,15,60,54,9,3,4,240,222,9,rot1,10,39.5557
openfhe,15,60,54,9,3,4,240,222,9,enc_dec,11,42.3165
openfhe,15,60,54,9,3,4,240,222,9,rot1,11,39.7688
lattigo,14,60,40,6,4,2,120,100,6,enc_dec,0,32.0921
lattigo,14,60,40,6,4,2,120,100,6,rot1,0,29.0558
lattigo,14,60,40,6,4,2,120,100,6,enc_dec,1,32.1400
lattigo,14,60,40,6,4,2,120,100,6,rot1,1,29.0715
lattigo,14,60,40,6,4,2,120,100,6,enc_dec,2,32.1410
lattigo,14,60,40,6,4,2,120,100,6,rot1,2,29.0656
lattigo,14,60,40,6,4,2,120,100,6,enc_dec,3,32.1393
lattigo,14,60,40,6,4,2,120,100,6,rot1,3,29.0577
lattigo,14,60,40,6,4,2,120,100,6,enc_dec,4,32.1529
lattigo,14,60,40,6,4,2,120,100,6,rot1,4,29.0755
lattigo,14,60,40,6,4,2,120,100,6,enc_dec,5,32.1309
lattigo,14,60,40,6,4,2,120,100,6,rot1,5,29.0640
lattigo,14,60,40,6,4,2,120,100,6,enc_dec,6,32.1050
lattigo,14,60,40,6,4,2,120,100,6,rot1,6,29.0789
lattigo,14,60,40,6,4,2,120,100,6,enc_dec,7,32.1205
lattigo,14,60,40,6,4,2,120,100,6,rot1,7,29.0817
lattigo,14,60,40,6,4,2,120,100,6,enc_dec,8,32.1427
lattigo,14,60,40,6,4,2,120,100,6,rot1,8,29.0726
lattigo,14,60,40,6,4,2,120,100,6,enc_dec,9,32.1340
lattigo,14,60,40,6,4,2,120,100,6,rot1,9,29.0811
lattigo,14,60,40,6,4,2,120,100,6,enc_dec,10,32.1111
lattigo,14,60,40,6,4,2,120,100,6,rot1,10,29.0669
lattigo,14,60,40,6,4,2,120,100,6,enc_dec,11,32.1096
lattigo,14,60,40,6,4,2,120,100,6,rot1,11,29.0592
lattigo,14,60,42,6,4,2,120,102,6,enc_dec,0,34.1387
lattigo,14,60,42,6,4,2,120,102,6,rot1,0,31.0549
lattigo,14,60,42,6,4,2,120,102,6,enc_dec,1,34.1361
lattigo,14,60,42,6,4,2,120,102,6,rot1,1,31.0448
lattigo,14,60,42,6,4,2,120,102,6,enc_dec,2,34.1323
lattigo,14,60,42,6,4,2,120,102,6,rot1,2,31.0983
lattigo,14,60,42,6,4,2,120,102,6,enc_dec,3,34.1386
lattigo,14,60,42,6,4,2,120,102,6,rot1,3,31.0745
lattigo,14,60,42,6,4,2,120,102,6,enc_dec,4,34.1377
lattigo,14,60,42,6,4,2,120,102,6,rot1,4,31.0814
lattigo,14,60,42,6,4,2,120,102,6,enc_dec,5,34.1121
lattigo,14,60,42,6,4,2,120,102,6,rot1,5,31.0746
lattigo,14,60,42,6,4,2,120,102,6,enc_dec,6,34.1286
lattigo,14,60,42,6,4,2,120,102,6,rot1,6,31.0642
lattigo,14,60,42,6,4,2,120,102,6,enc_dec,7,34.1272
lattigo,14,60,42,6,4,2,120,102,6,rot1,7,31.0657
lattigo,14,60,42,6,4,2,120,102,6,enc_dec,8,34.1287
lattigo,14,60,42,6,4,2,120,102,6,rot1,8,31.0875
lattigo,14,60,42,6,4,2,120,102,6,enc_dec,9,34.1345
lattigo,14,60,42,6,4,2,120,102,6,rot1,9,31.0661
lattigo,14,60,42,6,4,2,120,102,6,enc_dec,10,34.1334
lattigo,14,60,42,6,4,2,120,102,6,rot1,10,31.0512
lattigo,14,60,42,6,4,2,120,102,6,enc_dec,11,34.1246
lattigo,14,60,42,6,4,2,120,102,6,rot1,11,31.1006
lattigo,14,60,42,7,8,1,60,60,7,enc_dec,0,34.1342
lattigo,14,60,42,7,8,1,60,60,7,rot1,0,28.9971
lattigo,14,60,42,7,8,1,60,60,7,enc_dec,1,34.1273
lattigo,14,60,42,7,8,1,60,60,7,rot1,1,29.0593
lattigo,14,60,42,7,8,1,60,60,7,enc_dec,2,34.1384
lattigo,14,60,42,7,8,1,60,60,7,rot1,2,29.0389
lattigo,14,60,42,7,8,1,60,60,7,enc_dec,3,34.1144
lattigo,14,60,42,7,8,1,60,60,7,rot1,3,29.0402
lattigo,14,60,42,7,8,1,60,60,7,enc_dec,4,34.1429
lattigo,14,60,42,7,8,1,60,60,7,rot1,4,29.0333
lattigo,14,60,42,7,8,1,60,60,7,enc_dec,5,34.1276
lattigo,14,60,42,7,8,1,60,60,7,rot1,5,29.0435
lattigo,14,60,42,7,8,1,60,60,7,enc_dec,6,34.1467
lattigo,14,60,42,7,8,1,60,60,7,rot1,6,29.0492
lattigo,14,60,42,7,8,1,60,60,7,enc_dec,7,34.1319
lattigo,14,60,42,7,8,1,60,60,7,rot1,7,29.0355
lattigo,14,60,42,7,8,1,60,60,7,enc_dec,8,34.1347
lattigo,14,60,42,7,8,1,60,60,7,rot1,8,29.0592
lattigo,14,60,42,7,8,1,60,60,7,enc_dec,9,34.1302
lattigo,14,60,42,7,8,1,60,60,7,rot1,9,29.0787
lattigo,14,60,42,7,8,1,60,60,7,enc_dec,10,34.1462
lattigo,14,60,42,7,8,1,60,60,7,rot1,10,29.0167
lattigo,14,60,42,7,8,1,60,60,7,enc_dec,11,34.1254
lattigo,14,60,42,7,8,1,60,60,7,rot1,11,29.0472
lattigo,15,60,48,10,3,5,300,252,10,enc_dec,0,39.6388
lattigo,15,60,48,10,3,5,300,252,10,rot1,0,36.0809
lattigo,15,60,48,10,3,5,300,252,10,enc_dec,1,39.6440
lattigo,15,60,48,10,3,5,300,252,10,rot1,1,36.0842
lattigo,15,60,48,10,3,5,300,252,10,enc_dec,2,39.6304
lattigo,15,60,48,10,3,5,300,252,10,rot1,2,36.0808
lattigo,15,60,48,10,3,5,300,252,10,enc_dec,3,39.6281
lattigo,15,60,48,10,3,5,300,252,10,rot1,3,36.0665
lattigo,15,60,48,10,3,5,300,252,10,enc_dec,4,39.6447
lattigo,15,60,48,10,3,5,300,252,10,rot1,4,36.0632
lattigo,15,60,48,10,3,5,300,252,10,enc_dec,5,39.6251
lattigo,15,60,48,10,3,5,300,252,10,rot1,5,36.0857
lattigo,15,60,48,10,3,5,300,252,10,enc_dec,6,39.6349
lattigo,15,60,48,10,3,5,300,252,10,rot1,6,36.0866
lattigo,15,60,48,10,3,5,300,252,10,enc_dec,7,39.6233
lattigo,15,60,48,10,3,5,300,252,10,rot1,7,36.0686
lattigo,15,60,48,10,3,5,300,252,10,enc_dec,8,39.6335
lattigo,15,60,48,10,3,5,300,252,10,rot1,8,36.0771
lattigo,15,60,48,10,3,5,300,252,10,enc_dec,9,39.6331
lattigo,15,60,48,10,3,5,300,252,10,rot1,9,36.0711
lattigo,15,60,48,10,3,5,300,252,10,enc_dec,10,39.6295
lattigo,15,60,48,10,3,5,300,252,10,rot1,10,36.0759
lattigo,15,60,48,10,3,5,300,252,10,enc_dec,11,39.6471
lattigo,15,60,48,10,3,5,300,252,10,rot1,11,36.0957
lattigo,15,60,50,10,3,5,300,260,10,enc_dec,0,41.6385
lattigo,15,60,50,10,3,5,300,260,10,rot1,0,38.0689
lattigo,15,60,50,10,3,5,300,260,10,enc_dec,1,41.6339
lattigo,15,60,50,10,3,5,300,260,10,rot1,1,38.0641
lattigo,15,60,50,10,3,5,300,260,10,enc_dec,2,41.6252
lattigo,15,60,50,10,3,5,300,260,10,rot1,2,38.0718
lattigo,15,60,50,10,3,5,300,260,10,enc_dec,3,41.6358
lattigo,15,60,50,10,3,5,300,260,10,rot1,3,38.0773
lattigo,15,60,50,10,3,5,300,260,10,enc_dec,4,41.6301
lattigo,15,60,50,10,3,5,300,260,10,rot1,4,38.0847
lattigo,15,60,50,10,3,5,300,260,10,enc_dec,5,41.6275
lattigo,15,60,50,10,3,5,300,260,10,rot1,5,38.0790
lattigo,15,60,50,10,3,5,300,260,10,enc_dec,6,41.6392
lattigo,15,60,50,10,3,5,300,260,10,rot1,6,38.0775
lattigo,15,60,50,10,3,5,300,260,10,enc_dec,7,41.6208
lattigo,15,60,50,10,3,5,300,260,10,rot1,7,38.0735
lattigo,15,60,50,10,3,5,300,260,10,enc_dec,8,41.6228
lattigo,15,60,50,10,3,5,300,260,10,rot1,8,38.0716
lattigo,15,60,50,10,3,5,300,260,10,enc_dec,9,41.6129
lattigo,15,60,50,10,3,5,300,260,10,rot1,9,38.0568
lattigo,15,60,50,10,3,5,300,260,10,enc_dec,10,41.6365
lattigo,15,60,50,10,3,5,300,260,10,rot1,10,38.0966
lattigo,15,60,50,10,3,5,300,260,10,enc_dec,11,41.6518
lattigo,15,60,50,10,3,5,300,260,10,rot1,11,38.0679
lattigo,15,60,46,11,3,5,300,244,11,enc_dec,0,37.6485
lattigo,15,60,46,11,3,5,300,244,11,rot1,0,34.0788
lattigo,15,60,46,11,3,5,300,244,11,enc_dec,1,37.6377
lattigo,15,60,46,11,3,5,300,244,11,rot1,1,34.0759
lattigo,15,60,46,11,3,5,300,244,11,enc_dec,2,37.6354
lattigo,15,60,46,11,3,5,300,244,11,rot1,2,34.0682
lattigo,15,60,46,11,3,5,300,244,11,enc_dec,3,37.6271
lattigo,15,60,46,11,3,5,300,244,11,rot1,3,34.0771
lattigo,15,60,46,11,3,5,300,244,11,enc_dec,4,37.6252
lattigo,15,60,46,11,3,5,300,244,11,rot1,4,34.0761
lattigo,15,60,46,11,3,5,300,244,11,enc_dec,5,37.6351
lattigo,15,60,46,11,3,5,300,244,11,rot1,5,34.0767
lattigo,15,60,46,11,3,5,300,244,11,enc_dec,6,37.6334
lattigo,15,60,46,11,3,5,300,244,11,rot1,6,34.0758
lattigo,15,60,46,11,3,5,300,244,11,enc_dec,7,37.6209
lattigo,15,60,46,11,3,5,300,244,11,rot1,7,34.0780
lattigo,15,60,46,11,3,5,300,244,11,enc_dec,8,37.6343
lattigo,15,60,46,11,3,5,300,244,11,rot1,8,34.0889
lattigo,15,60,46,11,3,5,300,244,11,enc_dec,9,37.6317
lattigo,15,60,46,11,3,5,300,244,11,rot1,9,34.0664
lattigo,15,60,46,11,3,5,300,244,11,enc_dec,10,37.6224
lattigo,15,60,46,11,3,5,300,244,11,rot1,10,34.0574
lattigo,15,60,46,11,3,5,300,244,11,enc_dec,11,37.6301
lattigo,15,60,46,11,3,5,300,244,11,rot1,11,34.0845
lattigo,15,60,54,9,2,5,300,276,9,enc_dec,0,45.6315
lattigo,15,60,54,9,2,5,300,276,9,rot1,0,42.0917
lattigo,15,60,54,9,2,5,300,276,9,enc_dec,1,45.6264
lattigo,15,60,54,9,2,5,300,276,9,rot1,1,42.0849
lattigo,15,60,54,9,2,5,300,276,9,enc_dec,2,45.6298
lattigo,15,60,54,9,2,5,300,276,9,rot1,2,42.0865
lattigo,15,60,54,9,2,5,300,276,9,enc_dec,3,45.6299
lattigo,15,60,54,9,2,5,300,276,9,rot1,3,42.0822
lattigo,15,60,54,9,2,5,300,276,9,enc_dec,4,45.6179
lattigo,15,60,54,9,2,5,300,276,9,rot1,4,42.0838
lattigo,15,60,54,9,2,5,300,276,9,enc_dec,5,45.6295
lattigo,15,60,54,9,2,5,300,276,9,rot1,5,42.0664
lattigo,15,60,54,9,2,5,300,276,9,enc_dec,6,45.6416
lattigo,15,60,54,9,2,5,300,276,9,rot1,6,42.0820
lattigo,15,60,54,9,2,5,300,276,9,enc_dec,7,45.6368
lattigo,15,60,54,9,2,5,300,276,9,rot1,7,42.0659
lattigo,15,60,54,9,2,5,300,276,9,enc_dec,8,45.6382
lattigo,15,60,54,9,2,5,300,276,9,rot1,8,42.0682
lattigo,15,60,54,9,2,5,300,276,9,enc_dec,9,45.6332
lattigo,15,60,54,9,2,5,300,276,9,rot1,9,42.0887
lattigo,15,60,54,9,2,5,300,276,9,enc_dec,10,45.6336
lattigo,15,60,54,9,2,5,300,276,9,rot1,10,42.0822
lattigo,15,60,54,9,2,5,300,276,9,enc_dec,11,45.6294
lattigo,15,60,54,9,2,5,300,276,9,rot1,11,42.0792
seal,14,60,40,6,7,1,60,60,6,enc_dec,0,32.1166
seal,14,60,40,6,7,1,60,60,6,rot1,0,26.9195
seal,14,60,40,6,7,1,60,60,6,enc_dec,1,32.1254
seal,14,60,40,6,7,1,60,60,6,rot1,1,26.9392
seal,14,60,40,6,7,1,60,60,6,enc_dec,2,32.1257
seal,14,60,40,6,7,1,60,60,6,rot1,2,26.9512
seal,14,60,40,6,7,1,60,60,6,enc_dec,3,32.1166
seal,14,60,40,6,7,1,60,60,6,rot1,3,26.9439
seal,14,60,40,6,7,1,60,60,6,enc_dec,4,32.1383
seal,14,60,40,6,7,1,60,60,6,rot1,4,26.9667
seal,14,60,40,6,7,1,60,60,6,enc_dec,5,32.1368
seal,14,60,40,6,7,1,60,60,6,rot1,5,26.9614
seal,14,60,40,6,7,1,60,60,6,enc_dec,6,32.1254
seal,14,60,40,6,7,1,60,60,6,rot1,6,26.9652
seal,14,60,40,6,7,1,60,60,6,enc_dec,7,32.1132
seal,14,60,40,6,7,1,60,60,6,rot1,7,26.9301
seal,14,60,40,6,7,1,60,60,6,enc_dec,8,32.1379
seal,14,60,40,6,7,1,60,60,6,rot1,8,26.9537
seal,14,60,40,6,7,1,60,60,6,enc_dec,9,32.1193
seal,14,60,40,6,7,1,60,60,6,rot1,9,26.9535
seal,14,60,40,6,7,1,60,60,6,enc_dec,10,32.1113
seal,14,60,40,6,7,1,60,60,6,rot1,10,26.9599
seal,14,60,40,6,7,1,60,60,6,enc_dec,11,32.1120
seal,14,60,40,6,7,1,60,60,6,rot1,11,26.9341
seal,14,60,42,6,7,1,60,60,6,enc_dec,0,34.1223
seal,14,60,42,6,7,1,60,60,6,rot1,0,28.9181
seal,14,60,42,6,7,1,60,60,6,enc_dec,1,34.1071
seal,14,60,42,6,7,1,60,60,6,rot1,1,28.9531
seal,14,60,42,6,7,1,60,60,6,enc_dec,2,34.1189
seal,14,60,42,6,7,1,60,60,6,rot1,2,28.9237
seal,14,60,42,6,7,1,60,60,6,enc_dec,3,34.0953
seal,14,60,42,6,7,1,60,60,6,rot1,3,28.9292
seal,14,60,42,6,7,1,60,60,6,enc_dec,4,34.1232
seal,14,60,42,6,7,1,60,60,6,rot1,4,28.9295
seal,14,60,42,6,7,1,60,60,6,enc_dec,5,34.1157
seal,14,60,42,6,7,1,60,60,6,rot1,5,28.9592
seal,14,60,42,6,7,1,60,60,6,enc_dec,6,34.1399
seal,14,60,42,6,7,1,60,60,6,rot1,6,28.9022
seal,14,60,42,6,7,1,60,60,6,enc_dec,7,34.1258
seal,14,60,42,6,7,1,60,60,6,rot1,7,28.9496
seal,14,60,42,6,7,1,60,60,6,enc_dec,8,34.1254
seal,14,60,42,6,7,1,60,60,6,rot1,8,28.9564
seal,14,60,42,6,7,1,60,60,6,enc_dec,9,34.1335
seal,14,60,42,6,7,1,60,60,6,rot1,9,28.8499
seal,14,60,42,6,7,1,60,60,6,enc_dec,10,34.1133
seal,14,60,42,6,7,1,60,60,6,rot1,10,28.9643
seal,14,60,42,6,7,1,60,60,6,enc_dec,11,34.1119
seal,14,60,42,6,7,1,60,60,6,rot1,11,28.9564
seal,14,60,42,7,8,1,60,60,7,enc_dec,0,34.1159
seal,14,60,42,7,8,1,60,60,7,rot1,0,28.9501
seal,14,60,42,7,8,1,60,60,7,enc_dec,1,34.1110
seal,14,60,42,7,8,1,60,60,7,rot1,1,28.9003
seal,14,60,42,7,8,1,60,60,7,enc_dec,2,34.1208
seal,14,60,42,7,8,1,60,60,7,rot1,2,28.9431
seal,14,60,42,7,8,1,60,60,7,enc_dec,3,34.1017
seal,14,60,42,7,8,1,60,60,7,rot1,3,28.9704
seal,14,60,42,7,8,1,60,60,7,enc_dec,4,34.1347
seal,14,60,42,7,8,1,60,60,7,rot1,4,28.9563
seal,14,60,42,7,8,1,60,60,7,enc_dec,5,34.0993
seal,14,60,42,7,8,1,60,60,7,rot1,5,28.9295
seal,14,60,42,7,8,1,60,60,7,enc_dec,6,34.1007
seal,14,60,42,7,8,1,60,60,7,rot1,6,28.9390
seal,14,60,42,7,8,1,60,60,7,enc_dec,7,34.1062
seal,14,60,42,7,8,1,60,60,7,rot1,7,28.9468
seal,14,60,42,7,8,1,60,60,7,enc_dec,8,34.1282
