library,logN,q0,delta,depth,QCount,logQ,PCount,logP,dnum,maxDigitBits,logQP,bound,margin,ok,err,digits
seal,14,60,49,6,7,354,1,60,7,60,414,438,24,1,,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,50,6,7,360,1,60,7,60,420,438,18,1,,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,51,6,7,366,1,60,7,60,426,438,12,1,,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,52,6,7,372,1,60,7,60,432,438,6,1,,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,53,6,7,378,1,60,7,60,438,438,0,1,,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,54,6,7,384,1,60,7,60,444,438,-6,1,,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,55,6,7,390,1,60,7,60,450,438,-12,1,,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,40,7,8,340,1,60,8,60,400,438,38,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,41,7,8,347,1,60,8,60,407,438,31,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,42,7,8,354,1,60,8,60,414,438,24,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,43,7,8,361,1,60,8,60,421,438,17,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,44,7,8,368,1,60,8,60,428,438,10,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,45,7,8,375,1,60,8,60,435,438,3,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,46,7,8,382,1,60,8,60,442,438,-4,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,47,7,8,389,1,60,8,60,449,438,-11,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,48,7,8,396,1,60,8,60,456,438,-18,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,49,7,8,403,1,60,8,60,463,438,-25,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,50,7,8,410,1,60,8,60,470,438,-32,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,51,7,8,417,1,60,8,60,477,438,-39,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,52,7,8,424,1,60,8,60,484,438,-46,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,53,7,8,431,1,60,8,60,491,438,-53,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,54,7,8,438,1,60,8,60,498,438,-60,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,55,7,8,445,1,60,8,60,505,438,-67,1,,L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,40,8,9,380,1,60,9,60,440,438,-2,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,41,8,9,388,1,60,9,60,448,438,-10,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,42,8,9,396,1,60,9,60,456,438,-18,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,43,8,9,404,1,60,9,60,464,438,-26,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,44,8,9,412,1,60,9,60,472,438,-34,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,45,8,9,420,1,60,9,60,480,438,-42,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,46,8,9,428,1,60,9,60,488,438,-50,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,47,8,9,436,1,60,9,60,496,438,-58,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,48,8,9,444,1,60,9,60,504,438,-66,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,49,8,9,452,1,60,9,60,512,438,-74,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,50,8,9,460,1,60,9,60,520,438,-82,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,51,8,9,468,1,60,9,60,528,438,-90,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,52,8,9,476,1,60,9,60,536,438,-98,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,53,8,9,484,1,60,9,60,544,438,-106,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,54,8,9,492,1,60,9,60,552,438,-114,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,14,60,55,8,9,500,1,60,9,60,560,438,-122,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,45,8,9,420,1,60,9,60,480,881,401,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,46,8,9,428,1,60,9,60,488,881,393,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,47,8,9,436,1,60,9,60,496,881,385,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,48,8,9,444,1,60,9,60,504,881,377,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,49,8,9,452,1,60,9,60,512,881,369,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,50,8,9,460,1,60,9,60,520,881,361,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,51,8,9,468,1,60,9,60,528,881,353,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,52,8,9,476,1,60,9,60,536,881,345,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,53,8,9,484,1,60,9,60,544,881,337,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,54,8,9,492,1,60,9,60,552,881,329,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,55,8,9,500,1,60,9,60,560,881,321,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,56,8,9,508,1,60,9,60,568,881,313,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,57,8,9,516,1,60,9,60,576,881,305,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,58,8,9,524,1,60,9,60,584,881,297,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,59,8,9,532,1,60,9,60,592,881,289,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,60,8,9,540,1,60,9,60,600,881,281,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,61,8,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,62,8,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,63,8,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,64,8,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,65,8,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,66,8,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,67,8,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,68,8,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,69,8,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,70,8,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,45,9,10,465,1,60,10,60,525,881,356,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,46,9,10,474,1,60,10,60,534,881,347,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,47,9,10,483,1,60,10,60,543,881,338,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,48,9,10,492,1,60,10,60,552,881,329,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,49,9,10,501,1,60,10,60,561,881,320,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,50,9,10,510,1,60,10,60,570,881,311,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,51,9,10,519,1,60,10,60,579,881,302,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,52,9,10,528,1,60,10,60,588,881,293,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,53,9,10,537,1,60,10,60,597,881,284,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,54,9,10,546,1,60,10,60,606,881,275,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,55,9,10,555,1,60,10,60,615,881,266,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,56,9,10,564,1,60,10,60,624,881,257,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,57,9,10,573,1,60,10,60,633,881,248,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,58,9,10,582,1,60,10,60,642,881,239,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,59,9,10,591,1,60,10,60,651,881,230,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,60,9,10,600,1,60,10,60,660,881,221,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,61,9,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,62,9,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,63,9,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,64,9,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,65,9,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,66,9,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,67,9,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,68,9,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,69,9,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,70,9,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,45,10,11,510,1,60,11,60,570,881,311,1,,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,46,10,11,520,1,60,11,60,580,881,301,1,,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,47,10,11,530,1,60,11,60,590,881,291,1,,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,48,10,11,540,1,60,11,60,600,881,281,1,,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,49,10,11,550,1,60,11,60,610,881,271,1,,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,50,10,11,560,1,60,11,60,620,881,261,1,,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,51,10,11,570,1,60,11,60,630,881,251,1,,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,52,10,11,580,1,60,11,60,640,881,241,1,,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,53,10,11,590,1,60,11,60,650,881,231,1,,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,54,10,11,600,1,60,11,60,660,881,221,1,,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,55,10,11,610,1,60,11,60,670,881,211,1,,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,56,10,11,620,1,60,11,60,680,881,201,1,,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,57,10,11,630,1,60,11,60,690,881,191,1,,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,58,10,11,640,1,60,11,60,700,881,181,1,,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,59,10,11,650,1,60,11,60,710,881,171,1,,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,60,10,11,660,1,60,11,60,720,881,161,1,,L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,61,10,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,62,10,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,63,10,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,64,10,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,65,10,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,66,10,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,67,10,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,68,10,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,69,10,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,70,10,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,45,11,12,555,1,60,12,60,615,881,266,1,,L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,46,11,12,566,1,60,12,60,626,881,255,1,,L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,47,11,12,577,1,60,12,60,637,881,244,1,,L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,48,11,12,588,1,60,12,60,648,881,233,1,,L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,49,11,12,599,1,60,12,60,659,881,222,1,,L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,50,11,12,610,1,60,12,60,670,881,211,1,,L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,51,11,12,621,1,60,12,60,681,881,200,1,,L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,52,11,12,632,1,60,12,60,692,881,189,1,,L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,53,11,12,643,1,60,12,60,703,881,178,1,,L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,54,11,12,654,1,60,12,60,714,881,167,1,,L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,55,11,12,665,1,60,12,60,725,881,156,1,,L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,56,11,12,676,1,60,12,60,736,881,145,1,,L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,57,11,12,687,1,60,12,60,747,881,134,1,,L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,58,11,12,698,1,60,12,60,758,881,123,1,,L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,59,11,12,709,1,60,12,60,769,881,112,1,,L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,60,11,12,720,1,60,12,60,780,881,101,1,,L11=12;L10=11;L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
seal,15,60,61,11,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,62,11,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,63,11,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,64,11,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,65,11,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,66,11,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,67,11,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,68,11,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,69,11,,,,,,,,881,,0,bit_sizes is invalid,
seal,15,60,70,11,,,,,,,,881,,0,bit_sizes is invalid,
