library,exp,logN,q0,delta,depth,dnum,PCount,logP,maxDigitBits,level,path,rep,bits
lattigo,5,15,60,42,12,3,5,300,228,4,enc_dec,4,33.6509
lattigo,5,15,60,42,12,3,5,300,228,4,rot1,4,30.0624
lattigo,5,15,60,42,12,3,5,300,228,3,enc_dec,4,33.6402
lattigo,5,15,60,42,12,3,5,300,228,3,rot1,4,30.0799
lattigo,5,15,60,42,12,3,5,300,228,2,enc_dec,4,33.6381
lattigo,5,15,60,42,12,3,5,300,228,2,rot1,4,30.0653
lattigo,5,15,60,42,12,3,5,300,228,1,enc_dec,4,33.6294
lattigo,5,15,60,42,12,3,5,300,228,1,rot1,4,30.0662
lattigo,5,15,60,42,12,3,5,300,228,12,enc_dec,5,33.6360
lattigo,5,15,60,42,12,3,5,300,228,12,rot1,5,30.0870
lattigo,5,15,60,42,12,3,5,300,228,11,enc_dec,5,33.6334
lattigo,5,15,60,42,12,3,5,300,228,11,rot1,5,30.0572
lattigo,5,15,60,42,12,3,5,300,228,10,enc_dec,5,33.6376
lattigo,5,15,60,42,12,3,5,300,228,10,rot1,5,30.0932
lattigo,5,15,60,42,12,3,5,300,228,9,enc_dec,5,33.6353
lattigo,5,15,60,42,12,3,5,300,228,9,rot1,5,30.0743
lattigo,5,15,60,42,12,3,5,300,228,8,enc_dec,5,33.6438
lattigo,5,15,60,42,12,3,5,300,228,8,rot1,5,30.0848
lattigo,5,15,60,42,12,3,5,300,228,7,enc_dec,5,33.6147
lattigo,5,15,60,42,12,3,5,300,228,7,rot1,5,30.0734
lattigo,5,15,60,42,12,3,5,300,228,6,enc_dec,5,33.6384
lattigo,5,15,60,42,12,3,5,300,228,6,rot1,5,30.0712
lattigo,5,15,60,42,12,3,5,300,228,5,enc_dec,5,33.6638
lattigo,5,15,60,42,12,3,5,300,228,5,rot1,5,30.0832
lattigo,5,15,60,42,12,3,5,300,228,4,enc_dec,5,33.6141
lattigo,5,15,60,42,12,3,5,300,228,4,rot1,5,30.0695
lattigo,5,15,60,42,12,3,5,300,228,3,enc_dec,5,33.6428
lattigo,5,15,60,42,12,3,5,300,228,3,rot1,5,30.0753
lattigo,5,15,60,42,12,3,5,300,228,2,enc_dec,5,33.6205
lattigo,5,15,60,42,12,3,5,300,228,2,rot1,5,30.0757
lattigo,5,15,60,42,12,3,5,300,228,1,enc_dec,5,33.6173
lattigo,5,15,60,42,12,3,5,300,228,1,rot1,5,30.0690
lattigo,5,15,60,42,12,3,5,300,228,12,enc_dec,6,33.6292
lattigo,5,15,60,42,12,3,5,300,228,12,rot1,6,30.0631
lattigo,5,15,60,42,12,3,5,300,228,11,enc_dec,6,33.6334
lattigo,5,15,60,42,12,3,5,300,228,11,rot1,6,30.0769
lattigo,5,15,60,42,12,3,5,300,228,10,enc_dec,6,33.6197
lattigo,5,15,60,42,12,3,5,300,228,10,rot1,6,30.0690
lattigo,5,15,60,42,12,3,5,300,228,9,enc_dec,6,33.6210
lattigo,5,15,60,42,12,3,5,300,228,9,rot1,6,30.0780
lattigo,5,15,60,42,12,3,5,300,228,8,enc_dec,6,33.6338
lattigo,5,15,60,42,12,3,5,300,228,8,rot1,6,30.0613
lattigo,5,15,60,42,12,3,5,300,228,7,enc_dec,6,33.6319
lattigo,5,15,60,42,12,3,5,300,228,7,rot1,6,30.0855
lattigo,5,15,60,42,12,3,5,300,228,6,enc_dec,6,33.6314
lattigo,5,15,60,42,12,3,5,300,228,6,rot1,6,30.0692
lattigo,5,15,60,42,12,3,5,300,228,5,enc_dec,6,33.6388
lattigo,5,15,60,42,12,3,5,300,228,5,rot1,6,30.0482
lattigo,5,15,60,42,12,3,5,300,228,4,enc_dec,6,33.6154
lattigo,5,15,60,42,12,3,5,300,228,4,rot1,6,30.0672
lattigo,5,15,60,42,12,3,5,300,228,3,enc_dec,6,33.6428
lattigo,5,15,60,42,12,3,5,300,228,3,rot1,6,30.0871
lattigo,5,15,60,42,12,3,5,300,228,2,enc_dec,6,33.6223
lattigo,5,15,60,42,12,3,5,300,228,2,rot1,6,30.0689
lattigo,5,15,60,42,12,3,5,300,228,1,enc_dec,6,33.6180
lattigo,5,15,60,42,12,3,5,300,228,1,rot1,6,30.0745
lattigo,5,15,60,42,12,3,5,300,228,12,enc_dec,7,33.6318
lattigo,5,15,60,42,12,3,5,300,228,12,rot1,7,30.0766
lattigo,5,15,60,42,12,3,5,300,228,11,enc_dec,7,33.6370
lattigo,5,15,60,42,12,3,5,300,228,11,rot1,7,30.0768
lattigo,5,15,60,42,12,3,5,300,228,10,enc_dec,7,33.6238
lattigo,5,15,60,42,12,3,5,300,228,10,rot1,7,30.0747
lattigo,5,15,60,42,12,3,5,300,228,9,enc_dec,7,33.6286
lattigo,5,15,60,42,12,3,5,300,228,9,rot1,7,30.0659
lattigo,5,15,60,42,12,3,5,300,228,8,enc_dec,7,33.6243
lattigo,5,15,60,42,12,3,5,300,228,8,rot1,7,30.0551
lattigo,5,15,60,42,12,3,5,300,228,7,enc_dec,7,33.6262
lattigo,5,15,60,42,12,3,5,300,228,7,rot1,7,30.0774
lattigo,5,15,60,42,12,3,5,300,228,6,enc_dec,7,33.6218
lattigo,5,15,60,42,12,3,5,300,228,6,rot1,7,30.0730
lattigo,5,15,60,42,12,3,5,300,228,5,enc_dec,7,33.6267
lattigo,5,15,60,42,12,3,5,300,228,5,rot1,7,30.0759
lattigo,5,15,60,42,12,3,5,300,228,4,enc_dec,7,33.6347
lattigo,5,15,60,42,12,3,5,300,228,4,rot1,7,30.0748
lattigo,5,15,60,42,12,3,5,300,228,3,enc_dec,7,33.6356
lattigo,5,15,60,42,12,3,5,300,228,3,rot1,7,30.0752
lattigo,5,15,60,42,12,3,5,300,228,2,enc_dec,7,33.6268
lattigo,5,15,60,42,12,3,5,300,228,2,rot1,7,30.0918
lattigo,5,15,60,42,12,3,5,300,228,1,enc_dec,7,33.6329
lattigo,5,15,60,42,12,3,5,300,228,1,rot1,7,30.0663
lattigo,5,15,60,42,12,3,5,300,228,12,enc_dec,8,33.6427
lattigo,5,15,60,42,12,3,5,300,228,12,rot1,8,30.0718
lattigo,5,15,60,42,12,3,5,300,228,11,enc_dec,8,33.6267
lattigo,5,15,60,42,12,3,5,300,228,11,rot1,8,30.0743
lattigo,5,15,60,42,12,3,5,300,228,10,enc_dec,8,33.6244
lattigo,5,15,60,42,12,3,5,300,228,10,rot1,8,30.0697
lattigo,5,15,60,42,12,3,5,300,228,9,enc_dec,8,33.6253
lattigo,5,15,60,42,12,3,5,300,228,9,rot1,8,30.0680
lattigo,5,15,60,42,12,3,5,300,228,8,enc_dec,8,33.6299
lattigo,5,15,60,42,12,3,5,300,228,8,rot1,8,30.0711
lattigo,5,15,60,42,12,3,5,300,228,7,enc_dec,8,33.6488
lattigo,5,15,60,42,12,3,5,300,228,7,rot1,8,30.0820
lattigo,5,15,60,42,12,3,5,300,228,6,enc_dec,8,33.6239
lattigo,5,15,60,42,12,3,5,300,228,6,rot1,8,30.0525
lattigo,5,15,60,42,12,3,5,300,228,5,enc_dec,8,33.6307
lattigo,5,15,60,42,12,3,5,300,228,5,rot1,8,30.0673
lattigo,5,15,60,42,12,3,5,300,228,4,enc_dec,8,33.6283
lattigo,5,15,60,42,12,3,5,300,228,4,rot1,8,30.0628
lattigo,5,15,60,42,12,3,5,300,228,3,enc_dec,8,33.6333
lattigo,5,15,60,42,12,3,5,300,228,3,rot1,8,30.0775
lattigo,5,15,60,42,12,3,5,300,228,2,enc_dec,8,33.6256
lattigo,5,15,60,42,12,3,5,300,228,2,rot1,8,30.0739
lattigo,5,15,60,42,12,3,5,300,228,1,enc_dec,8,33.6155
lattigo,5,15,60,42,12,3,5,300,228,1,rot1,8,30.0754
lattigo,5,15,60,42,12,3,5,300,228,12,enc_dec,9,33.6279
lattigo,5,15,60,42,12,3,5,300,228,12,rot1,9,30.0947
lattigo,5,15,60,42,12,3,5,300,228,11,enc_dec,9,33.6448
lattigo,5,15,60,42,12,3,5,300,228,11,rot1,9,30.0817
lattigo,5,15,60,42,12,3,5,300,228,10,enc_dec,9,33.6298
lattigo,5,15,60,42,12,3,5,300,228,10,rot1,9,30.0772
lattigo,5,15,60,42,12,3,5,300,228,9,enc_dec,9,33.6163
lattigo,5,15,60,42,12,3,5,300,228,9,rot1,9,30.0750
lattigo,5,15,60,42,12,3,5,300,228,8,enc_dec,9,33.6358
lattigo,5,15,60,42,12,3,5,300,228,8,rot1,9,30.0832
lattigo,5,15,60,42,12,3,5,300,228,7,enc_dec,9,33.6228
lattigo,5,15,60,42,12,3,5,300,228,7,rot1,9,30.0778
lattigo,5,15,60,42,12,3,5,300,228,6,enc_dec,9,33.6280
lattigo,5,15,60,42,12,3,5,300,228,6,rot1,9,30.0860
lattigo,5,15,60,42,12,3,5,300,228,5,enc_dec,9,33.6248
lattigo,5,15,60,42,12,3,5,300,228,5,rot1,9,30.0786
lattigo,5,15,60,42,12,3,5,300,228,4,enc_dec,9,33.6240
lattigo,5,15,60,42,12,3,5,300,228,4,rot1,9,30.0838
lattigo,5,15,60,42,12,3,5,300,228,3,enc_dec,9,33.6238
lattigo,5,15,60,42,12,3,5,300,228,3,rot1,9,30.0657
lattigo,5,15,60,42,12,3,5,300,228,2,enc_dec,9,33.6301
lattigo,5,15,60,42,12,3,5,300,228,2,rot1,9,30.0729
lattigo,5,15,60,42,12,3,5,300,228,1,enc_dec,9,33.6347
lattigo,5,15,60,42,12,3,5,300,228,1,rot1,9,30.0764
lattigo,5,15,60,42,12,3,5,300,228,12,enc_dec,10,33.6550
lattigo,5,15,60,42,12,3,5,300,228,12,rot1,10,30.0758
lattigo,5,15,60,42,12,3,5,300,228,11,enc_dec,10,33.6393
lattigo,5,15,60,42,12,3,5,300,228,11,rot1,10,30.0790
lattigo,5,15,60,42,12,3,5,300,228,10,enc_dec,10,33.6211
lattigo,5,15,60,42,12,3,5,300,228,10,rot1,10,30.0777
lattigo,5,15,60,42,12,3,5,300,228,9,enc_dec,10,33.6340
lattigo,5,15,60,42,12,3,5,300,228,9,rot1,10,30.0603
lattigo,5,15,60,42,12,3,5,300,228,8,enc_dec,10,33.6341
lattigo,5,15,60,42,12,3,5,300,228,8,rot1,10,30.0862
lattigo,5,15,60,42,12,3,5,300,228,7,enc_dec,10,33.6492
lattigo,5,15,60,42,12,3,5,300,228,7,rot1,10,30.0843
lattigo,5,15,60,42,12,3,5,300,228,6,enc_dec,10,33.6382
lattigo,5,15,60,42,12,3,5,300,228,6,rot1,10,30.0690
lattigo,5,15,60,42,12,3,5,300,228,5,enc_dec,10,33.6315
lattigo,5,15,60,42,12,3,5,300,228,5,rot1,10,30.0718
lattigo,5,15,60,42,12,3,5,300,228,4,enc_dec,10,33.6314
lattigo,5,15,60,42,12,3,5,300,228,4,rot1,10,30.0837
lattigo,5,15,60,42,12,3,5,300,228,3,enc_dec,10,33.6256
lattigo,5,15,60,42,12,3,5,300,228,3,rot1,10,30.0786
lattigo,5,15,60,42,12,3,5,300,228,2,enc_dec,10,33.6300
lattigo,5,15,60,42,12,3,5,300,228,2,rot1,10,30.0803
lattigo,5,15,60,42,12,3,5,300,228,1,enc_dec,10,33.6299
lattigo,5,15,60,42,12,3,5,300,228,1,rot1,10,30.0746
lattigo,5,15,60,42,12,3,5,300,228,12,enc_dec,11,33.6407
lattigo,5,15,60,42,12,3,5,300,228,12,rot1,11,30.0891
lattigo,5,15,60,42,12,3,5,300,228,11,enc_dec,11,33.6516
lattigo,5,15,60,42,12,3,5,300,228,11,rot1,11,30.0932
lattigo,5,15,60,42,12,3,5,300,228,10,enc_dec,11,33.6245
lattigo,5,15,60,42,12,3,5,300,228,10,rot1,11,30.0853
lattigo,5,15,60,42,12,3,5,300,228,9,enc_dec,11,33.6250
lattigo,5,15,60,42,12,3,5,300,228,9,rot1,11,30.0726
lattigo,5,15,60,42,12,3,5,300,228,8,enc_dec,11,33.6534
lattigo,5,15,60,42,12,3,5,300,228,8,rot1,11,30.0922
lattigo,5,15,60,42,12,3,5,300,228,7,enc_dec,11,33.6276
lattigo,5,15,60,42,12,3,5,300,228,7,rot1,11,30.0852
lattigo,5,15,60,42,12,3,5,300,228,6,enc_dec,11,33.6311
lattigo,5,15,60,42,12,3,5,300,228,6,rot1,11,30.0796
lattigo,5,15,60,42,12,3,5,300,228,5,enc_dec,11,33.6381
lattigo,5,15,60,42,12,3,5,300,228,5,rot1,11,30.0889
lattigo,5,15,60,42,12,3,5,300,228,4,enc_dec,11,33.6342
lattigo,5,15,60,42,12,3,5,300,228,4,rot1,11,30.0807
lattigo,5,15,60,42,12,3,5,300,228,3,enc_dec,11,33.6411
lattigo,5,15,60,42,12,3,5,300,228,3,rot1,11,30.0763
lattigo,5,15,60,42,12,3,5,300,228,2,enc_dec,11,33.6379
lattigo,5,15,60,42,12,3,5,300,228,2,rot1,11,30.0921
lattigo,5,15,60,42,12,3,5,300,228,1,enc_dec,11,33.6248
lattigo,5,15,60,42,12,3,5,300,228,1,rot1,11,30.0995
