library,logN,numSlots,q0,delta,residual_L,boot_depth,levelBudget_c2s,levelBudget_s2c,evalmod_levels,K,QCount_boot,logQ_boot,PCount_boot,logP_boot,logQP_boot,QCount_residual,logQ_residual,logP_residual,logQP_residual,dnum,maxDigitBits,margin_1747,ok,fail_reason
openfhe,16,32768,40,33,16,16,1,1,14,512,33,1096,1,60,1156,17,568,60,628,33,40,591,1,
openfhe,16,32768,40,33,15,18,2,2,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1129 + 예측 logP 1140 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,17,16,1,1,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1129 + 예측 logP 1140 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,15,18,2,2,14,512,34,1129,10,600,1729,16,535,600,1135,2,569,18,1,
openfhe,16,32768,40,33,17,16,1,1,14,512,34,1129,10,600,1729,18,601,600,1201,2,569,18,1,
openfhe,16,32768,40,33,15,18,2,2,14,512,34,1129,7,420,1549,16,535,420,955,3,404,198,1,
openfhe,16,32768,40,33,17,16,1,1,14,512,34,1129,7,420,1549,18,601,420,1021,3,404,198,1,
openfhe,16,32768,40,33,15,18,2,2,14,512,34,1129,6,360,1489,16,535,360,895,4,305,258,1,
openfhe,16,32768,40,33,17,16,1,1,14,512,34,1129,6,360,1489,18,601,360,961,4,305,258,1,
openfhe,16,32768,40,33,15,18,2,2,14,512,34,1129,4,240,1369,16,535,240,775,5,239,378,1,
openfhe,16,32768,40,33,17,16,1,1,14,512,34,1129,4,240,1369,18,601,240,841,5,239,378,1,
openfhe,16,32768,40,33,15,18,2,2,14,512,34,1129,4,240,1369,16,535,240,775,6,206,378,1,
openfhe,16,32768,40,33,17,16,1,1,14,512,34,1129,4,240,1369,18,601,240,841,6,206,378,1,
openfhe,16,32768,40,33,15,18,2,2,14,512,34,1129,3,180,1309,16,535,180,715,7,173,438,1,
openfhe,16,32768,40,33,17,16,1,1,14,512,34,1129,3,180,1309,18,601,180,781,7,173,438,1,
openfhe,16,32768,40,33,15,18,2,2,14,512,34,1129,3,180,1309,16,535,180,715,9,140,438,1,
openfhe,16,32768,40,33,17,16,1,1,14,512,34,1129,3,180,1309,18,601,180,781,9,140,438,1,
openfhe,16,32768,40,33,15,18,2,2,14,512,34,1129,2,120,1249,16,535,120,655,12,107,498,1,
openfhe,16,32768,40,33,17,16,1,1,14,512,34,1129,2,120,1249,18,601,120,721,12,107,498,1,
openfhe,16,32768,40,33,15,18,2,2,14,512,34,1129,2,120,1249,16,535,120,655,17,74,498,1,
openfhe,16,32768,40,33,17,16,1,1,14,512,34,1129,2,120,1249,18,601,120,721,17,74,498,1,
openfhe,16,32768,40,33,15,18,2,2,14,512,34,1129,1,60,1189,16,535,60,595,34,40,558,1,
openfhe,16,32768,40,33,17,16,1,1,14,512,34,1129,1,60,1189,18,601,60,661,34,40,558,1,
openfhe,16,32768,40,33,16,18,2,2,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1162 + 예측 logP 1200 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,18,16,1,1,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1162 + 예측 logP 1200 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,16,18,2,2,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1162 + 예측 logP 660 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,18,16,1,1,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1162 + 예측 logP 660 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,16,18,2,2,14,512,35,1162,7,420,1582,17,568,420,988,3,403,165,1,
openfhe,16,32768,40,33,18,16,1,1,14,512,35,1162,7,420,1582,19,634,420,1054,3,403,165,1,
openfhe,16,32768,40,33,16,18,2,2,14,512,35,1162,6,360,1522,17,568,360,928,4,305,225,1,
openfhe,16,32768,40,33,18,16,1,1,14,512,35,1162,6,360,1522,19,634,360,994,4,305,225,1,
openfhe,16,32768,40,33,16,18,2,2,14,512,35,1162,4,240,1402,17,568,240,808,5,238,345,1,
openfhe,16,32768,40,33,18,16,1,1,14,512,35,1162,4,240,1402,19,634,240,874,5,238,345,1,
openfhe,16,32768,40,33,16,18,2,2,14,512,35,1162,4,240,1402,17,568,240,808,6,205,345,1,
openfhe,16,32768,40,33,18,16,1,1,14,512,35,1162,4,240,1402,19,634,240,874,6,205,345,1,
openfhe,16,32768,40,33,16,18,2,2,14,512,35,1162,3,180,1342,17,568,180,748,7,172,405,1,
openfhe,16,32768,40,33,18,16,1,1,14,512,35,1162,3,180,1342,19,634,180,814,7,172,405,1,
openfhe,16,32768,40,33,16,18,2,2,14,512,35,1162,3,180,1342,17,568,180,748,9,139,405,1,
openfhe,16,32768,40,33,18,16,1,1,14,512,35,1162,3,180,1342,19,634,180,814,9,139,405,1,
openfhe,16,32768,40,33,16,18,2,2,14,512,35,1162,2,120,1282,17,568,120,688,12,106,465,1,
openfhe,16,32768,40,33,18,16,1,1,14,512,35,1162,2,120,1282,19,634,120,754,12,106,465,1,
openfhe,16,32768,40,33,16,18,2,2,14,512,35,1162,2,120,1282,17,568,120,688,18,73,465,1,
openfhe,16,32768,40,33,18,16,1,1,14,512,35,1162,2,120,1282,19,634,120,754,18,73,465,1,
openfhe,16,32768,40,33,16,18,2,2,14,512,35,1162,1,60,1222,17,568,60,628,35,40,525,1,
openfhe,16,32768,40,33,18,16,1,1,14,512,35,1162,1,60,1222,19,634,60,694,35,40,525,1,
openfhe,16,32768,40,33,15,20,3,3,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1195 + 예측 logP 1200 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,17,18,2,2,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1195 + 예측 logP 1200 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,19,16,1,1,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1195 + 예측 logP 1200 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,15,20,3,3,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1195 + 예측 logP 660 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,17,18,2,2,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1195 + 예측 logP 660 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,19,16,1,1,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1195 + 예측 logP 660 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,15,20,3,3,14,512,36,1195,7,420,1615,16,535,420,955,3,404,132,1,
openfhe,16,32768,40,33,17,18,2,2,14,512,36,1195,7,420,1615,18,601,420,1021,3,404,132,1,
openfhe,16,32768,40,33,19,16,1,1,14,512,36,1195,7,420,1615,20,667,420,1087,3,404,132,1,
openfhe,16,32768,40,33,15,20,3,3,14,512,36,1195,6,360,1555,16,535,360,895,4,305,192,1,
openfhe,16,32768,40,33,17,18,2,2,14,512,36,1195,6,360,1555,18,601,360,961,4,305,192,1,
openfhe,16,32768,40,33,19,16,1,1,14,512,36,1195,6,360,1555,20,667,360,1027,4,305,192,1,
openfhe,16,32768,40,33,15,20,3,3,14,512,36,1195,5,300,1495,16,535,300,835,5,272,252,1,
openfhe,16,32768,40,33,17,18,2,2,14,512,36,1195,5,300,1495,18,601,300,901,5,272,252,1,
openfhe,16,32768,40,33,19,16,1,1,14,512,36,1195,5,300,1495,20,667,300,967,5,272,252,1,
openfhe,16,32768,40,33,15,20,3,3,14,512,36,1195,4,240,1435,16,535,240,775,6,206,312,1,
openfhe,16,32768,40,33,17,18,2,2,14,512,36,1195,4,240,1435,18,601,240,841,6,206,312,1,
openfhe,16,32768,40,33,19,16,1,1,14,512,36,1195,4,240,1435,20,667,240,907,6,206,312,1,
openfhe,16,32768,40,33,15,20,3,3,14,512,36,1195,3,180,1375,16,535,180,715,8,172,372,1,
openfhe,16,32768,40,33,17,18,2,2,14,512,36,1195,3,180,1375,18,601,180,781,8,172,372,1,
openfhe,16,32768,40,33,19,16,1,1,14,512,36,1195,3,180,1375,20,667,180,847,8,172,372,1,
openfhe,16,32768,40,33,15,20,3,3,14,512,36,1195,3,180,1375,16,535,180,715,9,140,372,1,
openfhe,16,32768,40,33,17,18,2,2,14,512,36,1195,3,180,1375,18,601,180,781,9,140,372,1,
openfhe,16,32768,40,33,19,16,1,1,14,512,36,1195,3,180,1375,20,667,180,847,9,140,372,1,
openfhe,16,32768,40,33,15,20,3,3,14,512,36,1195,2,120,1315,16,535,120,655,12,106,432,1,
openfhe,16,32768,40,33,17,18,2,2,14,512,36,1195,2,120,1315,18,601,120,721,12,106,432,1,
openfhe,16,32768,40,33,19,16,1,1,14,512,36,1195,2,120,1315,20,667,120,787,12,106,432,1,
openfhe,16,32768,40,33,15,20,3,3,14,512,36,1195,2,120,1315,16,535,120,655,18,74,432,1,
openfhe,16,32768,40,33,17,18,2,2,14,512,36,1195,2,120,1315,18,601,120,721,18,74,432,1,
openfhe,16,32768,40,33,19,16,1,1,14,512,36,1195,2,120,1315,20,667,120,787,18,74,432,1,
openfhe,16,32768,40,33,15,20,3,3,14,512,36,1195,1,60,1255,16,535,60,595,36,40,492,1,
openfhe,16,32768,40,33,17,18,2,2,14,512,36,1195,1,60,1255,18,601,60,661,36,40,492,1,
openfhe,16,32768,40,33,19,16,1,1,14,512,36,1195,1,60,1255,20,667,60,727,36,40,492,1,
openfhe,16,32768,40,33,15,21,3,4,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1228 + 예측 logP 1260 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,15,21,4,3,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1228 + 예측 logP 1260 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,16,20,3,3,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1228 + 예측 logP 1260 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,18,18,2,2,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1228 + 예측 logP 1260 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,20,16,1,1,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1228 + 예측 logP 1260 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,15,21,3,4,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1228 + 예측 logP 660 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,15,21,4,3,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1228 + 예측 logP 660 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,16,20,3,3,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1228 + 예측 logP 660 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,18,18,2,2,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1228 + 예측 logP 660 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,20,16,1,1,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1228 + 예측 logP 660 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,15,21,3,4,14,512,37,1228,8,480,1708,16,535,480,1015,3,437,39,1,
openfhe,16,32768,40,33,15,21,4,3,14,512,37,1228,8,480,1708,16,535,480,1015,3,437,39,1,
openfhe,16,32768,40,33,16,20,3,3,14,512,37,1228,8,480,1708,17,568,480,1048,3,437,39,1,
openfhe,16,32768,40,33,18,18,2,2,14,512,37,1228,8,480,1708,19,634,480,1114,3,437,39,1,
openfhe,16,32768,40,33,20,16,1,1,14,512,37,1228,8,480,1708,21,700,480,1180,3,437,39,1,
openfhe,16,32768,40,33,15,21,3,4,14,512,37,1228,6,360,1588,16,535,360,895,4,337,159,1,
openfhe,16,32768,40,33,15,21,4,3,14,512,37,1228,6,360,1588,16,535,360,895,4,337,159,1,
openfhe,16,32768,40,33,16,20,3,3,14,512,37,1228,6,360,1588,17,568,360,928,4,337,159,1,
openfhe,16,32768,40,33,18,18,2,2,14,512,37,1228,6,360,1588,19,634,360,994,4,337,159,1,
openfhe,16,32768,40,33,20,16,1,1,14,512,37,1228,6,360,1588,21,700,360,1060,4,337,159,1,
openfhe,16,32768,40,33,15,21,3,4,14,512,37,1228,5,300,1528,16,535,300,835,5,271,219,1,
openfhe,16,32768,40,33,15,21,4,3,14,512,37,1228,5,300,1528,16,535,300,835,5,271,219,1,
openfhe,16,32768,40,33,16,20,3,3,14,512,37,1228,5,300,1528,17,568,300,868,5,271,219,1,
openfhe,16,32768,40,33,18,18,2,2,14,512,37,1228,5,300,1528,19,634,300,934,5,271,219,1,
openfhe,16,32768,40,33,20,16,1,1,14,512,37,1228,5,300,1528,21,700,300,1000,5,271,219,1,
openfhe,16,32768,40,33,15,21,3,4,14,512,37,1228,4,240,1468,16,535,240,775,6,238,279,1,
openfhe,16,32768,40,33,15,21,4,3,14,512,37,1228,4,240,1468,16,535,240,775,6,238,279,1,
openfhe,16,32768,40,33,16,20,3,3,14,512,37,1228,4,240,1468,17,568,240,808,6,238,279,1,
openfhe,16,32768,40,33,18,18,2,2,14,512,37,1228,4,240,1468,19,634,240,874,6,238,279,1,
openfhe,16,32768,40,33,20,16,1,1,14,512,37,1228,4,240,1468,21,700,240,940,6,238,279,1,
openfhe,16,32768,40,33,15,21,3,4,14,512,37,1228,4,240,1468,16,535,240,775,7,205,279,1,
openfhe,16,32768,40,33,15,21,4,3,14,512,37,1228,4,240,1468,16,535,240,775,7,205,279,1,
openfhe,16,32768,40,33,16,20,3,3,14,512,37,1228,4,240,1468,17,568,240,808,7,205,279,1,
openfhe,16,32768,40,33,18,18,2,2,14,512,37,1228,4,240,1468,19,634,240,874,7,205,279,1,
openfhe,16,32768,40,33,20,16,1,1,14,512,37,1228,4,240,1468,21,700,240,940,7,205,279,1,
openfhe,16,32768,40,33,15,21,3,4,14,512,37,1228,3,180,1408,16,535,180,715,8,172,339,1,
openfhe,16,32768,40,33,15,21,4,3,14,512,37,1228,3,180,1408,16,535,180,715,8,172,339,1,
openfhe,16,32768,40,33,16,20,3,3,14,512,37,1228,3,180,1408,17,568,180,748,8,172,339,1,
openfhe,16,32768,40,33,18,18,2,2,14,512,37,1228,3,180,1408,19,634,180,814,8,172,339,1,
openfhe,16,32768,40,33,20,16,1,1,14,512,37,1228,3,180,1408,21,700,180,880,8,172,339,1,
openfhe,16,32768,40,33,15,21,3,4,14,512,37,1228,3,180,1408,16,535,180,715,10,139,339,1,
openfhe,16,32768,40,33,15,21,4,3,14,512,37,1228,3,180,1408,16,535,180,715,10,139,339,1,
openfhe,16,32768,40,33,16,20,3,3,14,512,37,1228,3,180,1408,17,568,180,748,10,139,339,1,
openfhe,16,32768,40,33,18,18,2,2,14,512,37,1228,3,180,1408,19,634,180,814,10,139,339,1,
openfhe,16,32768,40,33,20,16,1,1,14,512,37,1228,3,180,1408,21,700,180,880,10,139,339,1,
openfhe,16,32768,40,33,15,21,3,4,14,512,37,1228,2,120,1348,16,535,120,655,13,106,399,1,
openfhe,16,32768,40,33,15,21,4,3,14,512,37,1228,2,120,1348,16,535,120,655,13,106,399,1,
openfhe,16,32768,40,33,16,20,3,3,14,512,37,1228,2,120,1348,17,568,120,688,13,106,399,1,
openfhe,16,32768,40,33,18,18,2,2,14,512,37,1228,2,120,1348,19,634,120,754,13,106,399,1,
openfhe,16,32768,40,33,20,16,1,1,14,512,37,1228,2,120,1348,21,700,120,820,13,106,399,1,
openfhe,16,32768,40,33,15,21,3,4,14,512,37,1228,2,120,1348,16,535,120,655,19,73,399,1,
openfhe,16,32768,40,33,15,21,4,3,14,512,37,1228,2,120,1348,16,535,120,655,19,73,399,1,
openfhe,16,32768,40,33,16,20,3,3,14,512,37,1228,2,120,1348,17,568,120,688,19,73,399,1,
openfhe,16,32768,40,33,18,18,2,2,14,512,37,1228,2,120,1348,19,634,120,754,19,73,399,1,
openfhe,16,32768,40,33,20,16,1,1,14,512,37,1228,2,120,1348,21,700,120,820,19,73,399,1,
openfhe,16,32768,40,33,15,21,3,4,14,512,37,1228,1,60,1288,16,535,60,595,37,40,459,1,
openfhe,16,32768,40,33,15,21,4,3,14,512,37,1228,1,60,1288,16,535,60,595,37,40,459,1,
openfhe,16,32768,40,33,16,20,3,3,14,512,37,1228,1,60,1288,17,568,60,628,37,40,459,1,
openfhe,16,32768,40,33,18,18,2,2,14,512,37,1228,1,60,1288,19,634,60,694,37,40,459,1,
openfhe,16,32768,40,33,20,16,1,1,14,512,37,1228,1,60,1288,21,700,60,760,37,40,459,1,
openfhe,16,32768,40,33,15,22,4,4,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1261 + 예측 logP 1320 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,16,21,3,4,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1261 + 예측 logP 1320 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,16,21,4,3,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1261 + 예측 logP 1320 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,17,20,3,3,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1261 + 예측 logP 1320 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,19,18,2,2,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1261 + 예측 logP 1320 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,15,22,4,4,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1261 + 예측 logP 660 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,16,21,3,4,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1261 + 예측 logP 660 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,16,21,4,3,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1261 + 예측 logP 660 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,17,20,3,3,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1261 + 예측 logP 660 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,19,18,2,2,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1261 + 예측 logP 660 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,15,22,4,4,14,512,38,1261,8,480,1741,16,535,480,1015,3,437,6,1,
openfhe,16,32768,40,33,16,21,3,4,14,512,38,1261,8,480,1741,17,568,480,1048,3,437,6,1,
openfhe,16,32768,40,33,16,21,4,3,14,512,38,1261,8,480,1741,17,568,480,1048,3,437,6,1,
openfhe,16,32768,40,33,17,20,3,3,14,512,38,1261,8,480,1741,18,601,480,1081,3,437,6,1,
openfhe,16,32768,40,33,19,18,2,2,14,512,38,1261,8,480,1741,20,667,480,1147,3,437,6,1,
openfhe,16,32768,40,33,15,22,4,4,14,512,38,1261,6,360,1621,16,535,360,895,4,338,126,1,
openfhe,16,32768,40,33,16,21,3,4,14,512,38,1261,6,360,1621,17,568,360,928,4,338,126,1,
openfhe,16,32768,40,33,16,21,4,3,14,512,38,1261,6,360,1621,17,568,360,928,4,338,126,1,
openfhe,16,32768,40,33,17,20,3,3,14,512,38,1261,6,360,1621,18,601,360,961,4,338,126,1,
openfhe,16,32768,40,33,19,18,2,2,14,512,38,1261,6,360,1621,20,667,360,1027,4,338,126,1,
openfhe,16,32768,40,33,15,22,4,4,14,512,38,1261,5,300,1561,16,535,300,835,5,272,186,1,
openfhe,16,32768,40,33,16,21,3,4,14,512,38,1261,5,300,1561,17,568,300,868,5,272,186,1,
openfhe,16,32768,40,33,16,21,4,3,14,512,38,1261,5,300,1561,17,568,300,868,5,272,186,1,
openfhe,16,32768,40,33,17,20,3,3,14,512,38,1261,5,300,1561,18,601,300,901,5,272,186,1,
openfhe,16,32768,40,33,19,18,2,2,14,512,38,1261,5,300,1561,20,667,300,967,5,272,186,1,
openfhe,16,32768,40,33,15,22,4,4,14,512,38,1261,4,240,1501,16,535,240,775,6,239,246,1,
openfhe,16,32768,40,33,16,21,3,4,14,512,38,1261,4,240,1501,17,568,240,808,6,239,246,1,
openfhe,16,32768,40,33,16,21,4,3,14,512,38,1261,4,240,1501,17,568,240,808,6,239,246,1,
openfhe,16,32768,40,33,17,20,3,3,14,512,38,1261,4,240,1501,18,601,240,841,6,239,246,1,
openfhe,16,32768,40,33,19,18,2,2,14,512,38,1261,4,240,1501,20,667,240,907,6,239,246,1,
openfhe,16,32768,40,33,15,22,4,4,14,512,38,1261,4,240,1501,16,535,240,775,7,206,246,1,
openfhe,16,32768,40,33,16,21,3,4,14,512,38,1261,4,240,1501,17,568,240,808,7,206,246,1,
openfhe,16,32768,40,33,16,21,4,3,14,512,38,1261,4,240,1501,17,568,240,808,7,206,246,1,
openfhe,16,32768,40,33,17,20,3,3,14,512,38,1261,4,240,1501,18,601,240,841,7,206,246,1,
openfhe,16,32768,40,33,19,18,2,2,14,512,38,1261,4,240,1501,20,667,240,907,7,206,246,1,
openfhe,16,32768,40,33,15,22,4,4,14,512,38,1261,3,180,1441,16,535,180,715,8,172,306,1,
openfhe,16,32768,40,33,16,21,3,4,14,512,38,1261,3,180,1441,17,568,180,748,8,172,306,1,
openfhe,16,32768,40,33,16,21,4,3,14,512,38,1261,3,180,1441,17,568,180,748,8,172,306,1,
openfhe,16,32768,40,33,17,20,3,3,14,512,38,1261,3,180,1441,18,601,180,781,8,172,306,1,
openfhe,16,32768,40,33,19,18,2,2,14,512,38,1261,3,180,1441,20,667,180,847,8,172,306,1,
openfhe,16,32768,40,33,15,22,4,4,14,512,38,1261,3,180,1441,16,535,180,715,10,140,306,1,
openfhe,16,32768,40,33,16,21,3,4,14,512,38,1261,3,180,1441,17,568,180,748,10,140,306,1,
openfhe,16,32768,40,33,16,21,4,3,14,512,38,1261,3,180,1441,17,568,180,748,10,140,306,1,
openfhe,16,32768,40,33,17,20,3,3,14,512,38,1261,3,180,1441,18,601,180,781,10,140,306,1,
openfhe,16,32768,40,33,19,18,2,2,14,512,38,1261,3,180,1441,20,667,180,847,10,140,306,1,
openfhe,16,32768,40,33,15,22,4,4,14,512,38,1261,2,120,1381,16,535,120,655,13,107,366,1,
openfhe,16,32768,40,33,16,21,3,4,14,512,38,1261,2,120,1381,17,568,120,688,13,107,366,1,
openfhe,16,32768,40,33,16,21,4,3,14,512,38,1261,2,120,1381,17,568,120,688,13,107,366,1,
openfhe,16,32768,40,33,17,20,3,3,14,512,38,1261,2,120,1381,18,601,120,721,13,107,366,1,
openfhe,16,32768,40,33,19,18,2,2,14,512,38,1261,2,120,1381,20,667,120,787,13,107,366,1,
openfhe,16,32768,40,33,15,22,4,4,14,512,38,1261,2,120,1381,16,535,120,655,19,74,366,1,
openfhe,16,32768,40,33,16,21,3,4,14,512,38,1261,2,120,1381,17,568,120,688,19,74,366,1,
openfhe,16,32768,40,33,16,21,4,3,14,512,38,1261,2,120,1381,17,568,120,688,19,74,366,1,
openfhe,16,32768,40,33,17,20,3,3,14,512,38,1261,2,120,1381,18,601,120,721,19,74,366,1,
openfhe,16,32768,40,33,19,18,2,2,14,512,38,1261,2,120,1381,20,667,120,787,19,74,366,1,
openfhe,16,32768,40,33,15,22,4,4,14,512,38,1261,1,60,1321,16,535,60,595,38,40,426,1,
openfhe,16,32768,40,33,16,21,3,4,14,512,38,1261,1,60,1321,17,568,60,628,38,40,426,1,
openfhe,16,32768,40,33,16,21,4,3,14,512,38,1261,1,60,1321,17,568,60,628,38,40,426,1,
openfhe,16,32768,40,33,17,20,3,3,14,512,38,1261,1,60,1321,18,601,60,661,38,40,426,1,
openfhe,16,32768,40,33,19,18,2,2,14,512,38,1261,1,60,1321,20,667,60,727,38,40,426,1,
openfhe,16,32768,40,33,16,22,4,4,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1294 + 예측 logP 1320 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,40,33,17,21,3,4,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1294 + 예측 logP 1320 > 1747+60 → 컨텍스트 미생성
