library,logN,numSlots,q0,delta,residual_L,boot_depth,levelBudget_c2s,levelBudget_s2c,evalmod_levels,evalmod_scale,K,QCount_boot,logQ_boot,PCount_boot,logP_boot,logQP_boot,QCount_residual,logQ_residual,logP_residual,logQP_residual,dnum,maxDigitBits,margin_1747,ok,fail_reason
lattigo,16,32768,40,33,3,19.0,2,4,13.0,55,512,23.0,1122.0,4,244.0,1366.0,4.0,139.0,244.0,383.0,6.0,220.0,381.0,1,
lattigo,16,32768,40,33,3,19.0,2,4,13.0,55,512,23.0,1122.0,5,305.0,1427.0,4.0,139.0,244.0,383.0,5.0,275.0,320.0,1,
lattigo,16,32768,40,33,3,19.0,2,4,13.0,55,512,23.0,1122.0,6,366.0,1488.0,4.0,139.0,244.0,383.0,4.0,330.0,259.0,1,
lattigo,16,32768,40,33,3,19.0,2,4,13.0,55,512,23.0,1122.0,7,427.0,1549.0,4.0,139.0,244.0,383.0,4.0,385.0,198.0,1,
lattigo,16,32768,40,33,3,19.0,2,4,13.0,55,512,23.0,1122.0,8,488.0,1610.0,4.0,139.0,244.0,383.0,3.0,440.0,137.0,1,
lattigo,16,32768,40,33,3,19.0,2,4,13.0,60,512,23.0,1187.0,1,61.0,1248.0,4.0,139.0,244.0,383.0,23.0,60.0,499.0,1,
lattigo,16,32768,40,33,3,19.0,2,4,13.0,60,512,23.0,1187.0,2,122.0,1309.0,4.0,139.0,244.0,383.0,12.0,120.0,438.0,1,
lattigo,16,32768,40,33,3,19.0,2,4,13.0,60,512,23.0,1187.0,3,183.0,1370.0,4.0,139.0,244.0,383.0,8.0,180.0,377.0,1,
lattigo,16,32768,40,33,3,19.0,2,4,13.0,60,512,23.0,1187.0,4,244.0,1431.0,4.0,139.0,244.0,383.0,6.0,240.0,316.0,1,
lattigo,16,32768,40,33,3,19.0,2,4,13.0,60,512,23.0,1187.0,5,305.0,1492.0,4.0,139.0,244.0,383.0,5.0,300.0,255.0,1,
lattigo,16,32768,40,33,3,19.0,2,4,13.0,60,512,23.0,1187.0,6,366.0,1553.0,4.0,139.0,244.0,383.0,4.0,360.0,194.0,1,
lattigo,16,32768,40,33,3,19.0,2,4,13.0,60,512,23.0,1187.0,7,427.0,1614.0,4.0,139.0,244.0,383.0,4.0,420.0,133.0,1,
lattigo,16,32768,40,33,3,19.0,2,4,13.0,60,512,23.0,1187.0,8,488.0,1675.0,4.0,139.0,244.0,383.0,3.0,480.0,72.0,1,
lattigo,16,32768,40,33,3,18.0,3,2,13.0,50,512,22.0,1035.0,1,61.0,1096.0,4.0,139.0,244.0,383.0,22.0,56.0,651.0,1,
lattigo,16,32768,40,33,3,18.0,3,2,13.0,50,512,22.0,1035.0,2,122.0,1157.0,4.0,139.0,244.0,383.0,11.0,112.0,590.0,1,
lattigo,16,32768,40,33,3,18.0,3,2,13.0,50,512,22.0,1035.0,3,183.0,1218.0,4.0,139.0,244.0,383.0,8.0,162.0,529.0,1,
lattigo,16,32768,40,33,3,18.0,3,2,13.0,50,512,22.0,1035.0,4,244.0,1279.0,4.0,139.0,244.0,383.0,6.0,206.0,468.0,1,
lattigo,16,32768,40,33,3,18.0,3,2,13.0,50,512,22.0,1035.0,5,305.0,1340.0,4.0,139.0,244.0,383.0,5.0,256.0,407.0,1,
lattigo,16,32768,40,33,3,18.0,3,2,13.0,50,512,22.0,1035.0,6,366.0,1401.0,4.0,139.0,244.0,383.0,4.0,300.0,346.0,1,
lattigo,16,32768,40,33,3,18.0,3,2,13.0,50,512,22.0,1035.0,7,427.0,1462.0,4.0,139.0,244.0,383.0,4.0,362.0,285.0,1,
lattigo,16,32768,40,33,3,18.0,3,2,13.0,50,512,22.0,1035.0,8,488.0,1523.0,4.0,139.0,244.0,383.0,3.0,400.0,224.0,1,
lattigo,16,32768,40,33,3,18.0,3,2,13.0,55,512,22.0,1100.0,1,61.0,1161.0,4.0,139.0,244.0,383.0,22.0,56.0,586.0,1,
lattigo,16,32768,40,33,3,18.0,3,2,13.0,55,512,22.0,1100.0,2,122.0,1222.0,4.0,139.0,244.0,383.0,11.0,112.0,525.0,1,
lattigo,16,32768,40,33,3,18.0,3,2,13.0,55,512,22.0,1100.0,3,183.0,1283.0,4.0,139.0,244.0,383.0,8.0,167.0,464.0,1,
lattigo,16,32768,40,33,3,18.0,3,2,13.0,55,512,22.0,1100.0,4,244.0,1344.0,4.0,139.0,244.0,383.0,6.0,221.0,403.0,1,
lattigo,16,32768,40,33,3,18.0,3,2,13.0,55,512,22.0,1100.0,5,305.0,1405.0,4.0,139.0,244.0,383.0,5.0,276.0,342.0,1,
lattigo,16,32768,40,33,3,18.0,3,2,13.0,55,512,22.0,1100.0,6,366.0,1466.0,4.0,139.0,244.0,383.0,4.0,330.0,281.0,1,
lattigo,16,32768,40,33,3,18.0,3,2,13.0,55,512,22.0,1100.0,7,427.0,1527.0,4.0,139.0,244.0,383.0,4.0,387.0,220.0,1,
lattigo,16,32768,40,33,3,18.0,3,2,13.0,55,512,22.0,1100.0,8,488.0,1588.0,4.0,139.0,244.0,383.0,3.0,440.0,159.0,1,
lattigo,16,32768,40,33,3,18.0,3,2,13.0,60,512,22.0,1165.0,1,61.0,1226.0,4.0,139.0,244.0,383.0,22.0,60.0,521.0,1,
lattigo,16,32768,40,33,3,18.0,3,2,13.0,60,512,22.0,1165.0,2,122.0,1287.0,4.0,139.0,244.0,383.0,11.0,120.0,460.0,1,
lattigo,16,32768,40,33,3,18.0,3,2,13.0,60,512,22.0,1165.0,3,183.0,1348.0,4.0,139.0,244.0,383.0,8.0,180.0,399.0,1,
lattigo,16,32768,40,33,3,18.0,3,2,13.0,60,512,22.0,1165.0,4,244.0,1409.0,4.0,139.0,244.0,383.0,6.0,240.0,338.0,1,
lattigo,16,32768,40,33,3,18.0,3,2,13.0,60,512,22.0,1165.0,5,305.0,1470.0,4.0,139.0,244.0,383.0,5.0,300.0,277.0,1,
lattigo,16,32768,40,33,3,18.0,3,2,13.0,60,512,22.0,1165.0,6,366.0,1531.0,4.0,139.0,244.0,383.0,4.0,360.0,216.0,1,
lattigo,16,32768,40,33,3,18.0,3,2,13.0,60,512,22.0,1165.0,7,427.0,1592.0,4.0,139.0,244.0,383.0,4.0,420.0,155.0,1,
lattigo,16,32768,40,33,3,18.0,3,2,13.0,60,512,22.0,1165.0,8,488.0,1653.0,4.0,139.0,244.0,383.0,3.0,480.0,94.0,1,
lattigo,16,32768,40,33,3,19.0,3,3,13.0,50,512,23.0,1074.0,1,61.0,1135.0,4.0,139.0,244.0,383.0,23.0,56.0,612.0,1,
lattigo,16,32768,40,33,3,19.0,3,3,13.0,50,512,23.0,1074.0,2,122.0,1196.0,4.0,139.0,244.0,383.0,12.0,112.0,551.0,1,
lattigo,16,32768,40,33,3,19.0,3,3,13.0,50,512,23.0,1074.0,3,183.0,1257.0,4.0,139.0,244.0,383.0,8.0,156.0,490.0,1,
lattigo,16,32768,40,33,3,19.0,3,3,13.0,50,512,23.0,1074.0,4,244.0,1318.0,4.0,139.0,244.0,383.0,6.0,200.0,429.0,1,
lattigo,16,32768,40,33,3,19.0,3,3,13.0,50,512,23.0,1074.0,5,305.0,1379.0,4.0,139.0,244.0,383.0,5.0,250.0,368.0,1,
lattigo,16,32768,40,33,3,19.0,3,3,13.0,50,512,23.0,1074.0,6,366.0,1440.0,4.0,139.0,244.0,383.0,4.0,300.0,307.0,1,
lattigo,16,32768,40,33,3,19.0,3,3,13.0,50,512,23.0,1074.0,7,427.0,1501.0,4.0,139.0,244.0,383.0,4.0,356.0,246.0,1,
lattigo,16,32768,40,33,3,19.0,3,3,13.0,50,512,23.0,1074.0,8,488.0,1562.0,4.0,139.0,244.0,383.0,3.0,400.0,185.0,1,
lattigo,16,32768,40,33,3,19.0,3,3,13.0,55,512,23.0,1139.0,1,61.0,1200.0,4.0,139.0,244.0,383.0,23.0,56.0,547.0,1,
lattigo,16,32768,40,33,3,19.0,3,3,13.0,55,512,23.0,1139.0,2,122.0,1261.0,4.0,139.0,244.0,383.0,12.0,112.0,486.0,1,
lattigo,16,32768,40,33,3,19.0,3,3,13.0,55,512,23.0,1139.0,3,183.0,1322.0,4.0,139.0,244.0,383.0,8.0,166.0,425.0,1,
lattigo,16,32768,40,33,3,19.0,3,3,13.0,55,512,23.0,1139.0,4,244.0,1383.0,4.0,139.0,244.0,383.0,6.0,220.0,364.0,1,
lattigo,16,32768,40,33,3,19.0,3,3,13.0,55,512,23.0,1139.0,5,305.0,1444.0,4.0,139.0,244.0,383.0,5.0,275.0,303.0,1,
lattigo,16,32768,40,33,3,19.0,3,3,13.0,55,512,23.0,1139.0,6,366.0,1505.0,4.0,139.0,244.0,383.0,4.0,330.0,242.0,1,
lattigo,16,32768,40,33,3,19.0,3,3,13.0,55,512,23.0,1139.0,7,427.0,1566.0,4.0,139.0,244.0,383.0,4.0,386.0,181.0,1,
lattigo,16,32768,40,33,3,19.0,3,3,13.0,55,512,23.0,1139.0,8,488.0,1627.0,4.0,139.0,244.0,383.0,3.0,440.0,120.0,1,
lattigo,16,32768,40,33,3,19.0,3,3,13.0,60,512,23.0,1204.0,1,61.0,1265.0,4.0,139.0,244.0,383.0,23.0,60.0,482.0,1,
lattigo,16,32768,40,33,3,19.0,3,3,13.0,60,512,23.0,1204.0,2,122.0,1326.0,4.0,139.0,244.0,383.0,12.0,120.0,421.0,1,
lattigo,16,32768,40,33,3,19.0,3,3,13.0,60,512,23.0,1204.0,3,183.0,1387.0,4.0,139.0,244.0,383.0,8.0,180.0,360.0,1,
lattigo,16,32768,40,33,3,19.0,3,3,13.0,60,512,23.0,1204.0,4,244.0,1448.0,4.0,139.0,244.0,383.0,6.0,240.0,299.0,1,
lattigo,16,32768,40,33,3,19.0,3,3,13.0,60,512,23.0,1204.0,5,305.0,1509.0,4.0,139.0,244.0,383.0,5.0,300.0,238.0,1,
lattigo,16,32768,40,33,3,19.0,3,3,13.0,60,512,23.0,1204.0,6,366.0,1570.0,4.0,139.0,244.0,383.0,4.0,360.0,177.0,1,
lattigo,16,32768,40,33,3,19.0,3,3,13.0,60,512,23.0,1204.0,7,427.0,1631.0,4.0,139.0,244.0,383.0,4.0,420.0,116.0,1,
lattigo,16,32768,40,33,3,19.0,3,3,13.0,60,512,23.0,1204.0,8,488.0,1692.0,4.0,139.0,244.0,383.0,3.0,480.0,55.0,1,
lattigo,16,32768,40,33,3,20.0,3,4,13.0,50,512,24.0,1113.0,1,61.0,1174.0,4.0,139.0,244.0,383.0,24.0,56.0,573.0,1,
lattigo,16,32768,40,33,3,20.0,3,4,13.0,50,512,24.0,1113.0,2,122.0,1235.0,4.0,139.0,244.0,383.0,12.0,112.0,512.0,1,
lattigo,16,32768,40,33,3,20.0,3,4,13.0,50,512,24.0,1113.0,3,183.0,1296.0,4.0,139.0,244.0,383.0,8.0,168.0,451.0,1,
lattigo,16,32768,40,33,3,20.0,3,4,13.0,50,512,24.0,1113.0,4,244.0,1357.0,4.0,139.0,244.0,383.0,6.0,218.0,390.0,1,
lattigo,16,32768,40,33,3,20.0,3,4,13.0,50,512,24.0,1113.0,5,305.0,1418.0,4.0,139.0,244.0,383.0,5.0,250.0,329.0,1,
lattigo,16,32768,40,33,3,20.0,3,4,13.0,50,512,24.0,1113.0,6,366.0,1479.0,4.0,139.0,244.0,383.0,4.0,318.0,268.0,1,
lattigo,16,32768,40,33,3,20.0,3,4,13.0,50,512,24.0,1113.0,7,427.0,1540.0,4.0,139.0,244.0,383.0,4.0,350.0,207.0,1,
lattigo,16,32768,40,33,3,20.0,3,4,13.0,50,512,24.0,1113.0,8,488.0,1601.0,4.0,139.0,244.0,383.0,3.0,418.0,146.0,1,
lattigo,16,32768,40,33,3,20.0,3,4,13.0,55,512,24.0,1178.0,1,61.0,1239.0,4.0,139.0,244.0,383.0,24.0,56.0,508.0,1,
lattigo,16,32768,40,33,3,20.0,3,4,13.0,55,512,24.0,1178.0,2,122.0,1300.0,4.0,139.0,244.0,383.0,12.0,112.0,447.0,1,
lattigo,16,32768,40,33,3,20.0,3,4,13.0,55,512,24.0,1178.0,3,183.0,1361.0,4.0,139.0,244.0,383.0,8.0,168.0,386.0,1,
lattigo,16,32768,40,33,3,20.0,3,4,13.0,55,512,24.0,1178.0,4,244.0,1422.0,4.0,139.0,244.0,383.0,6.0,223.0,325.0,1,
lattigo,16,32768,40,33,3,20.0,3,4,13.0,55,512,24.0,1178.0,5,305.0,1483.0,4.0,139.0,244.0,383.0,5.0,275.0,264.0,1,
lattigo,16,32768,40,33,3,20.0,3,4,13.0,55,512,24.0,1178.0,6,366.0,1544.0,4.0,139.0,244.0,383.0,4.0,333.0,203.0,1,
lattigo,16,32768,40,33,3,20.0,3,4,13.0,55,512,24.0,1178.0,7,427.0,1605.0,4.0,139.0,244.0,383.0,4.0,385.0,142.0,1,
lattigo,16,32768,40,33,3,20.0,3,4,13.0,55,512,24.0,1178.0,8,488.0,1666.0,4.0,139.0,244.0,383.0,3.0,443.0,81.0,1,
lattigo,16,32768,40,33,3,20.0,3,4,13.0,60,512,24.0,1243.0,1,61.0,1304.0,4.0,139.0,244.0,383.0,24.0,60.0,443.0,1,
lattigo,16,32768,40,33,3,20.0,3,4,13.0,60,512,24.0,1243.0,2,122.0,1365.0,4.0,139.0,244.0,383.0,12.0,120.0,382.0,1,
lattigo,16,32768,40,33,3,20.0,3,4,13.0,60,512,24.0,1243.0,3,183.0,1426.0,4.0,139.0,244.0,383.0,8.0,180.0,321.0,1,
lattigo,16,32768,40,33,3,20.0,3,4,13.0,60,512,24.0,1243.0,4,244.0,1487.0,4.0,139.0,244.0,383.0,6.0,240.0,260.0,1,
lattigo,16,32768,40,33,3,20.0,3,4,13.0,60,512,24.0,1243.0,5,305.0,1548.0,4.0,139.0,244.0,383.0,5.0,300.0,199.0,1,
lattigo,16,32768,40,33,3,20.0,3,4,13.0,60,512,24.0,1243.0,6,366.0,1609.0,4.0,139.0,244.0,383.0,4.0,360.0,138.0,1,
lattigo,16,32768,40,33,3,20.0,3,4,13.0,60,512,24.0,1243.0,7,427.0,1670.0,4.0,139.0,244.0,383.0,4.0,420.0,77.0,1,
lattigo,16,32768,40,33,3,20.0,3,4,13.0,60,512,24.0,1243.0,8,488.0,1731.0,4.0,139.0,244.0,383.0,3.0,480.0,16.0,1,
lattigo,16,32768,40,33,3,19.0,4,2,13.0,50,512,23.0,1091.0,1,61.0,1152.0,4.0,139.0,244.0,383.0,23.0,56.0,595.0,1,
lattigo,16,32768,40,33,3,19.0,4,2,13.0,50,512,23.0,1091.0,2,122.0,1213.0,4.0,139.0,244.0,383.0,12.0,112.0,534.0,1,
lattigo,16,32768,40,33,3,19.0,4,2,13.0,50,512,23.0,1091.0,3,183.0,1274.0,4.0,139.0,244.0,383.0,8.0,162.0,473.0,1,
lattigo,16,32768,40,33,3,19.0,4,2,13.0,50,512,23.0,1091.0,4,244.0,1335.0,4.0,139.0,244.0,383.0,6.0,206.0,412.0,1,
lattigo,16,32768,40,33,3,19.0,4,2,13.0,50,512,23.0,1091.0,5,305.0,1396.0,4.0,139.0,244.0,383.0,5.0,256.0,351.0,1,
lattigo,16,32768,40,33,3,19.0,4,2,13.0,50,512,23.0,1091.0,6,366.0,1457.0,4.0,139.0,244.0,383.0,4.0,300.0,290.0,1,
lattigo,16,32768,40,33,3,19.0,4,2,13.0,50,512,23.0,1091.0,7,427.0,1518.0,4.0,139.0,244.0,383.0,4.0,362.0,229.0,1,
lattigo,16,32768,40,33,3,19.0,4,2,13.0,50,512,23.0,1091.0,8,488.0,1579.0,4.0,139.0,244.0,383.0,3.0,400.0,168.0,1,
lattigo,16,32768,40,33,3,19.0,4,2,13.0,55,512,23.0,1156.0,1,61.0,1217.0,4.0,139.0,244.0,383.0,23.0,56.0,530.0,1,
lattigo,16,32768,40,33,3,19.0,4,2,13.0,55,512,23.0,1156.0,2,122.0,1278.0,4.0,139.0,244.0,383.0,12.0,112.0,469.0,1,
lattigo,16,32768,40,33,3,19.0,4,2,13.0,55,512,23.0,1156.0,3,183.0,1339.0,4.0,139.0,244.0,383.0,8.0,167.0,408.0,1,
lattigo,16,32768,40,33,3,19.0,4,2,13.0,55,512,23.0,1156.0,4,244.0,1400.0,4.0,139.0,244.0,383.0,6.0,221.0,347.0,1,
lattigo,16,32768,40,33,3,19.0,4,2,13.0,55,512,23.0,1156.0,5,305.0,1461.0,4.0,139.0,244.0,383.0,5.0,276.0,286.0,1,
lattigo,16,32768,40,33,3,19.0,4,2,13.0,55,512,23.0,1156.0,6,366.0,1522.0,4.0,139.0,244.0,383.0,4.0,330.0,225.0,1,
lattigo,16,32768,40,33,3,19.0,4,2,13.0,55,512,23.0,1156.0,7,427.0,1583.0,4.0,139.0,244.0,383.0,4.0,387.0,164.0,1,
lattigo,16,32768,40,33,3,19.0,4,2,13.0,55,512,23.0,1156.0,8,488.0,1644.0,4.0,139.0,244.0,383.0,3.0,440.0,103.0,1,
lattigo,16,32768,40,33,3,19.0,4,2,13.0,60,512,23.0,1221.0,1,61.0,1282.0,4.0,139.0,244.0,383.0,23.0,60.0,465.0,1,
lattigo,16,32768,40,33,3,19.0,4,2,13.0,60,512,23.0,1221.0,2,122.0,1343.0,4.0,139.0,244.0,383.0,12.0,120.0,404.0,1,
lattigo,16,32768,40,33,3,19.0,4,2,13.0,60,512,23.0,1221.0,3,183.0,1404.0,4.0,139.0,244.0,383.0,8.0,180.0,343.0,1,
lattigo,16,32768,40,33,3,19.0,4,2,13.0,60,512,23.0,1221.0,4,244.0,1465.0,4.0,139.0,244.0,383.0,6.0,240.0,282.0,1,
lattigo,16,32768,40,33,3,19.0,4,2,13.0,60,512,23.0,1221.0,5,305.0,1526.0,4.0,139.0,244.0,383.0,5.0,300.0,221.0,1,
