library,logN,numSlots,q0,delta,residual_L,boot_depth,levelBudget_c2s,levelBudget_s2c,evalmod_levels,evalmod_scale,K,QCount_boot,logQ_boot,PCount_boot,logP_boot,logQP_boot,QCount_residual,logQ_residual,logP_residual,logQP_residual,dnum,maxDigitBits,margin_1747,ok,fail_reason
lattigo,16,32768,40,33,15,17.0,2,2,13.0,60,512,33.0,1505.0,3,183.0,1688.0,16.0,535.0,488.0,1023.0,11.0,180.0,59.0,1,
lattigo,16,32768,40,33,15,17.0,2,2,13.0,60,512,33.0,1505.0,4,244.0,1749.0,16.0,535.0,488.0,1023.0,9.0,240.0,-2.0,0,logQP_boot 1749 > 1747
lattigo,16,32768,40,33,15,,2,2,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1505 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,2,2,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1505 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,2,2,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1505 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,2,2,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1505 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,18.0,2,3,13.0,50,512,34.0,1414.0,1,61.0,1475.0,16.0,535.0,488.0,1023.0,34.0,56.0,272.0,1,
lattigo,16,32768,40,33,15,18.0,2,3,13.0,50,512,34.0,1414.0,2,122.0,1536.0,16.0,535.0,488.0,1023.0,17.0,112.0,211.0,1,
lattigo,16,32768,40,33,15,18.0,2,3,13.0,50,512,34.0,1414.0,3,183.0,1597.0,16.0,535.0,488.0,1023.0,12.0,156.0,150.0,1,
lattigo,16,32768,40,33,15,18.0,2,3,13.0,50,512,34.0,1414.0,4,244.0,1658.0,16.0,535.0,488.0,1023.0,9.0,200.0,89.0,1,
lattigo,16,32768,40,33,15,18.0,2,3,13.0,50,512,34.0,1414.0,5,305.0,1719.0,16.0,535.0,488.0,1023.0,7.0,250.0,28.0,1,
lattigo,16,32768,40,33,15,18.0,2,3,13.0,50,512,34.0,1414.0,6,366.0,1780.0,16.0,535.0,488.0,1023.0,6.0,300.0,-33.0,0,logQP_boot 1780 > 1747
lattigo,16,32768,40,33,15,,2,3,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1414 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,2,3,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1414 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,18.0,2,3,13.0,55,512,34.0,1479.0,1,61.0,1540.0,16.0,535.0,488.0,1023.0,34.0,56.0,207.0,1,
lattigo,16,32768,40,33,15,18.0,2,3,13.0,55,512,34.0,1479.0,2,122.0,1601.0,16.0,535.0,488.0,1023.0,17.0,112.0,146.0,1,
lattigo,16,32768,40,33,15,18.0,2,3,13.0,55,512,34.0,1479.0,3,183.0,1662.0,16.0,535.0,488.0,1023.0,12.0,166.0,85.0,1,
lattigo,16,32768,40,33,15,18.0,2,3,13.0,55,512,34.0,1479.0,4,244.0,1723.0,16.0,535.0,488.0,1023.0,9.0,220.0,24.0,1,
lattigo,16,32768,40,33,15,18.0,2,3,13.0,55,512,34.0,1479.0,5,305.0,1784.0,16.0,535.0,488.0,1023.0,7.0,275.0,-37.0,0,logQP_boot 1784 > 1747
lattigo,16,32768,40,33,15,,2,3,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1479 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,2,3,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1479 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,2,3,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1479 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,18.0,2,3,13.0,60,512,34.0,1544.0,1,61.0,1605.0,16.0,535.0,488.0,1023.0,34.0,60.0,142.0,1,
lattigo,16,32768,40,33,15,18.0,2,3,13.0,60,512,34.0,1544.0,2,122.0,1666.0,16.0,535.0,488.0,1023.0,17.0,120.0,81.0,1,
lattigo,16,32768,40,33,15,18.0,2,3,13.0,60,512,34.0,1544.0,3,183.0,1727.0,16.0,535.0,488.0,1023.0,12.0,180.0,20.0,1,
lattigo,16,32768,40,33,15,18.0,2,3,13.0,60,512,34.0,1544.0,4,244.0,1788.0,16.0,535.0,488.0,1023.0,9.0,240.0,-41.0,0,logQP_boot 1788 > 1747
lattigo,16,32768,40,33,15,,2,3,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1544 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,2,3,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1544 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,2,3,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1544 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,2,3,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1544 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,19.0,2,4,13.0,50,512,35.0,1453.0,1,61.0,1514.0,16.0,535.0,488.0,1023.0,35.0,56.0,233.0,1,
lattigo,16,32768,40,33,15,19.0,2,4,13.0,50,512,35.0,1453.0,2,122.0,1575.0,16.0,535.0,488.0,1023.0,18.0,106.0,172.0,1,
lattigo,16,32768,40,33,15,19.0,2,4,13.0,50,512,35.0,1453.0,3,183.0,1636.0,16.0,535.0,488.0,1023.0,12.0,150.0,111.0,1,
lattigo,16,32768,40,33,15,19.0,2,4,13.0,50,512,35.0,1453.0,4,244.0,1697.0,16.0,535.0,488.0,1023.0,9.0,200.0,50.0,1,
lattigo,16,32768,40,33,15,19.0,2,4,13.0,50,512,35.0,1453.0,5,305.0,1758.0,16.0,535.0,488.0,1023.0,7.0,262.0,-11.0,0,logQP_boot 1758 > 1747
lattigo,16,32768,40,33,15,,2,4,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1453 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,2,4,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1453 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,2,4,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1453 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,19.0,2,4,13.0,55,512,35.0,1518.0,1,61.0,1579.0,16.0,535.0,488.0,1023.0,35.0,56.0,168.0,1,
lattigo,16,32768,40,33,15,19.0,2,4,13.0,55,512,35.0,1518.0,2,122.0,1640.0,16.0,535.0,488.0,1023.0,18.0,111.0,107.0,1,
lattigo,16,32768,40,33,15,19.0,2,4,13.0,55,512,35.0,1518.0,3,183.0,1701.0,16.0,535.0,488.0,1023.0,12.0,165.0,46.0,1,
lattigo,16,32768,40,33,15,19.0,2,4,13.0,55,512,35.0,1518.0,4,244.0,1762.0,16.0,535.0,488.0,1023.0,9.0,220.0,-15.0,0,logQP_boot 1762 > 1747
lattigo,16,32768,40,33,15,,2,4,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1518 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,2,4,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1518 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,2,4,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1518 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,2,4,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1518 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,19.0,2,4,13.0,60,512,35.0,1583.0,1,61.0,1644.0,16.0,535.0,488.0,1023.0,35.0,60.0,103.0,1,
lattigo,16,32768,40,33,15,19.0,2,4,13.0,60,512,35.0,1583.0,2,122.0,1705.0,16.0,535.0,488.0,1023.0,18.0,120.0,42.0,1,
lattigo,16,32768,40,33,15,19.0,2,4,13.0,60,512,35.0,1583.0,3,183.0,1766.0,16.0,535.0,488.0,1023.0,12.0,180.0,-19.0,0,logQP_boot 1766 > 1747
lattigo,16,32768,40,33,15,,2,4,,,512,,,4,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1583 + logP 244 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,2,4,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1583 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,2,4,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1583 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,2,4,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1583 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,2,4,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1583 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,18.0,3,2,13.0,50,512,34.0,1431.0,1,61.0,1492.0,16.0,535.0,488.0,1023.0,34.0,56.0,255.0,1,
lattigo,16,32768,40,33,15,18.0,3,2,13.0,50,512,34.0,1431.0,2,122.0,1553.0,16.0,535.0,488.0,1023.0,17.0,112.0,194.0,1,
lattigo,16,32768,40,33,15,18.0,3,2,13.0,50,512,34.0,1431.0,3,183.0,1614.0,16.0,535.0,488.0,1023.0,12.0,162.0,133.0,1,
lattigo,16,32768,40,33,15,18.0,3,2,13.0,50,512,34.0,1431.0,4,244.0,1675.0,16.0,535.0,488.0,1023.0,9.0,206.0,72.0,1,
lattigo,16,32768,40,33,15,18.0,3,2,13.0,50,512,34.0,1431.0,5,305.0,1736.0,16.0,535.0,488.0,1023.0,7.0,250.0,11.0,1,
lattigo,16,32768,40,33,15,18.0,3,2,13.0,50,512,34.0,1431.0,6,366.0,1797.0,16.0,535.0,488.0,1023.0,6.0,300.0,-50.0,0,logQP_boot 1797 > 1747
lattigo,16,32768,40,33,15,,3,2,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1431 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,3,2,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1431 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,18.0,3,2,13.0,55,512,34.0,1496.0,1,61.0,1557.0,16.0,535.0,488.0,1023.0,34.0,56.0,190.0,1,
lattigo,16,32768,40,33,15,18.0,3,2,13.0,55,512,34.0,1496.0,2,122.0,1618.0,16.0,535.0,488.0,1023.0,17.0,112.0,129.0,1,
lattigo,16,32768,40,33,15,18.0,3,2,13.0,55,512,34.0,1496.0,3,183.0,1679.0,16.0,535.0,488.0,1023.0,12.0,167.0,68.0,1,
lattigo,16,32768,40,33,15,18.0,3,2,13.0,55,512,34.0,1496.0,4,244.0,1740.0,16.0,535.0,488.0,1023.0,9.0,221.0,7.0,1,
lattigo,16,32768,40,33,15,18.0,3,2,13.0,55,512,34.0,1496.0,5,305.0,1801.0,16.0,535.0,488.0,1023.0,7.0,275.0,-54.0,0,logQP_boot 1801 > 1747
lattigo,16,32768,40,33,15,,3,2,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1496 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,3,2,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1496 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,3,2,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1496 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,18.0,3,2,13.0,60,512,34.0,1561.0,1,61.0,1622.0,16.0,535.0,488.0,1023.0,34.0,60.0,125.0,1,
lattigo,16,32768,40,33,15,18.0,3,2,13.0,60,512,34.0,1561.0,2,122.0,1683.0,16.0,535.0,488.0,1023.0,17.0,120.0,64.0,1,
lattigo,16,32768,40,33,15,18.0,3,2,13.0,60,512,34.0,1561.0,3,183.0,1744.0,16.0,535.0,488.0,1023.0,12.0,180.0,3.0,1,
lattigo,16,32768,40,33,15,18.0,3,2,13.0,60,512,34.0,1561.0,4,244.0,1805.0,16.0,535.0,488.0,1023.0,9.0,240.0,-58.0,0,logQP_boot 1805 > 1747
lattigo,16,32768,40,33,15,,3,2,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1561 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,3,2,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1561 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,3,2,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1561 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,3,2,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1561 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,19.0,3,3,13.0,50,512,35.0,1470.0,1,61.0,1531.0,16.0,535.0,488.0,1023.0,35.0,56.0,216.0,1,
lattigo,16,32768,40,33,15,19.0,3,3,13.0,50,512,35.0,1470.0,2,122.0,1592.0,16.0,535.0,488.0,1023.0,18.0,112.0,155.0,1,
lattigo,16,32768,40,33,15,19.0,3,3,13.0,50,512,35.0,1470.0,3,183.0,1653.0,16.0,535.0,488.0,1023.0,12.0,156.0,94.0,1,
lattigo,16,32768,40,33,15,19.0,3,3,13.0,50,512,35.0,1470.0,4,244.0,1714.0,16.0,535.0,488.0,1023.0,9.0,200.0,33.0,1,
lattigo,16,32768,40,33,15,19.0,3,3,13.0,50,512,35.0,1470.0,5,305.0,1775.0,16.0,535.0,488.0,1023.0,7.0,268.0,-28.0,0,logQP_boot 1775 > 1747
lattigo,16,32768,40,33,15,,3,3,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1470 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,3,3,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1470 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,3,3,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1470 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,19.0,3,3,13.0,55,512,35.0,1535.0,1,61.0,1596.0,16.0,535.0,488.0,1023.0,35.0,56.0,151.0,1,
lattigo,16,32768,40,33,15,19.0,3,3,13.0,55,512,35.0,1535.0,2,122.0,1657.0,16.0,535.0,488.0,1023.0,18.0,112.0,90.0,1,
lattigo,16,32768,40,33,15,19.0,3,3,13.0,55,512,35.0,1535.0,3,183.0,1718.0,16.0,535.0,488.0,1023.0,12.0,166.0,29.0,1,
lattigo,16,32768,40,33,15,19.0,3,3,13.0,55,512,35.0,1535.0,4,244.0,1779.0,16.0,535.0,488.0,1023.0,9.0,220.0,-32.0,0,logQP_boot 1779 > 1747
lattigo,16,32768,40,33,15,,3,3,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1535 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,3,3,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1535 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,3,3,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1535 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,3,3,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1535 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,19.0,3,3,13.0,60,512,35.0,1600.0,1,61.0,1661.0,16.0,535.0,488.0,1023.0,35.0,60.0,86.0,1,
lattigo,16,32768,40,33,15,19.0,3,3,13.0,60,512,35.0,1600.0,2,122.0,1722.0,16.0,535.0,488.0,1023.0,18.0,120.0,25.0,1,
lattigo,16,32768,40,33,15,19.0,3,3,13.0,60,512,35.0,1600.0,3,183.0,1783.0,16.0,535.0,488.0,1023.0,12.0,180.0,-36.0,0,logQP_boot 1783 > 1747
lattigo,16,32768,40,33,15,,3,3,,,512,,,4,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1600 + logP 244 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,3,3,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1600 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,3,3,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1600 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,3,3,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1600 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,3,3,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1600 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,20.0,3,4,13.0,50,512,36.0,1509.0,1,61.0,1570.0,16.0,535.0,488.0,1023.0,36.0,56.0,177.0,1,
lattigo,16,32768,40,33,15,20.0,3,4,13.0,50,512,36.0,1509.0,2,122.0,1631.0,16.0,535.0,488.0,1023.0,18.0,112.0,116.0,1,
lattigo,16,32768,40,33,15,20.0,3,4,13.0,50,512,36.0,1509.0,3,183.0,1692.0,16.0,535.0,488.0,1023.0,12.0,168.0,55.0,1,
lattigo,16,32768,40,33,15,20.0,3,4,13.0,50,512,36.0,1509.0,4,244.0,1753.0,16.0,535.0,488.0,1023.0,9.0,218.0,-6.0,0,logQP_boot 1753 > 1747
lattigo,16,32768,40,33,15,,3,4,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1509 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,3,4,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1509 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,3,4,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1509 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,3,4,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1509 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,20.0,3,4,13.0,55,512,36.0,1574.0,1,61.0,1635.0,16.0,535.0,488.0,1023.0,36.0,56.0,112.0,1,
lattigo,16,32768,40,33,15,20.0,3,4,13.0,55,512,36.0,1574.0,2,122.0,1696.0,16.0,535.0,488.0,1023.0,18.0,112.0,51.0,1,
lattigo,16,32768,40,33,15,20.0,3,4,13.0,55,512,36.0,1574.0,3,183.0,1757.0,16.0,535.0,488.0,1023.0,12.0,168.0,-10.0,0,logQP_boot 1757 > 1747
lattigo,16,32768,40,33,15,,3,4,,,512,,,4,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1574 + logP 244 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,3,4,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1574 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,3,4,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1574 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,3,4,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1574 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,3,4,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1574 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,20.0,3,4,13.0,60,512,36.0,1639.0,1,61.0,1700.0,16.0,535.0,488.0,1023.0,36.0,60.0,47.0,1,
lattigo,16,32768,40,33,15,20.0,3,4,13.0,60,512,36.0,1639.0,2,122.0,1761.0,16.0,535.0,488.0,1023.0,18.0,120.0,-14.0,0,logQP_boot 1761 > 1747
lattigo,16,32768,40,33,15,,3,4,,,512,,,3,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1639 + logP 183 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,3,4,,,512,,,4,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1639 + logP 244 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,3,4,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1639 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,3,4,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1639 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,3,4,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1639 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,3,4,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1639 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,19.0,4,2,13.0,50,512,35.0,1487.0,1,61.0,1548.0,16.0,535.0,488.0,1023.0,35.0,56.0,199.0,1,
lattigo,16,32768,40,33,15,19.0,4,2,13.0,50,512,35.0,1487.0,2,122.0,1609.0,16.0,535.0,488.0,1023.0,18.0,112.0,138.0,1,
lattigo,16,32768,40,33,15,19.0,4,2,13.0,50,512,35.0,1487.0,3,183.0,1670.0,16.0,535.0,488.0,1023.0,12.0,162.0,77.0,1,
lattigo,16,32768,40,33,15,19.0,4,2,13.0,50,512,35.0,1487.0,4,244.0,1731.0,16.0,535.0,488.0,1023.0,9.0,206.0,16.0,1,
lattigo,16,32768,40,33,15,19.0,4,2,13.0,50,512,35.0,1487.0,5,305.0,1792.0,16.0,535.0,488.0,1023.0,7.0,274.0,-45.0,0,logQP_boot 1792 > 1747
lattigo,16,32768,40,33,15,,4,2,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1487 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,4,2,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1487 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,4,2,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1487 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,19.0,4,2,13.0,55,512,35.0,1552.0,1,61.0,1613.0,16.0,535.0,488.0,1023.0,35.0,56.0,134.0,1,
lattigo,16,32768,40,33,15,19.0,4,2,13.0,55,512,35.0,1552.0,2,122.0,1674.0,16.0,535.0,488.0,1023.0,18.0,112.0,73.0,1,
lattigo,16,32768,40,33,15,19.0,4,2,13.0,55,512,35.0,1552.0,3,183.0,1735.0,16.0,535.0,488.0,1023.0,12.0,167.0,12.0,1,
lattigo,16,32768,40,33,15,19.0,4,2,13.0,55,512,35.0,1552.0,4,244.0,1796.0,16.0,535.0,488.0,1023.0,9.0,221.0,-49.0,0,logQP_boot 1796 > 1747
lattigo,16,32768,40,33,15,,4,2,,,512,,,5,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1552 + logP 305 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,4,2,,,512,,,6,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1552 + logP 366 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,4,2,,,512,,,7,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1552 + logP 427 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,,4,2,,,512,,,8,,,,,,,,,,0,예측 탈락: logQ_boot(명목) 1552 + logP 488 > 1747+61 → 미생성
lattigo,16,32768,40,33,15,19.0,4,2,13.0,60,512,35.0,1617.0,1,61.0,1678.0,16.0,535.0,488.0,1023.0,35.0,60.0,69.0,1,
lattigo,16,32768,40,33,15,19.0,4,2,13.0,60,512,35.0,1617.0,2,122.0,1739.0,16.0,535.0,488.0,1023.0,18.0,120.0,8.0,1,
