library,logN,q0,delta,depth,dnum,PCount,logP,maxDigitBits,level,path,rep,bits
lattigo,15,60,48,10,3,4,240,204,10,enc_dec,1,39.6240
lattigo,15,60,48,10,3,4,240,204,10,rot1,1,36.0654
lattigo,15,60,48,10,3,4,240,204,10,enc_dec,2,39.6305
lattigo,15,60,48,10,3,4,240,204,10,rot1,2,36.0717
lattigo,15,60,48,10,3,4,240,204,10,enc_dec,3,39.6196
lattigo,15,60,48,10,3,4,240,204,10,rot1,3,36.0949
lattigo,15,60,48,10,3,4,240,204,10,enc_dec,4,39.6299
lattigo,15,60,48,10,3,4,240,204,10,rot1,4,36.0617
lattigo,15,60,48,10,3,4,240,204,10,enc_dec,5,39.6315
lattigo,15,60,48,10,3,4,240,204,10,rot1,5,36.0838
lattigo,15,60,48,10,3,4,240,204,10,enc_dec,6,39.6368
lattigo,15,60,48,10,3,4,240,204,10,rot1,6,36.0762
lattigo,15,60,48,10,3,4,240,204,10,enc_dec,7,39.6217
lattigo,15,60,48,10,3,4,240,204,10,rot1,7,36.0831
lattigo,15,60,48,10,3,4,240,204,10,enc_dec,8,39.6240
lattigo,15,60,48,10,3,4,240,204,10,rot1,8,36.0694
lattigo,15,60,48,10,3,4,240,204,10,enc_dec,9,39.6290
lattigo,15,60,48,10,3,4,240,204,10,rot1,9,36.0820
lattigo,15,60,48,10,3,4,240,204,10,enc_dec,10,39.6287
lattigo,15,60,48,10,3,4,240,204,10,rot1,10,36.0657
lattigo,15,60,48,10,3,4,240,204,10,enc_dec,11,39.6425
lattigo,15,60,48,10,3,4,240,204,10,rot1,11,36.0897
lattigo,15,60,46,11,3,4,240,198,11,enc_dec,0,37.6354
lattigo,15,60,46,11,3,4,240,198,11,rot1,0,34.0798
lattigo,15,60,46,11,3,4,240,198,11,enc_dec,1,37.6252
lattigo,15,60,46,11,3,4,240,198,11,rot1,1,34.0692
lattigo,15,60,46,11,3,4,240,198,11,enc_dec,2,37.6162
lattigo,15,60,46,11,3,4,240,198,11,rot1,2,34.0649
lattigo,15,60,46,11,3,4,240,198,11,enc_dec,3,37.6239
lattigo,15,60,46,11,3,4,240,198,11,rot1,3,34.0702
lattigo,15,60,46,11,3,4,240,198,11,enc_dec,4,37.6230
lattigo,15,60,46,11,3,4,240,198,11,rot1,4,34.0897
lattigo,15,60,46,11,3,4,240,198,11,enc_dec,5,37.6536
lattigo,15,60,46,11,3,4,240,198,11,rot1,5,34.0641
lattigo,15,60,46,11,3,4,240,198,11,enc_dec,6,37.6291
lattigo,15,60,46,11,3,4,240,198,11,rot1,6,34.0588
lattigo,15,60,46,11,3,4,240,198,11,enc_dec,7,37.6328
lattigo,15,60,46,11,3,4,240,198,11,rot1,7,34.0818
lattigo,15,60,46,11,3,4,240,198,11,enc_dec,8,37.6322
lattigo,15,60,46,11,3,4,240,198,11,rot1,8,34.0738
lattigo,15,60,46,11,3,4,240,198,11,enc_dec,9,37.6417
lattigo,15,60,46,11,3,4,240,198,11,rot1,9,34.0853
lattigo,15,60,46,11,3,4,240,198,11,enc_dec,10,37.6448
lattigo,15,60,46,11,3,4,240,198,11,rot1,10,34.0841
lattigo,15,60,46,11,3,4,240,198,11,enc_dec,11,37.6286
lattigo,15,60,46,11,3,4,240,198,11,rot1,11,34.0807
