library,logN,q0,delta,depth,dnum,PCount,logP,maxDigitBits,level,path,rep,bits
openfhe,14,60,42,4,3,2,120,102,4,rot1,6,29.3457
openfhe,14,60,42,4,3,2,120,102,4,enc_dec,7,31.3110
openfhe,14,60,42,4,3,2,120,102,4,rot1,7,28.9474
openfhe,14,60,42,4,3,2,120,102,4,enc_dec,8,31.3109
openfhe,14,60,42,4,3,2,120,102,4,rot1,8,29.6284
openfhe,14,60,42,4,3,2,120,102,4,enc_dec,9,31.3120
openfhe,14,60,42,4,3,2,120,102,4,rot1,9,29.4684
openfhe,14,60,42,4,3,2,120,102,4,enc_dec,10,31.3181
openfhe,14,60,42,4,3,2,120,102,4,rot1,10,28.4576
openfhe,14,60,42,4,3,2,120,102,4,enc_dec,11,31.3149
openfhe,14,60,42,4,3,2,120,102,4,rot1,11,29.3101
openfhe,14,60,42,4,5,1,60,60,4,enc_dec,0,31.2902
openfhe,14,60,42,4,5,1,60,60,4,rot1,0,29.6514
openfhe,14,60,42,4,5,1,60,60,4,enc_dec,1,31.3044
openfhe,14,60,42,4,5,1,60,60,4,rot1,1,29.3500
openfhe,14,60,42,4,5,1,60,60,4,enc_dec,2,31.3049
openfhe,14,60,42,4,5,1,60,60,4,rot1,2,29.5220
openfhe,14,60,42,4,5,1,60,60,4,enc_dec,3,31.3044
openfhe,14,60,42,4,5,1,60,60,4,rot1,3,29.4027
openfhe,14,60,42,4,5,1,60,60,4,enc_dec,4,31.3170
openfhe,14,60,42,4,5,1,60,60,4,rot1,4,28.7940
openfhe,14,60,42,4,5,1,60,60,4,enc_dec,5,31.3127
openfhe,14,60,42,4,5,1,60,60,4,rot1,5,29.2468
openfhe,14,60,42,4,5,1,60,60,4,enc_dec,6,31.3102
openfhe,14,60,42,4,5,1,60,60,4,rot1,6,29.3106
openfhe,14,60,42,4,5,1,60,60,4,enc_dec,7,31.3145
openfhe,14,60,42,4,5,1,60,60,4,rot1,7,29.1351
openfhe,14,60,42,4,5,1,60,60,4,enc_dec,8,31.3114
openfhe,14,60,42,4,5,1,60,60,4,rot1,8,29.5678
openfhe,14,60,42,4,5,1,60,60,4,enc_dec,9,31.3136
openfhe,14,60,42,4,5,1,60,60,4,rot1,9,29.0876
openfhe,14,60,42,4,5,1,60,60,4,enc_dec,10,31.3121
openfhe,14,60,42,4,5,1,60,60,4,rot1,10,28.8315
openfhe,14,60,42,4,5,1,60,60,4,enc_dec,11,31.2977
openfhe,14,60,42,4,5,1,60,60,4,rot1,11,29.2911
openfhe,14,60,42,5,3,2,120,102,5,enc_dec,0,31.3245
openfhe,14,60,42,5,3,2,120,102,5,rot1,0,29.4474
openfhe,14,60,42,5,3,2,120,102,5,enc_dec,1,31.2938
openfhe,14,60,42,5,3,2,120,102,5,rot1,1,28.4516
openfhe,14,60,42,5,3,2,120,102,5,enc_dec,2,31.3063
openfhe,14,60,42,5,3,2,120,102,5,rot1,2,29.4171
openfhe,14,60,42,5,3,2,120,102,5,enc_dec,3,31.2888
openfhe,14,60,42,5,3,2,120,102,5,rot1,3,29.7445
openfhe,14,60,42,5,3,2,120,102,5,enc_dec,4,31.3133
openfhe,14,60,42,5,3,2,120,102,5,rot1,4,28.9942
openfhe,14,60,42,5,3,2,120,102,5,enc_dec,5,31.3032
openfhe,14,60,42,5,3,2,120,102,5,rot1,5,28.2124
openfhe,14,60,42,5,3,2,120,102,5,enc_dec,6,31.3127
openfhe,14,60,42,5,3,2,120,102,5,rot1,6,29.3986
openfhe,14,60,42,5,3,2,120,102,5,enc_dec,7,31.3154
openfhe,14,60,42,5,3,2,120,102,5,rot1,7,29.6296
openfhe,14,60,42,5,3,2,120,102,5,enc_dec,8,31.3032
openfhe,14,60,42,5,3,2,120,102,5,rot1,8,29.6252
openfhe,14,60,42,5,3,2,120,102,5,enc_dec,9,31.2967
openfhe,14,60,42,5,3,2,120,102,5,rot1,9,29.1186
openfhe,14,60,42,5,3,2,120,102,5,enc_dec,10,31.3084
openfhe,14,60,42,5,3,2,120,102,5,rot1,10,29.7667
openfhe,14,60,42,5,3,2,120,102,5,enc_dec,11,31.3121
openfhe,14,60,42,5,3,2,120,102,5,rot1,11,29.3436
openfhe,14,60,42,5,6,1,60,60,5,enc_dec,0,31.2994
openfhe,14,60,42,5,6,1,60,60,5,rot1,0,29.4529
openfhe,14,60,42,5,6,1,60,60,5,enc_dec,1,31.3101
openfhe,14,60,42,5,6,1,60,60,5,rot1,1,29.4220
openfhe,14,60,42,5,6,1,60,60,5,enc_dec,2,31.3086
openfhe,14,60,42,5,6,1,60,60,5,rot1,2,29.2147
openfhe,14,60,42,5,6,1,60,60,5,enc_dec,3,31.3125
openfhe,14,60,42,5,6,1,60,60,5,rot1,3,29.4584
openfhe,14,60,42,5,6,1,60,60,5,enc_dec,4,31.3055
openfhe,14,60,42,5,6,1,60,60,5,rot1,4,29.4191
openfhe,14,60,42,5,6,1,60,60,5,enc_dec,5,31.2791
openfhe,14,60,42,5,6,1,60,60,5,rot1,5,29.0191
openfhe,14,60,42,5,6,1,60,60,5,enc_dec,6,31.3045
openfhe,14,60,42,5,6,1,60,60,5,rot1,6,29.5349
openfhe,14,60,42,5,6,1,60,60,5,enc_dec,7,31.3148
openfhe,14,60,42,5,6,1,60,60,5,rot1,7,28.2703
openfhe,14,60,42,5,6,1,60,60,5,enc_dec,8,31.3218
openfhe,14,60,42,5,6,1,60,60,5,rot1,8,28.8538
openfhe,14,60,42,5,6,1,60,60,5,enc_dec,9,31.3029
openfhe,14,60,42,5,6,1,60,60,5,rot1,9,28.5377
openfhe,14,60,42,5,6,1,60,60,5,enc_dec,10,31.2907
openfhe,14,60,42,5,6,1,60,60,5,rot1,10,29.1093
openfhe,14,60,42,5,6,1,60,60,5,enc_dec,11,31.3063
openfhe,14,60,42,5,6,1,60,60,5,rot1,11,29.1549
lattigo,14,60,42,4,2,3,180,144,4,enc_dec,0,34.1254
lattigo,14,60,42,4,2,3,180,144,4,rot1,0,31.0696
lattigo,14,60,42,4,2,3,180,144,4,enc_dec,1,34.1289
lattigo,14,60,42,4,2,3,180,144,4,rot1,1,31.0629
lattigo,14,60,42,4,2,3,180,144,4,enc_dec,2,34.1011
lattigo,14,60,42,4,2,3,180,144,4,rot1,2,31.0769
lattigo,14,60,42,4,2,3,180,144,4,enc_dec,3,34.1453
lattigo,14,60,42,4,2,3,180,144,4,rot1,3,31.0562
lattigo,14,60,42,4,2,3,180,144,4,enc_dec,4,34.1155
lattigo,14,60,42,4,2,3,180,144,4,rot1,4,31.0926
lattigo,14,60,42,4,2,3,180,144,4,enc_dec,5,34.0972
lattigo,14,60,42,4,2,3,180,144,4,rot1,5,31.0834
lattigo,14,60,42,4,2,3,180,144,4,enc_dec,6,34.1428
lattigo,14,60,42,4,2,3,180,144,4,rot1,6,31.0741
lattigo,14,60,42,4,2,3,180,144,4,enc_dec,7,34.1185
lattigo,14,60,42,4,2,3,180,144,4,rot1,7,31.0768
lattigo,14,60,42,4,2,3,180,144,4,enc_dec,8,34.1173
lattigo,14,60,42,4,2,3,180,144,4,rot1,8,31.0712
lattigo,14,60,42,4,2,3,180,144,4,enc_dec,9,34.1228
lattigo,14,60,42,4,2,3,180,144,4,rot1,9,31.0825
lattigo,14,60,42,4,2,3,180,144,4,enc_dec,10,34.1385
lattigo,14,60,42,4,2,3,180,144,4,rot1,10,31.0618
lattigo,14,60,42,4,2,3,180,144,4,enc_dec,11,34.1047
lattigo,14,60,42,4,2,3,180,144,4,rot1,11,31.0941
lattigo,14,60,42,4,3,2,120,102,4,enc_dec,0,34.1178
lattigo,14,60,42,4,3,2,120,102,4,rot1,0,31.0734
lattigo,14,60,42,4,3,2,120,102,4,enc_dec,1,34.1316
lattigo,14,60,42,4,3,2,120,102,4,rot1,1,31.0811
lattigo,14,60,42,4,3,2,120,102,4,enc_dec,2,34.1299
lattigo,14,60,42,4,3,2,120,102,4,rot1,2,31.0783
lattigo,14,60,42,4,3,2,120,102,4,enc_dec,3,34.1557
lattigo,14,60,42,4,3,2,120,102,4,rot1,3,31.0566
lattigo,14,60,42,4,3,2,120,102,4,enc_dec,4,34.1325
lattigo,14,60,42,4,3,2,120,102,4,rot1,4,31.0942
lattigo,14,60,42,4,3,2,120,102,4,enc_dec,5,34.1549
lattigo,14,60,42,4,3,2,120,102,4,rot1,5,31.0495
lattigo,14,60,42,4,3,2,120,102,4,enc_dec,6,34.1311
lattigo,14,60,42,4,3,2,120,102,4,rot1,6,31.0658
lattigo,14,60,42,4,3,2,120,102,4,enc_dec,7,34.1504
lattigo,14,60,42,4,3,2,120,102,4,rot1,7,31.0769
lattigo,14,60,42,4,3,2,120,102,4,enc_dec,8,34.1445
lattigo,14,60,42,4,3,2,120,102,4,rot1,8,31.0677
lattigo,14,60,42,4,3,2,120,102,4,enc_dec,9,34.1241
lattigo,14,60,42,4,3,2,120,102,4,rot1,9,31.0507
lattigo,14,60,42,4,3,2,120,102,4,enc_dec,10,34.1369
lattigo,14,60,42,4,3,2,120,102,4,rot1,10,31.0795
lattigo,14,60,42,4,3,2,120,102,4,enc_dec,11,34.1314
lattigo,14,60,42,4,3,2,120,102,4,rot1,11,31.0488
lattigo,14,60,42,4,5,1,60,60,4,enc_dec,0,34.1367
lattigo,14,60,42,4,5,1,60,60,4,rot1,0,29.0388
lattigo,14,60,42,4,5,1,60,60,4,enc_dec,1,34.1337
lattigo,14,60,42,4,5,1,60,60,4,rot1,1,29.0338
lattigo,14,60,42,4,5,1,60,60,4,enc_dec,2,34.1312
lattigo,14,60,42,4,5,1,60,60,4,rot1,2,29.0492
lattigo,14,60,42,4,5,1,60,60,4,enc_dec,3,34.1478
lattigo,14,60,42,4,5,1,60,60,4,rot1,3,29.0401
lattigo,14,60,42,4,5,1,60,60,4,enc_dec,4,34.1166
lattigo,14,60,42,4,5,1,60,60,4,rot1,4,29.0598
lattigo,14,60,42,4,5,1,60,60,4,enc_dec,5,34.1290
lattigo,14,60,42,4,5,1,60,60,4,rot1,5,29.0260
lattigo,14,60,42,4,5,1,60,60,4,enc_dec,6,34.1292
lattigo,14,60,42,4,5,1,60,60,4,rot1,6,29.0413
lattigo,14,60,42,4,5,1,60,60,4,enc_dec,7,34.1306
lattigo,14,60,42,4,5,1,60,60,4,rot1,7,29.0370
lattigo,14,60,42,4,5,1,60,60,4,enc_dec,8,34.1158
lattigo,14,60,42,4,5,1,60,60,4,rot1,8,29.0558
lattigo,14,60,42,4,5,1,60,60,4,enc_dec,9,34.1136
lattigo,14,60,42,4,5,1,60,60,4,rot1,9,29.0409
lattigo,14,60,42,4,5,1,60,60,4,enc_dec,10,34.1287
lattigo,14,60,42,4,5,1,60,60,4,rot1,10,29.0406
lattigo,14,60,42,4,5,1,60,60,4,enc_dec,11,34.1328
lattigo,14,60,42,4,5,1,60,60,4,rot1,11,29.0364
lattigo,14,60,42,5,3,2,120,102,5,enc_dec,0,34.1371
lattigo,14,60,42,5,3,2,120,102,5,rot1,0,31.0880
lattigo,14,60,42,5,3,2,120,102,5,enc_dec,1,34.1283
lattigo,14,60,42,5,3,2,120,102,5,rot1,1,31.0621
lattigo,14,60,42,5,3,2,120,102,5,enc_dec,2,34.1277
lattigo,14,60,42,5,3,2,120,102,5,rot1,2,31.0590
lattigo,14,60,42,5,3,2,120,102,5,enc_dec,3,34.1347
lattigo,14,60,42,5,3,2,120,102,5,rot1,3,31.0695
lattigo,14,60,42,5,3,2,120,102,5,enc_dec,4,34.1158
lattigo,14,60,42,5,3,2,120,102,5,rot1,4,31.0830
lattigo,14,60,42,5,3,2,120,102,5,enc_dec,5,34.1303
lattigo,14,60,42,5,3,2,120,102,5,rot1,5,31.0808
lattigo,14,60,42,5,3,2,120,102,5,enc_dec,6,34.1527
lattigo,14,60,42,5,3,2,120,102,5,rot1,6,31.0592
lattigo,14,60,42,5,3,2,120,102,5,enc_dec,7,34.1158
lattigo,14,60,42,5,3,2,120,102,5,rot1,7,31.0612
lattigo,14,60,42,5,3,2,120,102,5,enc_dec,8,34.1404
lattigo,14,60,42,5,3,2,120,102,5,rot1,8,31.0581
lattigo,14,60,42,5,3,2,120,102,5,enc_dec,9,34.1588
lattigo,14,60,42,5,3,2,120,102,5,rot1,9,31.0656
lattigo,14,60,42,5,3,2,120,102,5,enc_dec,10,34.1221
lattigo,14,60,42,5,3,2,120,102,5,rot1,10,31.0640
lattigo,14,60,42,5,3,2,120,102,5,enc_dec,11,34.1240
lattigo,14,60,42,5,3,2,120,102,5,rot1,11,31.0616
lattigo,14,60,42,5,6,1,60,60,5,enc_dec,0,34.1238
lattigo,14,60,42,5,6,1,60,60,5,rot1,0,29.0609
lattigo,14,60,42,5,6,1,60,60,5,enc_dec,1,34.1272
lattigo,14,60,42,5,6,1,60,60,5,rot1,1,29.0429
lattigo,14,60,42,5,6,1,60,60,5,enc_dec,2,34.1404
lattigo,14,60,42,5,6,1,60,60,5,rot1,2,29.0319
lattigo,14,60,42,5,6,1,60,60,5,enc_dec,3,34.1531
lattigo,14,60,42,5,6,1,60,60,5,rot1,3,29.0499
lattigo,14,60,42,5,6,1,60,60,5,enc_dec,4,34.1149
lattigo,14,60,42,5,6,1,60,60,5,rot1,4,28.9956
lattigo,14,60,42,5,6,1,60,60,5,enc_dec,5,34.1339
lattigo,14,60,42,5,6,1,60,60,5,rot1,5,29.0327
lattigo,14,60,42,5,6,1,60,60,5,enc_dec,6,34.1224
lattigo,14,60,42,5,6,1,60,60,5,rot1,6,29.0300
lattigo,14,60,42,5,6,1,60,60,5,enc_dec,7,34.1224
lattigo,14,60,42,5,6,1,60,60,5,rot1,7,29.0552
lattigo,14,60,42,5,6,1,60,60,5,enc_dec,8,34.1235
lattigo,14,60,42,5,6,1,60,60,5,rot1,8,29.0322
lattigo,14,60,42,5,6,1,60,60,5,enc_dec,9,34.1427
lattigo,14,60,42,5,6,1,60,60,5,rot1,9,29.0328
lattigo,14,60,42,5,6,1,60,60,5,enc_dec,10,34.1354
lattigo,14,60,42,5,6,1,60,60,5,rot1,10,29.0537
lattigo,14,60,42,5,6,1,60,60,5,enc_dec,11,34.1351
lattigo,14,60,42,5,6,1,60,60,5,rot1,11,29.0160
seal,14,60,42,4,5,1,60,60,4,enc_dec,0,34.1206
seal,14,60,42,4,5,1,60,60,4,rot1,0,28.9662
seal,14,60,42,4,5,1,60,60,4,enc_dec,1,34.1018
seal,14,60,42,4,5,1,60,60,4,rot1,1,28.9237
seal,14,60,42,4,5,1,60,60,4,enc_dec,2,34.1115
seal,14,60,42,4,5,1,60,60,4,rot1,2,28.9473
seal,14,60,42,4,5,1,60,60,4,enc_dec,3,34.1214
seal,14,60,42,4,5,1,60,60,4,rot1,3,28.8921
seal,14,60,42,4,5,1,60,60,4,enc_dec,4,34.1064
seal,14,60,42,4,5,1,60,60,4,rot1,4,28.9579
seal,14,60,42,4,5,1,60,60,4,enc_dec,5,34.1147
seal,14,60,42,4,5,1,60,60,4,rot1,5,28.9512
seal,14,60,42,4,5,1,60,60,4,enc_dec,6,34.1160
seal,14,60,42,4,5,1,60,60,4,rot1,6,28.9239
seal,14,60,42,4,5,1,60,60,4,enc_dec,7,34.1119
seal,14,60,42,4,5,1,60,60,4,rot1,7,28.9110
seal,14,60,42,4,5,1,60,60,4,enc_dec,8,34.1028
seal,14,60,42,4,5,1,60,60,4,rot1,8,28.9597
seal,14,60,42,4,5,1,60,60,4,enc_dec,9,34.1195
seal,14,60,42,4,5,1,60,60,4,rot1,9,28.9943
seal,14,60,42,4,5,1,60,60,4,enc_dec,10,34.1311
seal,14,60,42,4,5,1,60,60,4,rot1,10,28.9615
seal,14,60,42,4,5,1,60,60,4,enc_dec,11,34.1314
seal,14,60,42,4,5,1,60,60,4,rot1,11,28.9673
seal,14,60,42,5,6,1,60,60,5,enc_dec,0,34.1282
seal,14,60,42,5,6,1,60,60,5,rot1,0,28.9543
seal,14,60,42,5,6,1,60,60,5,enc_dec,1,34.1243
seal,14,60,42,5,6,1,60,60,5,rot1,1,28.9330
seal,14,60,42,5,6,1,60,60,5,enc_dec,2,34.1265
seal,14,60,42,5,6,1,60,60,5,rot1,2,28.9833
seal,14,60,42,5,6,1,60,60,5,enc_dec,3,34.1345
seal,14,60,42,5,6,1,60,60,5,rot1,3,28.9729
seal,14,60,42,5,6,1,60,60,5,enc_dec,4,34.1221
seal,14,60,42,5,6,1,60,60,5,rot1,4,28.9471
seal,14,60,42,5,6,1,60,60,5,enc_dec,5,34.1169
seal,14,60,42,5,6,1,60,60,5,rot1,5,28.9539
seal,14,60,42,5,6,1,60,60,5,enc_dec,6,34.1269
seal,14,60,42,5,6,1,60,60,5,rot1,6,28.9473
seal,14,60,42,5,6,1,60,60,5,enc_dec,7,34.1051
seal,14,60,42,5,6,1,60,60,5,rot1,7,28.9561
seal,14,60,42,5,6,1,60,60,5,enc_dec,8,34.1291
seal,14,60,42,5,6,1,60,60,5,rot1,8,28.9624
seal,14,60,42,5,6,1,60,60,5,enc_dec,9,34.1089
seal,14,60,42,5,6,1,60,60,5,rot1,9,28.9638
seal,14,60,42,5,6,1,60,60,5,enc_dec,10,34.1002
seal,14,60,42,5,6,1,60,60,5,rot1,10,28.9118
seal,14,60,42,5,6,1,60,60,5,enc_dec,11,34.1179
seal,14,60,42,5,6,1,60,60,5,rot1,11,28.9428
