library,logN,numSlots,q0,delta,residual_L,levelBudget_c2s,levelBudget_s2c,boot_depth,dnum,PCount,logQ_boot,logP_boot,logQP_boot,rep,precision_bits,worst_slot_bits,boot_us,level_in,level_out,level_out_expected,magnitude_ratio,scaling,in_scale_log2,q0_minus_scale_log2,out_scale_log2,correction_factor,setup_us,keygen_us,peak_rss_mb,ok,fail_reason
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,0,15.96689442454867,13.864890252232586,11686580,0,4,4,0.9999893270652579,eph32_K16_mr1_inv0|both,59,1,59,-1,54310437,18929685,15202,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,1,15.967669641713076,13.84823152349303,11725022,0,4,4,0.9999875657517265,eph32_K16_mr1_inv0|both,59,1,59,-1,54310437,18929685,15203,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,2,15.966765849952848,13.845122006829914,12013057,0,4,4,0.9999890523387981,eph32_K16_mr1_inv0|both,59,1,59,-1,54310437,18929685,15524,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,3,15.967061240758005,13.855558631206385,12386753,0,4,4,0.9999878480047576,eph32_K16_mr1_inv0|both,59,1,59,-1,54310437,18929685,16077,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,4,15.967191405283376,13.898699725201922,12101226,0,4,4,0.9999888476622353,eph32_K16_mr1_inv0|both,59,1,59,-1,54310437,18929685,16077,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,5,15.96712284636409,13.852074804703973,12189278,0,4,4,0.9999880993165545,eph32_K16_mr1_inv0|both,59,1,59,-1,54310437,18929685,16077,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,6,15.967679776014156,13.890336934126415,12164886,0,4,4,0.9999878528031562,eph32_K16_mr1_inv0|both,59,1,59,-1,54310437,18929685,16077,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,7,15.966970679181811,13.865462029290825,12007042,0,4,4,0.9999877764397437,eph32_K16_mr1_inv0|both,59,1,59,-1,54310437,18929685,16077,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,8,15.96750935518676,13.818544364834063,11967406,0,4,4,0.9999886007931498,eph32_K16_mr1_inv0|both,59,1,59,-1,54310437,18929685,16077,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,9,15.967079567053743,13.850414412897823,12023805,0,4,4,0.9999872476300036,eph32_K16_mr1_inv0|both,59,1,59,-1,54310437,18929685,16269,1,
lattigo,16,32768,60,58,4,3,4,15,3,7,1016,427,1443,-3,17.905847082624984,15.77046090041286,12756157,0,4,4,0.9999966754338723,eph32_K16_mr2_inv0|both,58,2,58,-1,53858768,19131423,16353,1,
lattigo,16,32768,60,58,4,3,4,15,3,7,1016,427,1443,-2,17.899163759682857,15.720039544789353,12205579,0,4,4,1.0000003629448835,eph32_K16_mr2_inv0|both,58,2,58,-1,53858768,19131423,16353,1,
lattigo,16,32768,60,58,4,3,4,15,3,7,1016,427,1443,-1,17.90606764542397,15.791548937762322,12377061,0,4,4,0.9999968298487747,eph32_K16_mr2_inv0|both,58,2,58,-1,53858768,19131423,16354,1,
lattigo,16,32768,60,58,4,3,4,15,3,7,1016,427,1443,0,17.90054250610576,15.777841083481242,12353921,0,4,4,0.9999973741292556,eph32_K16_mr2_inv0|both,58,2,58,-1,53858768,19131423,16358,1,
lattigo,16,32768,60,58,4,3,4,15,3,7,1016,427,1443,1,17.90432816291361,15.800777897158419,12117217,0,4,4,0.9999979247934639,eph32_K16_mr2_inv0|both,58,2,58,-1,53858768,19131423,16361,1,
lattigo,16,32768,60,58,4,3,4,15,3,7,1016,427,1443,2,17.900972041763367,15.79255300412317,12086482,0,4,4,0.9999956166251498,eph32_K16_mr2_inv0|both,58,2,58,-1,53858768,19131423,16363,1,
lattigo,16,32768,60,58,4,3,4,15,3,7,1016,427,1443,3,17.899380990081912,15.693109106721563,12168420,0,4,4,0.999996391552402,eph32_K16_mr2_inv0|both,58,2,58,-1,53858768,19131423,16363,1,
lattigo,16,32768,60,58,4,3,4,15,3,7,1016,427,1443,4,17.89561678517558,15.749289884476273,12181708,0,4,4,0.9999955333833109,eph32_K16_mr2_inv0|both,58,2,58,-1,53858768,19131423,16369,1,
lattigo,16,32768,60,58,4,3,4,15,3,7,1016,427,1443,5,17.899041610948498,15.800288735656418,12001081,0,4,4,0.9999960618982913,eph32_K16_mr2_inv0|both,58,2,58,-1,53858768,19131423,16370,1,
lattigo,16,32768,60,58,4,3,4,15,3,7,1016,427,1443,6,17.90505504856043,15.764550374104655,11857121,0,4,4,0.9999945067095323,eph32_K16_mr2_inv0|both,58,2,58,-1,53858768,19131423,16370,1,
lattigo,16,32768,60,58,4,3,4,15,3,7,1016,427,1443,7,17.898358567284195,15.693960813848358,11885197,0,4,4,1.000001319311695,eph32_K16_mr2_inv0|both,58,2,58,-1,53858768,19131423,16370,1,
lattigo,16,32768,60,58,4,3,4,15,3,7,1016,427,1443,8,17.90382636494352,15.787022361610394,11831463,0,4,4,0.9999977559375272,eph32_K16_mr2_inv0|both,58,2,58,-1,53858768,19131423,16370,1,
lattigo,16,32768,60,58,4,3,4,15,3,7,1016,427,1443,9,17.90415541237448,15.79560745048308,11890684,0,4,4,0.9999989349324642,eph32_K16_mr2_inv0|both,58,2,58,-1,53858768,19131423,16370,1,
lattigo,16,32768,60,59,4,4,3,15,3,7,1037,427,1464,-3,15.96778680453628,13.89950857772527,12107555,0,4,4,0.9999873433065092,eph32_K16_mr1_inv0|both,59,1,59,-1,50032510,18984661,14026,1,
lattigo,16,32768,60,59,4,4,3,15,3,7,1037,427,1464,-2,15.967319481432165,13.845665239283337,11200022,0,4,4,0.9999880807872736,eph32_K16_mr1_inv0|both,59,1,59,-1,50032510,18984661,14187,1,
lattigo,16,32768,60,59,4,4,3,15,3,7,1037,427,1464,-1,15.967134880336602,13.864326242255883,11167029,0,4,4,0.9999884503819785,eph32_K16_mr1_inv0|both,59,1,59,-1,50032510,18984661,14198,1,
lattigo,16,32768,60,59,4,4,3,15,3,7,1037,427,1464,0,15.967651554693468,13.869836633819256,11137777,0,4,4,0.9999893512969282,eph32_K16_mr1_inv0|both,59,1,59,-1,50032510,18984661,14233,1,
lattigo,16,32768,60,59,4,4,3,15,3,7,1037,427,1464,1,15.96686531617851,13.840773682570132,11067937,0,4,4,0.9999879811487445,eph32_K16_mr1_inv0|both,59,1,59,-1,50032510,18984661,14244,1,
lattigo,16,32768,60,59,4,4,3,15,3,7,1037,427,1464,2,15.966911742803852,13.86905680975407,11052881,0,4,4,0.9999881377957186,eph32_K16_mr1_inv0|both,59,1,59,-1,50032510,18984661,14350,1,
lattigo,16,32768,60,59,4,4,3,15,3,7,1037,427,1464,3,15.967576443043527,13.84986033450456,11444685,0,4,4,0.9999876220464206,eph32_K16_mr1_inv0|both,59,1,59,-1,50032510,18984661,15282,1,
lattigo,16,32768,60,59,4,4,3,15,3,7,1037,427,1464,4,15.96715617258269,13.905280326891484,11005777,0,4,4,0.9999882159926285,eph32_K16_mr1_inv0|both,59,1,59,-1,50032510,18984661,15344,1,
lattigo,16,32768,60,59,4,4,3,15,3,7,1037,427,1464,5,15.966896590688492,13.845144884133962,10930972,0,4,4,0.9999886443519366,eph32_K16_mr1_inv0|both,59,1,59,-1,50032510,18984661,15344,1,
lattigo,16,32768,60,59,4,4,3,15,3,7,1037,427,1464,6,15.967443635676016,13.833653079714075,10962004,0,4,4,0.9999878962995022,eph32_K16_mr1_inv0|both,59,1,59,-1,50032510,18984661,15344,1,
lattigo,16,32768,60,59,4,4,3,15,3,7,1037,427,1464,7,15.966977684719943,13.862807282447566,11177823,0,4,4,0.9999889414059133,eph32_K16_mr1_inv0|both,59,1,59,-1,50032510,18984661,15345,1,
lattigo,16,32768,60,59,4,4,3,15,3,7,1037,427,1464,8,15.966892057346952,13.889143831311273,11326257,0,4,4,0.9999877228307137,eph32_K16_mr1_inv0|both,59,1,59,-1,50032510,18984661,15345,1,
lattigo,16,32768,60,59,4,4,3,15,3,7,1037,427,1464,9,15.966597395884158,13.831439530811487,11409884,0,4,4,0.9999868840694525,eph32_K16_mr1_inv0|both,59,1,59,-1,50032510,18984661,15353,1,
lattigo,16,32768,60,58,4,4,3,15,3,7,1033,427,1460,-3,17.898915157593294,15.734532254928567,11931757,0,4,4,0.999997264281033,eph32_K16_mr2_inv0|both,58,2,58,-1,51797160,19197748,15236,1,
lattigo,16,32768,60,58,4,4,3,15,3,7,1033,427,1460,-2,17.901527194263302,15.631737771763973,11206087,0,4,4,0.9999972282699903,eph32_K16_mr2_inv0|both,58,2,58,-1,51797160,19197748,15749,1,
lattigo,16,32768,60,58,4,4,3,15,3,7,1033,427,1460,-1,17.9021334433682,15.594699014264137,10993426,0,4,4,0.999999384664358,eph32_K16_mr2_inv0|both,58,2,58,-1,51797160,19197748,15829,1,
lattigo,16,32768,60,58,4,4,3,15,3,7,1033,427,1460,0,17.901952458212673,15.762030804138494,11413427,0,4,4,0.999994225294929,eph32_K16_mr2_inv0|both,58,2,58,-1,51797160,19197748,16604,1,
lattigo,16,32768,60,58,4,4,3,15,3,7,1033,427,1460,1,17.899889435187262,15.753290480787529,11032737,0,4,4,0.9999958454913307,eph32_K16_mr2_inv0|both,58,2,58,-1,51797160,19197748,16604,1,
lattigo,16,32768,60,58,4,4,3,15,3,7,1033,427,1460,2,17.906374125670077,15.841994153854738,10791753,0,4,4,0.9999920814083606,eph32_K16_mr2_inv0|both,58,2,58,-1,51797160,19197748,16604,1,
lattigo,16,32768,60,58,4,4,3,15,3,7,1033,427,1460,3,17.900276490504833,15.797183336096904,10775552,0,4,4,0.9999968614681355,eph32_K16_mr2_inv0|both,58,2,58,-1,51797160,19197748,16604,1,
lattigo,16,32768,60,58,4,4,3,15,3,7,1033,427,1460,4,17.899156331358466,15.784262656206232,10785766,0,4,4,0.9999989319135693,eph32_K16_mr2_inv0|both,58,2,58,-1,51797160,19197748,16606,1,
lattigo,16,32768,60,58,4,4,3,15,3,7,1033,427,1460,5,17.900060657041653,15.768832447046147,10834216,0,4,4,0.9999970838286626,eph32_K16_mr2_inv0|both,58,2,58,-1,51797160,19197748,16621,1,
lattigo,16,32768,60,58,4,4,3,15,3,7,1033,427,1460,6,17.902006217684757,15.709268272369783,10867678,0,4,4,0.9999970047163641,eph32_K16_mr2_inv0|both,58,2,58,-1,51797160,19197748,16623,1,
lattigo,16,32768,60,58,4,4,3,15,3,7,1033,427,1460,7,17.899806321661405,15.695834018557258,11160347,0,4,4,0.9999964584728503,eph32_K16_mr2_inv0|both,58,2,58,-1,51797160,19197748,16890,1,
lattigo,16,32768,60,58,4,4,3,15,3,7,1033,427,1460,8,17.902354058418744,15.643774714062495,11105579,0,4,4,0.9999962448763423,eph32_K16_mr2_inv0|both,58,2,58,-1,51797160,19197748,16890,1,
lattigo,16,32768,60,58,4,4,3,15,3,7,1033,427,1460,9,17.90117938215628,15.739402395851993,11156324,0,4,4,0.9999975376128319,eph32_K16_mr2_inv0|both,58,2,58,-1,51797160,19197748,16890,1,
lattigo,16,32768,60,59,4,4,4,16,3,7,1076,427,1503,-3,15.967004537638434,13.868220108176512,12351729,0,4,4,0.9999886677782123,eph32_K16_mr1_inv0|both,59,1,59,-1,38947982,13190078,11754,1,
lattigo,16,32768,60,59,4,4,4,16,3,7,1076,427,1503,-2,15.96692530640899,13.851899499460668,11917548,0,4,4,0.9999879005968196,eph32_K16_mr1_inv0|both,59,1,59,-1,38947982,13190078,11970,1,
lattigo,16,32768,60,59,4,4,4,16,3,7,1076,427,1503,-1,15.967982187694584,13.880555422799423,11824801,0,4,4,0.9999879552361851,eph32_K16_mr1_inv0|both,59,1,59,-1,38947982,13190078,11992,1,
lattigo,16,32768,60,59,4,4,4,16,3,7,1076,427,1503,0,15.966796505859916,13.833429403065171,11988777,0,4,4,0.9999871451369056,eph32_K16_mr1_inv0|both,59,1,59,-1,38947982,13190078,12581,1,
lattigo,16,32768,60,59,4,4,4,16,3,7,1076,427,1503,1,15.96712733764739,13.827874175698101,11566949,0,4,4,0.9999886400449723,eph32_K16_mr1_inv0|both,59,1,59,-1,38947982,13190078,12581,1,
lattigo,16,32768,60,59,4,4,4,16,3,7,1076,427,1503,2,15.967233739047163,13.880762096238259,11570190,0,4,4,0.9999902454432488,eph32_K16_mr1_inv0|both,59,1,59,-1,38947982,13190078,12581,1,
lattigo,16,32768,60,59,4,4,4,16,3,7,1076,427,1503,3,15.966902818277065,13.882459190389431,11581120,0,4,4,0.9999884885554827,eph32_K16_mr1_inv0|both,59,1,59,-1,38947982,13190078,12581,1,
lattigo,16,32768,60,59,4,4,4,16,3,7,1076,427,1503,4,15.96688624595777,13.870611220411122,11722657,0,4,4,0.9999876936235226,eph32_K16_mr1_inv0|both,59,1,59,-1,38947982,13190078,12590,1,
lattigo,16,32768,60,59,4,4,4,16,3,7,1076,427,1503,5,15.966812240005337,13.843429297781864,11574247,0,4,4,0.999988672915118,eph32_K16_mr1_inv0|both,59,1,59,-1,38947982,13190078,12650,1,
lattigo,16,32768,60,59,4,4,4,16,3,7,1076,427,1503,6,15.967100288257365,13.84060683583349,11636787,0,4,4,0.999987405081818,eph32_K16_mr1_inv0|both,59,1,59,-1,38947982,13190078,12957,1,
lattigo,16,32768,60,59,4,4,4,16,3,7,1076,427,1503,7,15.967476386316395,13.83521266051523,11388368,0,4,4,0.9999871026948471,eph32_K16_mr1_inv0|both,59,1,59,-1,38947982,13190078,12957,1,
lattigo,16,32768,60,59,4,4,4,16,3,7,1076,427,1503,8,15.966943557114988,13.848223856521306,11417961,0,4,4,0.9999892530923661,eph32_K16_mr1_inv0|both,59,1,59,-1,38947982,13190078,12957,1,
lattigo,16,32768,60,59,4,4,4,16,3,7,1076,427,1503,9,15.96744648779638,13.850914010309578,11400359,0,4,4,0.999987556169332,eph32_K16_mr1_inv0|both,59,1,59,-1,38947982,13190078,12957,1,
lattigo,16,32768,60,58,4,4,4,16,3,7,1072,427,1499,-3,17.90446324963419,15.819627204385375,11731544,0,4,4,1.0000003668601996,eph32_K16_mr2_inv0|both,58,2,58,-1,39495193,14055883,10693,1,
lattigo,16,32768,60,58,4,4,4,16,3,7,1072,427,1499,-2,17.90046562008095,15.703293562933093,11786258,0,4,4,0.9999984683755381,eph32_K16_mr2_inv0|both,58,2,58,-1,39495193,14055883,11726,1,
lattigo,16,32768,60,58,4,4,4,16,3,7,1072,427,1499,-1,17.90377577530849,15.734766533722938,11627348,0,4,4,0.9999955710012322,eph32_K16_mr2_inv0|both,58,2,58,-1,39495193,14055883,12199,1,
lattigo,16,32768,60,58,4,4,4,16,3,7,1072,427,1499,0,17.897363148623416,15.711952825958939,11569688,0,4,4,0.9999960813383362,eph32_K16_mr2_inv0|both,58,2,58,-1,39495193,14055883,12202,1,
lattigo,16,32768,60,58,4,4,4,16,3,7,1072,427,1499,1,17.90061246425332,15.749823243036168,11661718,0,4,4,0.9999995908904712,eph32_K16_mr2_inv0|both,58,2,58,-1,39495193,14055883,12203,1,
lattigo,16,32768,60,58,4,4,4,16,3,7,1072,427,1499,2,17.89861787142529,15.641800757222518,11690311,0,4,4,0.9999969723135318,eph32_K16_mr2_inv0|both,58,2,58,-1,39495193,14055883,12220,1,
