library,logN,numSlots,q0,delta,residual_L,levelBudget_c2s,levelBudget_s2c,boot_depth,dnum,PCount,logQ_boot,logP_boot,logQP_boot,rep,precision_bits,worst_slot_bits,boot_us,level_in,level_out,level_out_expected,magnitude_ratio,scaling,in_scale_log2,q0_minus_scale_log2,correction_factor,setup_us,keygen_us,peak_rss_mb,ok,fail_reason
openfhe,16,32768,60,59,4,3,3,20,7,4,1476,240,1716,-3,11.243,6.76638,37262888,23,19,20,1.00085,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,11246549,66645854,15845,1,
openfhe,16,32768,60,59,4,3,3,20,7,4,1476,240,1716,-2,11.2481,6.69051,36364109,23,19,20,1.00028,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,11246549,66645854,15846,1,
openfhe,16,32768,60,59,4,3,3,20,7,4,1476,240,1716,-1,11.2382,6.65185,36666159,23,19,20,1.00021,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,11246549,66645854,15846,1,
openfhe,16,32768,60,59,4,3,3,20,7,4,1476,240,1716,0,11.2386,6.74692,38186619,23,19,20,1.00058,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,11246549,66645854,15846,1,
openfhe,16,32768,60,59,4,3,3,20,7,4,1476,240,1716,1,11.2351,6.81007,37505795,23,19,20,1.00071,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,11246549,66645854,15846,1,
openfhe,16,32768,60,59,4,3,3,20,7,4,1476,240,1716,2,11.2398,6.87857,36930371,23,19,20,1.00106,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,11246549,66645854,15846,1,
openfhe,16,32768,60,59,4,3,3,20,7,4,1476,240,1716,3,11.2089,6.59564,36458316,23,19,20,1.00099,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,11246549,66645854,15846,1,
openfhe,16,32768,60,59,4,3,3,20,7,4,1476,240,1716,4,11.2311,6.71314,36591859,23,19,20,1.00072,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,11246549,66645854,15846,1,
openfhe,16,32768,60,59,4,3,3,20,7,4,1476,240,1716,5,11.2407,6.62915,38024904,23,19,20,1.00051,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,11246549,66645854,15846,1,
openfhe,16,32768,60,59,4,3,3,20,7,4,1476,240,1716,6,11.2038,6.608,37781978,23,19,20,1.00102,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,11246549,66645854,15846,1,
openfhe,16,32768,60,59,4,3,3,20,7,4,1476,240,1716,7,11.2342,6.78263,36820947,23,19,20,1.00044,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,11246549,66645854,15846,1,
openfhe,16,32768,60,59,4,3,3,20,7,4,1476,240,1716,8,11.2369,6.79593,36486644,23,19,20,1.00074,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,11246549,66645854,15846,1,
openfhe,16,32768,60,59,4,3,3,20,7,4,1476,240,1716,9,11.2454,6.65971,36464250,23,19,20,1.00112,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,11246549,66645854,15846,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,-3,8.84469,6.44158,37318461,23,19,20,1.00699,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,11070933,64795598,15845,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,-2,8.88787,6.29371,38360435,23,19,20,1.0066,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,11070933,64795598,15845,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,-1,8.85456,6.49513,37233378,23,19,20,1.00914,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,11070933,64795598,15845,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,0,8.86941,6.41549,36797483,23,19,20,1.00578,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,11070933,64795598,15845,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,1,8.87375,6.46564,36348736,23,19,20,1.00465,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,11070933,64795598,15845,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,2,8.80742,6.40961,37406206,23,19,20,1.0051,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,11070933,64795598,15845,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,3,8.87902,6.55069,38275946,23,19,20,1.00539,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,11070933,64795598,15845,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,4,8.8327,6.43842,37220145,23,19,20,1.00547,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,11070933,64795598,15846,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,5,8.84149,6.43124,36805927,23,19,20,1.00722,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,11070933,64795598,15846,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,6,8.83861,6.45399,36404733,23,19,20,1.00736,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,11070933,64795598,15846,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,7,8.871,6.59783,37501957,23,19,20,1.00736,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,11070933,64795598,15846,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,8,8.8969,6.46464,38275200,23,19,20,1.0046,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,11070933,64795598,15846,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,9,8.81897,6.3117,37136762,23,19,20,1.00483,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,11070933,64795598,15846,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,-3,11.1975,5.83765,45462600,24,20,21,1.00098,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,9719420,156268684,30632,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,-2,11.1602,5.9197,43729263,24,20,21,1.00048,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,9719420,156268684,30632,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,-1,11.1755,5.80177,42729023,24,20,21,1.0007,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,9719420,156268684,30633,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,0,11.1808,5.77167,42435274,24,20,21,1.00054,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,9719420,156268684,30633,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,1,11.1813,5.8099,44513350,24,20,21,1.0013,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,9719420,156268684,30633,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,2,11.1773,5.82271,44056913,24,20,21,1.00031,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,9719420,156268684,30633,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,3,11.1719,5.77799,42921002,24,20,21,1.0012,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,9719420,156268684,30633,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,4,11.2049,5.87611,42298449,24,20,21,1.00076,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,9719420,156268684,30633,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,5,11.1806,5.82466,43947374,24,20,21,1.00098,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,9719420,156268684,30633,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,6,11.2034,5.86305,44598825,24,20,21,1.00081,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,9719420,156268684,30633,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,7,11.1741,5.79952,42931853,24,20,21,1.00128,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,9719420,156268684,30633,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,8,11.1976,5.83105,42322500,24,20,21,1.00054,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,9719420,156268684,30633,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,9,11.1825,5.76148,42565844,24,20,21,1.0006,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,9719420,156268684,30633,1,
openfhe,16,32768,60,58,4,3,4,21,9,3,1510,180,1690,-3,8.80716,6.42677,45095643,24,20,21,1.00589,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,9587322,153558297,30633,1,
openfhe,16,32768,60,58,4,3,4,21,9,3,1510,180,1690,-2,8.78952,6.49783,42299376,24,20,21,1.00595,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,9587322,153558297,30633,1,
openfhe,16,32768,60,58,4,3,4,21,9,3,1510,180,1690,-1,8.91777,6.5705,43228712,24,20,21,1.00432,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,9587322,153558297,30633,1,
openfhe,16,32768,60,58,4,3,4,21,9,3,1510,180,1690,0,8.82948,6.40732,45147496,24,20,21,1.00771,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,9587322,153558297,30633,1,
openfhe,16,32768,60,58,4,3,4,21,9,3,1510,180,1690,1,8.7851,6.52105,43249980,24,20,21,1.00415,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,9587322,153558297,30633,1,
openfhe,16,32768,60,58,4,3,4,21,9,3,1510,180,1690,2,8.85467,6.30115,42515628,24,20,21,1.0041,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,9587322,153558297,30633,1,
openfhe,16,32768,60,58,4,3,4,21,9,3,1510,180,1690,3,8.90996,6.56008,42694555,24,20,21,1.0061,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,9587322,153558297,30633,1,
openfhe,16,32768,60,58,4,3,4,21,9,3,1510,180,1690,4,8.82563,6.45399,44815874,24,20,21,1.0044,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,9587322,153558297,30633,1,
openfhe,16,32768,60,58,4,3,4,21,9,3,1510,180,1690,5,8.82005,6.44334,43730111,24,20,21,1.00483,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,9587322,153558297,30633,1,
openfhe,16,32768,60,58,4,3,4,21,9,3,1510,180,1690,6,8.85238,6.42653,42803137,24,20,21,1.00379,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,9587322,153558297,30633,1,
openfhe,16,32768,60,58,4,3,4,21,9,3,1510,180,1690,7,8.84676,6.47533,42268939,24,20,21,1.00877,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,9587322,153558297,30633,1,
openfhe,16,32768,60,58,4,3,4,21,9,3,1510,180,1690,8,8.82677,6.36221,44032994,24,20,21,1.00453,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,9587322,153558297,30633,1,
openfhe,16,32768,60,58,4,3,4,21,9,3,1510,180,1690,9,8.80886,6.52042,44475370,24,20,21,1.0058,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,9587322,153558297,30633,1,
openfhe,16,32768,60,59,4,4,3,21,9,3,1535,180,1715,-3,10.077,6.23852,39656130,24,20,21,1.00239,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,7421521,146426241,28265,1,
openfhe,16,32768,60,59,4,4,3,21,9,3,1535,180,1715,-2,10.0439,6.26727,40321103,24,20,21,1.00272,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,7421521,146426241,28266,1,
openfhe,16,32768,60,59,4,4,3,21,9,3,1535,180,1715,-1,10.0724,6.30861,39796634,24,20,21,1.00228,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,7421521,146426241,28266,1,
openfhe,16,32768,60,59,4,4,3,21,9,3,1535,180,1715,0,10.0982,6.25717,38706855,24,20,21,1.0016,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,7421521,146426241,28266,1,
openfhe,16,32768,60,59,4,4,3,21,9,3,1535,180,1715,1,10.0449,6.49286,38031870,24,20,21,1.00254,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,7421521,146426241,28266,1,
openfhe,16,32768,60,59,4,4,3,21,9,3,1535,180,1715,2,10.0795,6.45409,38481144,24,20,21,1.00192,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,7421521,146426241,28266,1,
openfhe,16,32768,60,59,4,4,3,21,9,3,1535,180,1715,3,10.0496,6.2959,40353075,24,20,21,1.00192,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,7421521,146426241,28266,1,
openfhe,16,32768,60,59,4,4,3,21,9,3,1535,180,1715,4,10.0804,6.18277,39262177,24,20,21,1.00289,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,7421521,146426241,28266,1,
openfhe,16,32768,60,59,4,4,3,21,9,3,1535,180,1715,5,10.1115,6.42239,38590147,24,20,21,1.00236,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,7421521,146426241,28266,1,
openfhe,16,32768,60,59,4,4,3,21,9,3,1535,180,1715,6,10.0824,6.21213,37925164,24,20,21,1.00245,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,7421521,146426241,28266,1,
openfhe,16,32768,60,59,4,4,3,21,9,3,1535,180,1715,7,10.0376,6.29731,38728033,24,20,21,1.00141,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,7421521,146426241,28266,1,
openfhe,16,32768,60,59,4,4,3,21,9,3,1535,180,1715,8,10.0873,6.39286,40345117,24,20,21,1.00246,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,7421521,146426241,28266,1,
openfhe,16,32768,60,59,4,4,3,21,9,3,1535,180,1715,9,10.0613,6.23386,39101757,24,20,21,1.00151,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,7421521,146426241,28266,1,
openfhe,16,32768,60,58,4,4,3,21,9,3,1510,180,1690,-3,10.5606,6.9416,41074415,24,20,21,1.00129,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,7516500,145947473,28265,1,
openfhe,16,32768,60,58,4,4,3,21,9,3,1510,180,1690,-2,10.6603,6.95427,37973923,24,20,21,1.00111,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,7516500,145947473,28266,1,
openfhe,16,32768,60,58,4,4,3,21,9,3,1510,180,1690,-1,10.6737,6.92363,37451537,24,20,21,1.00078,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,7516500,145947473,28266,1,
openfhe,16,32768,60,58,4,4,3,21,9,3,1510,180,1690,0,10.6571,7.03863,37165034,24,20,21,1.00054,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,7516500,145947473,28266,1,
openfhe,16,32768,60,58,4,4,3,21,9,3,1510,180,1690,1,10.6533,7.08525,38489491,24,20,21,1.00183,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,7516500,145947473,28266,1,
openfhe,16,32768,60,58,4,4,3,21,9,3,1510,180,1690,2,10.6438,7.22121,39330850,24,20,21,1.00222,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,7516500,145947473,28266,1,
openfhe,16,32768,60,58,4,4,3,21,9,3,1510,180,1690,3,10.6551,6.74957,37793501,24,20,21,1.00152,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,7516500,145947473,28266,1,
openfhe,16,32768,60,58,4,4,3,21,9,3,1510,180,1690,4,10.6574,7.17578,37382887,24,20,21,1.00048,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,7516500,145947473,28266,1,
openfhe,16,32768,60,58,4,4,3,21,9,3,1510,180,1690,5,10.6664,6.73769,37042486,24,20,21,1.00128,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,7516500,145947473,28266,1,
openfhe,16,32768,60,58,4,4,3,21,9,3,1510,180,1690,6,10.6521,7.18139,38633814,24,20,21,1.00088,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,7516500,145947473,28266,1,
openfhe,16,32768,60,58,4,4,3,21,9,3,1510,180,1690,7,10.6266,6.84083,39209958,24,20,21,1.00107,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,7516500,145947473,28266,1,
openfhe,16,32768,60,58,4,4,3,21,9,3,1510,180,1690,8,10.5916,7.02158,37692289,24,20,21,1.0014,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,7516500,145947473,28266,1,
openfhe,16,32768,60,58,4,4,3,21,9,3,1510,180,1690,9,10.6358,6.77472,37370531,24,20,21,1.00169,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,7516500,145947473,28266,1,
openfhe,16,32768,60,59,4,4,4,22,14,2,1594,120,1714,-3,10.0417,5.78354,51889784,25,21,22,1.00152,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,6086190,188611894,35226,1,
openfhe,16,32768,60,59,4,4,4,22,14,2,1594,120,1714,-2,10.023,5.71901,47820459,25,21,22,1.00351,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,6086190,188611894,35226,1,
openfhe,16,32768,60,59,4,4,4,22,14,2,1594,120,1714,-1,10.0109,5.81169,47576897,25,21,22,1.00165,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,6086190,188611894,35226,1,
openfhe,16,32768,60,59,4,4,4,22,14,2,1594,120,1714,0,10.049,5.94818,50655714,25,21,22,1.00195,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,6086190,188611894,35226,1,
openfhe,16,32768,60,59,4,4,4,22,14,2,1594,120,1714,1,9.98725,5.75128,48885634,25,21,22,1.00164,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,6086190,188611894,35226,1,
openfhe,16,32768,60,59,4,4,4,22,14,2,1594,120,1714,2,10.0015,5.89234,47532772,25,21,22,1.0024,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,6086190,188611894,35226,1,
openfhe,16,32768,60,59,4,4,4,22,14,2,1594,120,1714,3,10.0687,5.78955,48078908,25,21,22,1.00098,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,6086190,188611894,35226,1,
openfhe,16,32768,60,59,4,4,4,22,14,2,1594,120,1714,4,9.98764,5.97968,50843212,25,21,22,1.00281,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,6086190,188611894,35226,1,
openfhe,16,32768,60,59,4,4,4,22,14,2,1594,120,1714,5,10.0103,5.7425,48486278,25,21,22,1.00291,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,6086190,188611894,35226,1,
openfhe,16,32768,60,59,4,4,4,22,14,2,1594,120,1714,6,9.98287,5.8296,47599231,25,21,22,1.00292,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,6086190,188611894,35226,1,
openfhe,16,32768,60,59,4,4,4,22,14,2,1594,120,1714,7,10.0543,5.85234,47610836,25,21,22,1.00246,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,6086190,188611894,35226,1,
openfhe,16,32768,60,59,4,4,4,22,14,2,1594,120,1714,8,9.98552,5.9041,50479314,25,21,22,1.00238,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,6086190,188611894,35226,1,
openfhe,16,32768,60,59,4,4,4,22,14,2,1594,120,1714,9,10.0152,5.59572,48981555,25,21,22,1.00138,FIXEDMANUAL|UNIFORM_TERNARY|both,59,1,7,6086190,188611894,35226,1,
openfhe,16,32768,60,58,4,4,4,22,14,2,1568,120,1688,-3,10.5886,6.05799,51323458,25,21,22,1.0011,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,5897754,188091952,35226,1,
openfhe,16,32768,60,58,4,4,4,22,14,2,1568,120,1688,-2,10.5805,6.12204,49594383,25,21,22,1.00231,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,5897754,188091952,35226,1,
openfhe,16,32768,60,58,4,4,4,22,14,2,1568,120,1688,-1,10.5998,6.14677,47782565,25,21,22,1.0011,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,5897754,188091952,35226,1,
openfhe,16,32768,60,58,4,4,4,22,14,2,1568,120,1688,0,10.585,5.88657,47430499,25,21,22,1.0013,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,5897754,188091952,35226,1,
openfhe,16,32768,60,58,4,4,4,22,14,2,1568,120,1688,1,10.6198,6.17946,50294627,25,21,22,1.00127,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,5897754,188091952,35226,1,
openfhe,16,32768,60,58,4,4,4,22,14,2,1568,120,1688,2,10.5902,6.05442,49236684,25,21,22,1.00142,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,5897754,188091952,35226,1,
openfhe,16,32768,60,58,4,4,4,22,14,2,1568,120,1688,3,10.6059,6.05854,47801879,25,21,22,1.00105,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,5897754,188091952,35226,1,
openfhe,16,32768,60,58,4,4,4,22,14,2,1568,120,1688,4,10.6208,6.11769,47536547,25,21,22,1.0008,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,5897754,188091952,35226,1,
openfhe,16,32768,60,58,4,4,4,22,14,2,1568,120,1688,5,10.5873,6.03476,50576820,25,21,22,1.00225,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,5897754,188091952,35226,1,
openfhe,16,32768,60,58,4,4,4,22,14,2,1568,120,1688,6,10.5898,6.06644,49021924,25,21,22,1.00118,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,5897754,188091952,35226,1,
