library,logN,numSlots,q0,delta,residual_L,levelBudget_c2s,levelBudget_s2c,boot_depth,dnum,PCount,logQ_boot,logP_boot,logQP_boot,rep,precision_bits,worst_slot_bits,boot_us,level_in,level_out,level_out_expected,magnitude_ratio,scaling,in_scale_log2,q0_minus_scale_log2,out_scale_log2,correction_factor,setup_us,keygen_us,peak_rss_mb,ok,fail_reason
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,0,-1,-1,11456867,0,4,4,-1,eph32_K16_mr2_inv0|timing,58,2,58,-1,63575838,14951236,15092,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,1,-1,-1,11212640,0,4,4,-1,eph32_K16_mr2_inv0|timing,58,2,58,-1,63575838,14951236,15092,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,2,-1,-1,11141730,0,4,4,-1,eph32_K16_mr2_inv0|timing,58,2,58,-1,63575838,14951236,15092,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,3,-1,-1,11159092,0,4,4,-1,eph32_K16_mr2_inv0|timing,58,2,58,-1,63575838,14951236,15092,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,4,-1,-1,11194454,0,4,4,-1,eph32_K16_mr2_inv0|timing,58,2,58,-1,63575838,14951236,15092,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,5,-1,-1,11260727,0,4,4,-1,eph32_K16_mr2_inv0|timing,58,2,58,-1,63575838,14951236,15098,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,6,-1,-1,11242693,0,4,4,-1,eph32_K16_mr2_inv0|timing,58,2,58,-1,63575838,14951236,15099,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,7,-1,-1,11165540,0,4,4,-1,eph32_K16_mr2_inv0|timing,58,2,58,-1,63575838,14951236,15099,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,8,-1,-1,11295900,0,4,4,-1,eph32_K16_mr2_inv0|timing,58,2,58,-1,63575838,14951236,15099,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,9,-1,-1,11384380,0,4,4,-1,eph32_K16_mr2_inv0|timing,58,2,58,-1,63575838,14951236,15099,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,-3,17.898436992169064,15.722243811830346,11017562,0,4,4,0.9999967445197405,eph32_K16_mr2_inv0|precision,58,2,58,-1,62703367,14645102,13092,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,-2,17.90233751903085,15.80563171111042,11004204,0,4,4,0.9999973819828889,eph32_K16_mr2_inv0|precision,58,2,58,-1,62703367,14645102,13092,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,-1,17.89675525363539,15.69140607829149,11315814,0,4,4,0.9999956773689994,eph32_K16_mr2_inv0|precision,58,2,58,-1,62703367,14645102,14095,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,0,17.898177930782655,15.812710177593019,11006278,0,4,4,0.9999974837557545,eph32_K16_mr2_inv0|precision,58,2,58,-1,62703367,14645102,14095,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,1,17.898183004469402,15.792419152123347,11021870,0,4,4,0.9999956467320774,eph32_K16_mr2_inv0|precision,58,2,58,-1,62703367,14645102,14095,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,2,17.903368938536588,15.680975012271261,11115525,0,4,4,0.999999278052985,eph32_K16_mr2_inv0|precision,58,2,58,-1,62703367,14645102,14095,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,3,17.903925114324004,15.729906584731136,11031931,0,4,4,0.9999951621483375,eph32_K16_mr2_inv0|precision,58,2,58,-1,62703367,14645102,14096,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,4,17.9021400267639,15.729098294761135,11017224,0,4,4,0.999997982593978,eph32_K16_mr2_inv0|precision,58,2,58,-1,62703367,14645102,14096,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,5,17.90292007803202,15.726427465800818,11426387,0,4,4,0.9999981420572143,eph32_K16_mr2_inv0|precision,58,2,58,-1,62703367,14645102,15038,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,6,17.894681663275637,15.760587617811378,11032070,0,4,4,0.9999976402317607,eph32_K16_mr2_inv0|precision,58,2,58,-1,62703367,14645102,15038,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,7,17.901821628160913,15.745420597735757,11033279,0,4,4,0.9999988364397916,eph32_K16_mr2_inv0|precision,58,2,58,-1,62703367,14645102,15039,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,8,17.900295274686957,15.713712780461634,11124803,0,4,4,0.9999985527711839,eph32_K16_mr2_inv0|precision,58,2,58,-1,62703367,14645102,15039,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,9,17.903452130526805,15.780482950275047,11064879,0,4,4,0.9999978399799371,eph32_K16_mr2_inv0|precision,58,2,58,-1,62703367,14645102,15039,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,-3,-1,-1,11833424,0,4,4,-1,eph32_K16_mr1_inv0|timing,59,1,59,-1,54976375,18322772,14549,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,-2,-1,-1,11796779,0,4,4,-1,eph32_K16_mr1_inv0|timing,59,1,59,-1,54976375,18322772,14549,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,-1,-1,-1,11793136,0,4,4,-1,eph32_K16_mr1_inv0|timing,59,1,59,-1,54976375,18322772,14549,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,0,-1,-1,11899339,0,4,4,-1,eph32_K16_mr1_inv0|timing,59,1,59,-1,54976375,18322772,14549,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,1,-1,-1,12235822,0,4,4,-1,eph32_K16_mr1_inv0|timing,59,1,59,-1,54976375,18322772,15475,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,2,-1,-1,11972771,0,4,4,-1,eph32_K16_mr1_inv0|timing,59,1,59,-1,54976375,18322772,15556,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,3,-1,-1,11799217,0,4,4,-1,eph32_K16_mr1_inv0|timing,59,1,59,-1,54976375,18322772,15556,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,4,-1,-1,11797354,0,4,4,-1,eph32_K16_mr1_inv0|timing,59,1,59,-1,54976375,18322772,15556,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,5,-1,-1,11758404,0,4,4,-1,eph32_K16_mr1_inv0|timing,59,1,59,-1,54976375,18322772,15556,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,6,-1,-1,11810052,0,4,4,-1,eph32_K16_mr1_inv0|timing,59,1,59,-1,54976375,18322772,15556,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,7,-1,-1,11698832,0,4,4,-1,eph32_K16_mr1_inv0|timing,59,1,59,-1,54976375,18322772,15556,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,8,-1,-1,12017254,0,4,4,-1,eph32_K16_mr1_inv0|timing,59,1,59,-1,54976375,18322772,16102,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,9,-1,-1,11714436,0,4,4,-1,eph32_K16_mr1_inv0|timing,59,1,59,-1,54976375,18322772,16102,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,-3,15.96729362215433,13.84940661284015,12127894,0,4,4,0.9999880069586295,eph32_K16_mr1_inv0|precision,59,1,59,-1,54081252,17941077,13605,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,-2,15.967156023546051,13.87120194480945,12347948,0,4,4,0.9999870240127036,eph32_K16_mr1_inv0|precision,59,1,59,-1,54081252,17941077,14161,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,-1,15.966648050881336,13.852990106746002,11943680,0,4,4,0.9999876097945812,eph32_K16_mr1_inv0|precision,59,1,59,-1,54081252,17941077,14162,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,0,15.967094202657977,13.865677376908629,11950522,0,4,4,0.9999891968862427,eph32_K16_mr1_inv0|precision,59,1,59,-1,54081252,17941077,14162,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,1,15.967371670809003,13.868919579640558,11934291,0,4,4,0.9999871150718946,eph32_K16_mr1_inv0|precision,59,1,59,-1,54081252,17941077,14162,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,2,15.966763720532581,13.878192128660471,11901879,0,4,4,0.9999887963228189,eph32_K16_mr1_inv0|precision,59,1,59,-1,54081252,17941077,14162,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,3,15.96749444611194,13.828615931579986,12008589,0,4,4,0.9999875315192571,eph32_K16_mr1_inv0|precision,59,1,59,-1,54081252,17941077,14400,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,4,15.967447642974289,13.84552499301374,12353438,0,4,4,0.9999879826210912,eph32_K16_mr1_inv0|precision,59,1,59,-1,54081252,17941077,15552,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,5,15.967160873593972,13.867692835113093,12211296,0,4,4,0.999990538184847,eph32_K16_mr1_inv0|precision,59,1,59,-1,54081252,17941077,16066,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,6,15.966759449819257,13.857691416233473,11977974,0,4,4,0.999987589997553,eph32_K16_mr1_inv0|precision,59,1,59,-1,54081252,17941077,16066,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,7,15.966922465466538,13.860644106137935,11896015,0,4,4,0.9999894891636243,eph32_K16_mr1_inv0|precision,59,1,59,-1,54081252,17941077,16066,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,8,15.967294121933794,13.834503759605745,11937707,0,4,4,0.9999871725669092,eph32_K16_mr1_inv0|precision,59,1,59,-1,54081252,17941077,16067,1,
lattigo,16,32768,60,59,4,3,4,15,3,7,1020,427,1447,9,15.96697773509505,13.855520193828852,11894386,0,4,4,0.9999871499792335,eph32_K16_mr1_inv0|precision,59,1,59,-1,54081252,17941077,16067,1,
lattigo,16,32768,60,58,4,3,4,15,3,7,1016,427,1443,-3,-1,-1,11880393,0,4,4,-1,eph32_K16_mr2_inv0|timing,58,2,58,-1,54194917,18651655,14582,1,
