library,logN,numSlots,q0,delta,residual_L,levelBudget_c2s,levelBudget_s2c,boot_depth,dnum,PCount,logQ_boot,logP_boot,logQP_boot,rep,precision_bits,worst_slot_bits,boot_us,level_in,level_out,level_out_expected,magnitude_ratio,scaling,in_scale_log2,q0_minus_scale_log2,out_scale_log2,correction_factor,setup_us,keygen_us,peak_rss_mb,ok,fail_reason
lattigo,16,32768,60,58,4,3,3,14,19,1,977,61,1038,7,17.905970030426978,15.755842026343618,25152234,0,4,4,0.9999988776619336,eph32_K16_mr2_inv0|both,58,2,58,-1,52696573,69837444,34975,1,
lattigo,16,32768,60,58,4,3,3,14,19,1,977,61,1038,8,17.899906145644902,15.721332796699924,25059740,0,4,4,0.9999964580615821,eph32_K16_mr2_inv0|both,58,2,58,-1,52696573,69837444,34975,1,
lattigo,16,32768,60,58,4,3,3,14,19,1,977,61,1038,9,17.909462424588238,15.704587667445393,25024063,0,4,4,0.999997911136196,eph32_K16_mr2_inv0|both,58,2,58,-1,52696573,69837444,34975,1,
lattigo,16,32768,60,58,4,3,3,14,10,2,977,122,1099,-3,17.906239808659016,15.657338402076904,15103481,0,4,4,0.9999972241941852,eph32_K16_mr2_inv0|both,58,2,58,-1,54024339,38347263,21821,1,
lattigo,16,32768,60,58,4,3,3,14,10,2,977,122,1099,-2,17.903271610961248,15.765559212289723,14885928,0,4,4,0.999995241710736,eph32_K16_mr2_inv0|both,58,2,58,-1,54024339,38347263,22535,1,
lattigo,16,32768,60,58,4,3,3,14,10,2,977,122,1099,-1,17.903591861451236,15.728761869906604,14605747,0,4,4,0.9999965854088143,eph32_K16_mr2_inv0|both,58,2,58,-1,54024339,38347263,22663,1,
lattigo,16,32768,60,58,4,3,3,14,10,2,977,122,1099,0,17.895128712827102,15.71160129690877,14628452,0,4,4,0.9999965800540099,eph32_K16_mr2_inv0|both,58,2,58,-1,54024339,38347263,22682,1,
lattigo,16,32768,60,58,4,3,3,14,10,2,977,122,1099,1,17.906520896401037,15.768941088500927,14475816,0,4,4,0.9999957166476963,eph32_K16_mr2_inv0|both,58,2,58,-1,54024339,38347263,22683,1,
lattigo,16,32768,60,58,4,3,3,14,10,2,977,122,1099,2,17.903063357401038,15.796878051507413,14461831,0,4,4,0.9999953487094168,eph32_K16_mr2_inv0|both,58,2,58,-1,54024339,38347263,22690,1,
lattigo,16,32768,60,58,4,3,3,14,10,2,977,122,1099,3,17.905564920348613,15.77757053094994,14465609,0,4,4,0.9999980279034115,eph32_K16_mr2_inv0|both,58,2,58,-1,54024339,38347263,22691,1,
lattigo,16,32768,60,58,4,3,3,14,10,2,977,122,1099,4,17.897392073749508,15.72661715607236,14464416,0,4,4,0.9999958058643863,eph32_K16_mr2_inv0|both,58,2,58,-1,54024339,38347263,22693,1,
lattigo,16,32768,60,58,4,3,3,14,10,2,977,122,1099,5,17.900074721593327,15.708733805599216,14559092,0,4,4,0.9999955556226539,eph32_K16_mr2_inv0|both,58,2,58,-1,54024339,38347263,22694,1,
lattigo,16,32768,60,58,4,3,3,14,10,2,977,122,1099,6,17.89957835702609,15.776440156396047,14626020,0,4,4,0.9999960809191614,eph32_K16_mr2_inv0|both,58,2,58,-1,54024339,38347263,22695,1,
lattigo,16,32768,60,58,4,3,3,14,10,2,977,122,1099,7,17.898795886659954,15.755992925347298,14481309,0,4,4,0.9999948771854175,eph32_K16_mr2_inv0|both,58,2,58,-1,54024339,38347263,22696,1,
lattigo,16,32768,60,58,4,3,3,14,10,2,977,122,1099,8,17.90159014692445,15.872202472709866,14492921,0,4,4,0.9999992962577837,eph32_K16_mr2_inv0|both,58,2,58,-1,54024339,38347263,22696,1,
lattigo,16,32768,60,58,4,3,3,14,10,2,977,122,1099,9,17.906107538019743,15.853130694074444,14460405,0,4,4,0.9999970608692937,eph32_K16_mr2_inv0|both,58,2,58,-1,54024339,38347263,22696,1,
lattigo,16,32768,60,58,4,3,3,14,7,3,977,183,1160,-3,17.896913195089972,15.767130130024249,12909850,0,4,4,0.9999980161929876,eph32_K16_mr2_inv0|both,58,2,58,-1,54704677,28324131,17859,1,
lattigo,16,32768,60,58,4,3,3,14,7,3,977,183,1160,-2,17.900423044648814,15.801968706778203,12486020,0,4,4,0.999998760113232,eph32_K16_mr2_inv0|both,58,2,58,-1,54704677,28324131,18203,1,
lattigo,16,32768,60,58,4,3,3,14,7,3,977,183,1160,-1,17.903147919118627,15.59313259334001,12515939,0,4,4,0.9999978595614294,eph32_K16_mr2_inv0|both,58,2,58,-1,54704677,28324131,18678,1,
lattigo,16,32768,60,58,4,3,3,14,7,3,977,183,1160,0,17.903778785484654,15.844913514629171,12712733,0,4,4,0.9999969053832136,eph32_K16_mr2_inv0|both,58,2,58,-1,54704677,28324131,19710,1,
lattigo,16,32768,60,58,4,3,3,14,7,3,977,183,1160,1,17.902246101834677,15.795460175680056,12692215,0,4,4,0.9999983951313572,eph32_K16_mr2_inv0|both,58,2,58,-1,54704677,28324131,20742,1,
lattigo,16,32768,60,58,4,3,3,14,7,3,977,183,1160,2,17.89652810408819,15.83600350945699,12773309,0,4,4,0.9999977140246825,eph32_K16_mr2_inv0|both,58,2,58,-1,54704677,28324131,21428,1,
lattigo,16,32768,60,58,4,3,3,14,7,3,977,183,1160,3,17.899574316739166,15.620770404300995,12388220,0,4,4,0.99999720983236,eph32_K16_mr2_inv0|both,58,2,58,-1,54704677,28324131,21430,1,
lattigo,16,32768,60,58,4,3,3,14,7,3,977,183,1160,4,17.90258907008703,15.740198929272793,12352025,0,4,4,0.999995205951928,eph32_K16_mr2_inv0|both,58,2,58,-1,54704677,28324131,21431,1,
lattigo,16,32768,60,58,4,3,3,14,7,3,977,183,1160,5,17.901004935941824,15.798087089171245,12283741,0,4,4,1.000000129104501,eph32_K16_mr2_inv0|both,58,2,58,-1,54704677,28324131,21431,1,
lattigo,16,32768,60,58,4,3,3,14,7,3,977,183,1160,6,17.90087256562597,15.727073374250917,12270758,0,4,4,0.9999988349661293,eph32_K16_mr2_inv0|both,58,2,58,-1,54704677,28324131,21437,1,
lattigo,16,32768,60,58,4,3,3,14,7,3,977,183,1160,7,17.90562850295556,15.772176311203468,12228795,0,4,4,0.9999970115192139,eph32_K16_mr2_inv0|both,58,2,58,-1,54704677,28324131,21444,1,
lattigo,16,32768,60,58,4,3,3,14,7,3,977,183,1160,8,17.90216399693102,15.730230788463208,12244692,0,4,4,0.9999966467034128,eph32_K16_mr2_inv0|both,58,2,58,-1,54704677,28324131,21451,1,
lattigo,16,32768,60,58,4,3,3,14,7,3,977,183,1160,9,17.898864093711197,15.811572274088867,12329890,0,4,4,0.9999960238241626,eph32_K16_mr2_inv0|both,58,2,58,-1,54704677,28324131,21452,1,
lattigo,16,32768,60,58,4,3,3,14,5,4,977,244,1221,-3,17.90292137902569,15.791961262544797,11948980,0,4,4,0.999998474063174,eph32_K16_mr2_inv0|both,58,2,58,-1,56857158,20917753,16963,1,
lattigo,16,32768,60,58,4,3,3,14,5,4,977,244,1221,-2,17.902723788121605,15.82365305796257,11595342,0,4,4,0.9999987126725571,eph32_K16_mr2_inv0|both,58,2,58,-1,56857158,20917753,16997,1,
lattigo,16,32768,60,58,4,3,3,14,5,4,977,244,1221,-1,17.903649500141398,15.75851945163903,11522423,0,4,4,0.9999953501525579,eph32_K16_mr2_inv0|both,58,2,58,-1,56857158,20917753,17079,1,
lattigo,16,32768,60,58,4,3,3,14,5,4,977,244,1221,0,17.904045082122373,15.819294910473781,11511027,0,4,4,0.9999985795144931,eph32_K16_mr2_inv0|both,58,2,58,-1,56857158,20917753,17231,1,
lattigo,16,32768,60,58,4,3,3,14,5,4,977,244,1221,1,17.902936847185845,15.681501606089775,11543861,0,4,4,0.9999975856189928,eph32_K16_mr2_inv0|both,58,2,58,-1,56857158,20917753,17396,1,
lattigo,16,32768,60,58,4,3,3,14,5,4,977,244,1221,2,17.90450221871344,15.664541477983844,11535836,0,4,4,0.9999942507129193,eph32_K16_mr2_inv0|both,58,2,58,-1,56857158,20917753,17449,1,
lattigo,16,32768,60,58,4,3,3,14,5,4,977,244,1221,3,17.90257116633422,15.65039361543052,11503977,0,4,4,0.9999991581252071,eph32_K16_mr2_inv0|both,58,2,58,-1,56857158,20917753,17529,1,
lattigo,16,32768,60,58,4,3,3,14,5,4,977,244,1221,4,17.906596283182658,15.709254084701701,11500671,0,4,4,0.9999940272774667,eph32_K16_mr2_inv0|both,58,2,58,-1,56857158,20917753,17530,1,
lattigo,16,32768,60,58,4,3,3,14,5,4,977,244,1221,5,17.90206750748778,15.66563495222798,11612776,0,4,4,0.9999952180821792,eph32_K16_mr2_inv0|both,58,2,58,-1,56857158,20917753,17764,1,
lattigo,16,32768,60,58,4,3,3,14,5,4,977,244,1221,6,17.899730243153062,15.646270089285446,11489182,0,4,4,0.9999967743126273,eph32_K16_mr2_inv0|both,58,2,58,-1,56857158,20917753,17764,1,
lattigo,16,32768,60,58,4,3,3,14,5,4,977,244,1221,7,17.90038248837797,15.808701292510074,11443493,0,4,4,0.9999989464256602,eph32_K16_mr2_inv0|both,58,2,58,-1,56857158,20917753,17764,1,
lattigo,16,32768,60,58,4,3,3,14,5,4,977,244,1221,8,17.8991771743741,15.801590745370182,11454289,0,4,4,0.9999949055724137,eph32_K16_mr2_inv0|both,58,2,58,-1,56857158,20917753,17764,1,
lattigo,16,32768,60,58,4,3,3,14,5,4,977,244,1221,9,17.90020473677931,15.70928446680714,11505476,0,4,4,0.9999948366397369,eph32_K16_mr2_inv0|both,58,2,58,-1,56857158,20917753,17765,1,
lattigo,16,32768,60,58,4,3,3,14,4,5,977,305,1282,-3,17.907097907912036,15.796163931611565,11557552,0,4,4,0.9999975382620354,eph32_K16_mr2_inv0|both,58,2,58,-1,58932530,17585299,16505,1,
lattigo,16,32768,60,58,4,3,3,14,4,5,977,305,1282,-2,17.901899629790922,15.600771037063677,11180222,0,4,4,0.9999980973704801,eph32_K16_mr2_inv0|both,58,2,58,-1,58932530,17585299,16734,1,
lattigo,16,32768,60,58,4,3,3,14,4,5,977,305,1282,-1,17.901735116641376,15.591055632352324,11259122,0,4,4,0.9999999726406319,eph32_K16_mr2_inv0|both,58,2,58,-1,58932530,17585299,16806,1,
lattigo,16,32768,60,58,4,3,3,14,4,5,977,305,1282,0,17.906555733588675,15.731230022275719,11379543,0,4,4,0.9999996424450133,eph32_K16_mr2_inv0|both,58,2,58,-1,58932530,17585299,17326,1,
lattigo,16,32768,60,58,4,3,3,14,4,5,977,305,1282,1,17.90387148126157,15.790666980927657,11354493,0,4,4,0.9999973366617796,eph32_K16_mr2_inv0|both,58,2,58,-1,58932530,17585299,17631,1,
lattigo,16,32768,60,58,4,3,3,14,4,5,977,305,1282,2,17.903725136173588,15.829679816624633,11254627,0,4,4,0.999996934768845,eph32_K16_mr2_inv0|both,58,2,58,-1,58932530,17585299,17632,1,
lattigo,16,32768,60,58,4,3,3,14,4,5,977,305,1282,3,17.901871702349517,15.75626735668384,11203249,0,4,4,0.9999933446341143,eph32_K16_mr2_inv0|both,58,2,58,-1,58932530,17585299,17632,1,
lattigo,16,32768,60,58,4,3,3,14,4,5,977,305,1282,4,17.90124410651438,15.707111298571473,11223704,0,4,4,0.9999999852157252,eph32_K16_mr2_inv0|both,58,2,58,-1,58932530,17585299,17633,1,
lattigo,16,32768,60,58,4,3,3,14,4,5,977,305,1282,5,17.903588157871095,15.807771265308569,11221505,0,4,4,0.9999992787938156,eph32_K16_mr2_inv0|both,58,2,58,-1,58932530,17585299,17692,1,
lattigo,16,32768,60,58,4,3,3,14,4,5,977,305,1282,6,17.899268431947984,15.664831521092744,11222138,0,4,4,0.9999990246793066,eph32_K16_mr2_inv0|both,58,2,58,-1,58932530,17585299,17702,1,
lattigo,16,32768,60,58,4,3,3,14,4,5,977,305,1282,7,17.904293075480606,15.799001945512757,11275698,0,4,4,0.9999963331146163,eph32_K16_mr2_inv0|both,58,2,58,-1,58932530,17585299,17704,1,
lattigo,16,32768,60,58,4,3,3,14,4,5,977,305,1282,8,17.90358868682676,15.713136439401506,11282545,0,4,4,0.9999970770320671,eph32_K16_mr2_inv0|both,58,2,58,-1,58932530,17585299,17705,1,
lattigo,16,32768,60,58,4,3,3,14,4,5,977,305,1282,9,17.903361313651576,15.639923915452105,11174852,0,4,4,0.9999972106918501,eph32_K16_mr2_inv0|both,58,2,58,-1,58932530,17585299,17705,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,-3,17.902468257355196,15.76573300865307,11302720,0,4,4,0.9999969992956943,eph32_K16_mr2_inv0|both,58,2,58,-1,62606607,14715735,14106,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,-2,17.90451582891792,15.753519364141352,11063119,0,4,4,0.9999957124116473,eph32_K16_mr2_inv0|both,58,2,58,-1,62606607,14715735,14229,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,-1,17.89888983438475,15.716435015336794,11093328,0,4,4,0.9999959220434078,eph32_K16_mr2_inv0|both,58,2,58,-1,62606607,14715735,14266,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,0,17.902024992226124,15.724776555019666,11073075,0,4,4,0.9999953969009161,eph32_K16_mr2_inv0|both,58,2,58,-1,62606607,14715735,14270,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,1,17.896415996278662,15.773896776072231,11130905,0,4,4,0.9999963066643375,eph32_K16_mr2_inv0|both,58,2,58,-1,62606607,14715735,14445,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,2,17.901274738169825,15.760764786261609,11108053,0,4,4,0.99999617508222,eph32_K16_mr2_inv0|both,58,2,58,-1,62606607,14715735,14496,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,3,17.9007452025921,15.796384720097004,11014901,0,4,4,0.999996292552775,eph32_K16_mr2_inv0|both,58,2,58,-1,62606607,14715735,14496,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,4,17.896744633448897,15.799934908771498,11001931,0,4,4,0.9999998591221756,eph32_K16_mr2_inv0|both,58,2,58,-1,62606607,14715735,14497,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,5,17.896396376231447,15.737348687441091,11053701,0,4,4,0.9999943411632033,eph32_K16_mr2_inv0|both,58,2,58,-1,62606607,14715735,14497,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,6,17.901786200326715,15.782431564985679,10984284,0,4,4,0.9999957971452967,eph32_K16_mr2_inv0|both,58,2,58,-1,62606607,14715735,14497,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,7,17.90468188558126,15.678137362136374,11244962,0,4,4,0.9999975019271611,eph32_K16_mr2_inv0|both,58,2,58,-1,62606607,14715735,15098,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,8,17.90044231424031,15.711021006913926,11138774,0,4,4,0.999995745940771,eph32_K16_mr2_inv0|both,58,2,58,-1,62606607,14715735,15354,1,
lattigo,16,32768,60,58,4,3,3,14,3,7,977,427,1404,9,17.899660764464965,15.68898245702979,11029384,0,4,4,0.9999975930783144,eph32_K16_mr2_inv0|both,58,2,58,-1,62606607,14715735,15355,1,
