library,logN,numSlots,q0,delta,residual_L,levelBudget_c2s,levelBudget_s2c,boot_depth,dnum,PCount,logQ_boot,logP_boot,logQP_boot,rep,precision_bits,worst_slot_bits,boot_us,level_in,level_out,level_out_expected,magnitude_ratio,scaling,in_scale_log2,q0_minus_scale_log2,correction_factor,setup_us,keygen_us,peak_rss_mb,ok,fail_reason
openfhe,16,32768,60,59,4,3,3,20,7,4,1476,240,1716,0,11.2116,7.48701,14994388,23,19,20,1.00029,FIXEDMANUAL|UNIFORM_TERNARY|precision,59,1,7,1794868,5758058,16107,1,
openfhe,16,32768,60,59,4,3,3,20,7,4,1476,240,1716,1,11.2714,7.31406,15416374,23,19,20,1.00097,FIXEDMANUAL|UNIFORM_TERNARY|precision,59,1,7,1794868,5758058,16107,1,
openfhe,16,32768,60,59,4,3,3,20,7,4,1476,240,1716,2,11.2282,7.3681,14017668,23,19,20,1.00118,FIXEDMANUAL|UNIFORM_TERNARY|precision,59,1,7,1794868,5758058,16107,1,
openfhe,16,32768,60,59,4,3,3,20,7,4,1476,240,1716,3,11.2433,7.23692,14306629,23,19,20,1.00068,FIXEDMANUAL|UNIFORM_TERNARY|precision,59,1,7,1794868,5758058,16107,1,
openfhe,16,32768,60,59,4,3,3,20,7,4,1476,240,1716,4,11.2436,7.44585,14671699,23,19,20,1.00056,FIXEDMANUAL|UNIFORM_TERNARY|precision,59,1,7,1794868,5758058,16107,1,
openfhe,16,32768,60,59,4,3,3,20,7,4,1476,240,1716,5,11.2438,7.36525,15559497,23,19,20,1.00067,FIXEDMANUAL|UNIFORM_TERNARY|precision,59,1,7,1794868,5758058,16107,1,
openfhe,16,32768,60,59,4,3,3,20,7,4,1476,240,1716,6,11.2434,7.42039,15611226,23,19,20,1.00179,FIXEDMANUAL|UNIFORM_TERNARY|precision,59,1,7,1794868,5758058,16107,1,
openfhe,16,32768,60,59,4,3,3,20,7,4,1476,240,1716,7,11.2315,7.4333,14495918,23,19,20,1.00067,FIXEDMANUAL|UNIFORM_TERNARY|precision,59,1,7,1794868,5758058,16107,1,
openfhe,16,32768,60,59,4,3,3,20,7,4,1476,240,1716,8,11.2771,7.16551,14929845,23,19,20,1.00048,FIXEDMANUAL|UNIFORM_TERNARY|precision,59,1,7,1794868,5758058,16107,1,
openfhe,16,32768,60,59,4,3,3,20,7,4,1476,240,1716,9,11.2595,7.45984,14820146,23,19,20,1.00066,FIXEDMANUAL|UNIFORM_TERNARY|precision,59,1,7,1794868,5758058,16107,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,-3,-1,-1,13175534,23,19,20,-1,FIXEDMANUAL|UNIFORM_TERNARY|timing,58,2,7,1554837,5658322,16104,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,-2,-1,-1,13503943,23,19,20,-1,FIXEDMANUAL|UNIFORM_TERNARY|timing,58,2,7,1554837,5658322,16104,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,-1,-1,-1,13683046,23,19,20,-1,FIXEDMANUAL|UNIFORM_TERNARY|timing,58,2,7,1554837,5658322,16104,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,0,-1,-1,13323278,23,19,20,-1,FIXEDMANUAL|UNIFORM_TERNARY|timing,58,2,7,1554837,5658322,16104,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,1,-1,-1,14799329,23,19,20,-1,FIXEDMANUAL|UNIFORM_TERNARY|timing,58,2,7,1554837,5658322,16104,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,2,-1,-1,15480299,23,19,20,-1,FIXEDMANUAL|UNIFORM_TERNARY|timing,58,2,7,1554837,5658322,16104,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,3,-1,-1,15396712,23,19,20,-1,FIXEDMANUAL|UNIFORM_TERNARY|timing,58,2,7,1554837,5658322,16104,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,4,-1,-1,15260028,23,19,20,-1,FIXEDMANUAL|UNIFORM_TERNARY|timing,58,2,7,1554837,5658322,16104,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,5,-1,-1,16670689,23,19,20,-1,FIXEDMANUAL|UNIFORM_TERNARY|timing,58,2,7,1554837,5658322,16104,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,6,-1,-1,16302146,23,19,20,-1,FIXEDMANUAL|UNIFORM_TERNARY|timing,58,2,7,1554837,5658322,16104,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,7,-1,-1,16303485,23,19,20,-1,FIXEDMANUAL|UNIFORM_TERNARY|timing,58,2,7,1554837,5658322,16104,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,8,-1,-1,14794884,23,19,20,-1,FIXEDMANUAL|UNIFORM_TERNARY|timing,58,2,7,1554837,5658322,16104,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,9,-1,-1,15395801,23,19,20,-1,FIXEDMANUAL|UNIFORM_TERNARY|timing,58,2,7,1554837,5658322,16104,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,-3,8.83498,6.4093,13092615,23,19,20,1.00519,FIXEDMANUAL|UNIFORM_TERNARY|precision,58,2,7,1526973,5541629,16063,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,-2,8.86857,6.49977,14252724,23,19,20,1.00419,FIXEDMANUAL|UNIFORM_TERNARY|precision,58,2,7,1526973,5541629,16063,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,-1,8.81418,6.40688,14338810,23,19,20,1.00615,FIXEDMANUAL|UNIFORM_TERNARY|precision,58,2,7,1526973,5541629,16087,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,0,8.84231,6.57148,14930056,23,19,20,1.00697,FIXEDMANUAL|UNIFORM_TERNARY|precision,58,2,7,1526973,5541629,16087,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,1,8.80994,6.32257,15432782,23,19,20,1.00598,FIXEDMANUAL|UNIFORM_TERNARY|precision,58,2,7,1526973,5541629,16087,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,2,8.81125,6.48861,15446658,23,19,20,1.00479,FIXEDMANUAL|UNIFORM_TERNARY|precision,58,2,7,1526973,5541629,16087,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,3,8.83738,6.41604,15360034,23,19,20,1.00566,FIXEDMANUAL|UNIFORM_TERNARY|precision,58,2,7,1526973,5541629,16102,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,4,8.8427,6.50062,16393039,23,19,20,1.00521,FIXEDMANUAL|UNIFORM_TERNARY|precision,58,2,7,1526973,5541629,16102,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,5,8.87641,6.39695,14433161,23,19,20,1.00604,FIXEDMANUAL|UNIFORM_TERNARY|precision,58,2,7,1526973,5541629,16102,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,6,8.87596,6.37553,13830207,23,19,20,1.00531,FIXEDMANUAL|UNIFORM_TERNARY|precision,58,2,7,1526973,5541629,16102,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,7,8.90129,6.47549,13896533,23,19,20,1.00607,FIXEDMANUAL|UNIFORM_TERNARY|precision,58,2,7,1526973,5541629,16102,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,8,8.86507,6.5494,14482100,23,19,20,1.00551,FIXEDMANUAL|UNIFORM_TERNARY|precision,58,2,7,1526973,5541629,16102,1,
openfhe,16,32768,60,58,4,3,3,20,7,4,1452,240,1692,9,8.82907,6.30977,14483763,23,19,20,1.00519,FIXEDMANUAL|UNIFORM_TERNARY|precision,58,2,7,1526973,5541629,16102,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,-3,-1,-1,14927484,24,20,21,-1,FIXEDMANUAL|UNIFORM_TERNARY|timing,59,1,7,1486540,12627494,30764,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,-2,-1,-1,14736469,24,20,21,-1,FIXEDMANUAL|UNIFORM_TERNARY|timing,59,1,7,1486540,12627494,30785,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,-1,-1,-1,15557126,24,20,21,-1,FIXEDMANUAL|UNIFORM_TERNARY|timing,59,1,7,1486540,12627494,30791,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,0,-1,-1,15485632,24,20,21,-1,FIXEDMANUAL|UNIFORM_TERNARY|timing,59,1,7,1486540,12627494,30791,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,1,-1,-1,15612035,24,20,21,-1,FIXEDMANUAL|UNIFORM_TERNARY|timing,59,1,7,1486540,12627494,30791,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,2,-1,-1,16806868,24,20,21,-1,FIXEDMANUAL|UNIFORM_TERNARY|timing,59,1,7,1486540,12627494,30791,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,3,-1,-1,16288461,24,20,21,-1,FIXEDMANUAL|UNIFORM_TERNARY|timing,59,1,7,1486540,12627494,30794,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,4,-1,-1,17292187,24,20,21,-1,FIXEDMANUAL|UNIFORM_TERNARY|timing,59,1,7,1486540,12627494,30794,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,5,-1,-1,15935554,24,20,21,-1,FIXEDMANUAL|UNIFORM_TERNARY|timing,59,1,7,1486540,12627494,30794,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,6,-1,-1,15625385,24,20,21,-1,FIXEDMANUAL|UNIFORM_TERNARY|timing,59,1,7,1486540,12627494,30794,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,7,-1,-1,16533513,24,20,21,-1,FIXEDMANUAL|UNIFORM_TERNARY|timing,59,1,7,1486540,12627494,30794,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,8,-1,-1,15307553,24,20,21,-1,FIXEDMANUAL|UNIFORM_TERNARY|timing,59,1,7,1486540,12627494,30794,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,9,-1,-1,15342749,24,20,21,-1,FIXEDMANUAL|UNIFORM_TERNARY|timing,59,1,7,1486540,12627494,30800,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,-3,11.1464,6.06447,14243107,24,20,21,1.00054,FIXEDMANUAL|UNIFORM_TERNARY|precision,59,1,7,1203999,12236719,30835,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,-2,11.1413,6.12282,15960699,24,20,21,1.00091,FIXEDMANUAL|UNIFORM_TERNARY|precision,59,1,7,1203999,12236719,30835,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,-1,11.1229,6.13127,15511255,24,20,21,1.00067,FIXEDMANUAL|UNIFORM_TERNARY|precision,59,1,7,1203999,12236719,30841,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,0,11.1554,6.0925,17767986,24,20,21,1.00132,FIXEDMANUAL|UNIFORM_TERNARY|precision,59,1,7,1203999,12236719,30841,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,1,11.1557,6.10207,16685385,24,20,21,1.00096,FIXEDMANUAL|UNIFORM_TERNARY|precision,59,1,7,1203999,12236719,30841,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,2,11.1392,6.0751,15724383,24,20,21,1.00062,FIXEDMANUAL|UNIFORM_TERNARY|precision,59,1,7,1203999,12236719,30841,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,3,11.1389,6.12526,16089282,24,20,21,1.00098,FIXEDMANUAL|UNIFORM_TERNARY|precision,59,1,7,1203999,12236719,30841,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,4,11.0994,6.11617,16254117,24,20,21,1.00046,FIXEDMANUAL|UNIFORM_TERNARY|precision,59,1,7,1203999,12236719,30841,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,5,11.1275,6.1281,16179605,24,20,21,1.0015,FIXEDMANUAL|UNIFORM_TERNARY|precision,59,1,7,1203999,12236719,30841,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,6,11.1029,6.05121,16597434,24,20,21,1.00081,FIXEDMANUAL|UNIFORM_TERNARY|precision,59,1,7,1203999,12236719,30841,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,7,11.1406,6.08433,16979699,24,20,21,1.00072,FIXEDMANUAL|UNIFORM_TERNARY|precision,59,1,7,1203999,12236719,30841,1,
openfhe,16,32768,60,59,4,3,4,21,9,3,1535,180,1715,8,11.119,6.02348,18055136,24,20,21,1.00094,FIXEDMANUAL|UNIFORM_TERNARY|precision,59,1,7,1203999,12236719,30841,1,
