library,logN,numSlots,q0,delta,residual_L,levelBudget_c2s,levelBudget_s2c,boot_depth,dnum,PCount,logQ_boot,logP_boot,logQP_boot,rep,precision_bits,worst_slot_bits,boot_us,level_in,level_out,level_out_expected,magnitude_ratio,scaling,in_scale_log2,q0_minus_scale_log2,correction_factor,setup_us,keygen_us,peak_rss_mb,ok,fail_reason
openfhe,16,32768,60,58,4,3,3,20,9,3,1452,180,1632,-2,8.85221,6.58148,40441010,23,19,20,1.00567,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,10324651,79873255,18379,1,
openfhe,16,32768,60,58,4,3,3,20,9,3,1452,180,1632,-1,8.84623,6.6084,40391537,23,19,20,1.00703,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,10324651,79873255,18379,1,
openfhe,16,32768,60,58,4,3,3,20,9,3,1452,180,1632,0,8.80539,6.52206,40354934,23,19,20,1.00541,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,10324651,79873255,18379,1,
openfhe,16,32768,60,58,4,3,3,20,9,3,1452,180,1632,1,8.85739,6.42291,40302745,23,19,20,1.0059,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,10324651,79873255,18379,1,
openfhe,16,32768,60,58,4,3,3,20,9,3,1452,180,1632,2,8.82107,6.41432,40356335,23,19,20,1.00568,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,10324651,79873255,18379,1,
openfhe,16,32768,60,58,4,3,3,20,9,3,1452,180,1632,3,8.85697,6.18701,40358796,23,19,20,1.0054,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,10324651,79873255,18379,1,
openfhe,16,32768,60,58,4,3,3,20,9,3,1452,180,1632,4,8.78415,6.48112,40522505,23,19,20,1.00389,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,10324651,79873255,18379,1,
openfhe,16,32768,60,58,4,3,3,20,9,3,1452,180,1632,5,8.83869,6.46815,41449915,23,19,20,1.00429,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,10324651,79873255,18379,1,
openfhe,16,32768,60,58,4,3,3,20,9,3,1452,180,1632,6,8.77901,6.35303,41445648,23,19,20,1.00614,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,10324651,79873255,18379,1,
openfhe,16,32768,60,58,4,3,3,20,9,3,1452,180,1632,7,8.8146,6.33066,40947175,23,19,20,1.007,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,10324651,79873255,18379,1,
openfhe,16,32768,60,58,4,3,3,20,9,3,1452,180,1632,8,8.82721,6.50977,40802440,23,19,20,1.00502,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,10324651,79873255,18379,1,
openfhe,16,32768,60,58,4,3,3,20,9,3,1452,180,1632,9,8.83494,6.47142,40795858,23,19,20,1.00579,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,10324651,79873255,18379,1,
openfhe,16,32768,60,58,4,3,3,20,13,2,1452,120,1572,-3,8.83304,5.86882,48680118,23,19,20,1.00495,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,10037873,112778818,23711,1,
openfhe,16,32768,60,58,4,3,3,20,13,2,1452,120,1572,-2,8.7833,5.65838,47358799,23,19,20,1.00477,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,10037873,112778818,23711,1,
openfhe,16,32768,60,58,4,3,3,20,13,2,1452,120,1572,-1,8.80069,5.84298,47332457,23,19,20,1.00621,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,10037873,112778818,23711,1,
openfhe,16,32768,60,58,4,3,3,20,13,2,1452,120,1572,0,8.83015,5.72824,47357476,23,19,20,1.00573,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,10037873,112778818,23711,1,
openfhe,16,32768,60,58,4,3,3,20,13,2,1452,120,1572,1,8.83312,6.09006,47424645,23,19,20,1.00552,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,10037873,112778818,23711,1,
openfhe,16,32768,60,58,4,3,3,20,13,2,1452,120,1572,2,8.80308,5.89327,47152974,23,19,20,1.00639,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,10037873,112778818,23711,1,
openfhe,16,32768,60,58,4,3,3,20,13,2,1452,120,1572,3,8.8284,5.73206,47497559,23,19,20,1.00667,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,10037873,112778818,23711,1,
openfhe,16,32768,60,58,4,3,3,20,13,2,1452,120,1572,4,8.82044,6.05477,47920594,23,19,20,1.00516,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,10037873,112778818,23711,1,
openfhe,16,32768,60,58,4,3,3,20,13,2,1452,120,1572,5,8.81486,5.93047,47445164,23,19,20,1.0046,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,10037873,112778818,23711,1,
openfhe,16,32768,60,58,4,3,3,20,13,2,1452,120,1572,6,8.80031,5.76346,46814350,23,19,20,1.00574,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,10037873,112778818,23711,1,
openfhe,16,32768,60,58,4,3,3,20,13,2,1452,120,1572,7,8.81777,5.99303,46845227,23,19,20,1.00605,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,10037873,112778818,23711,1,
openfhe,16,32768,60,58,4,3,3,20,13,2,1452,120,1572,8,8.87177,5.71315,46724980,23,19,20,1.00447,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,10037873,112778818,23711,1,
openfhe,16,32768,60,58,4,3,3,20,13,2,1452,120,1572,9,8.80585,6.19675,46834124,23,19,20,1.00663,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,10037873,112778818,23711,1,
openfhe,16,32768,60,58,4,3,3,20,25,1,1452,60,1512,-3,8.7718,3.97308,70852639,23,19,20,1.00458,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,9283335,209576275,40238,1,
openfhe,16,32768,60,58,4,3,3,20,25,1,1452,60,1512,-2,8.73694,4.13133,71507280,23,19,20,1.00452,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,9283335,209576275,40238,1,
openfhe,16,32768,60,58,4,3,3,20,25,1,1452,60,1512,-1,8.77731,3.83533,71645156,23,19,20,1.00781,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,9283335,209576275,40238,1,
openfhe,16,32768,60,58,4,3,3,20,25,1,1452,60,1512,0,8.76214,3.99567,71576815,23,19,20,1.00607,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,9283335,209576275,40238,1,
openfhe,16,32768,60,58,4,3,3,20,25,1,1452,60,1512,1,8.7548,4.04575,71690606,23,19,20,1.00427,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,9283335,209576275,40238,1,
openfhe,16,32768,60,58,4,3,3,20,25,1,1452,60,1512,2,8.71621,4.12627,71887307,23,19,20,1.00519,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,9283335,209576275,40238,1,
openfhe,16,32768,60,58,4,3,3,20,25,1,1452,60,1512,3,8.82892,3.95155,71246561,23,19,20,1.00627,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,9283335,209576275,40238,1,
openfhe,16,32768,60,58,4,3,3,20,25,1,1452,60,1512,4,8.76522,4.05259,71226716,23,19,20,1.00627,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,9283335,209576275,40238,1,
openfhe,16,32768,60,58,4,3,3,20,25,1,1452,60,1512,5,8.73187,3.97657,71259171,23,19,20,1.00567,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,9283335,209576275,40238,1,
openfhe,16,32768,60,58,4,3,3,20,25,1,1452,60,1512,6,8.7669,4.09382,71526023,23,19,20,1.00498,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,9283335,209576275,40238,1,
openfhe,16,32768,60,58,4,3,3,20,25,1,1452,60,1512,7,8.75404,4.02728,71273507,23,19,20,1.00657,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,9283335,209576275,40238,1,
openfhe,16,32768,60,58,4,3,3,20,25,1,1452,60,1512,8,8.75151,3.91637,70886550,23,19,20,1.00615,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,9283335,209576275,40238,1,
openfhe,16,32768,60,58,4,3,3,20,25,1,1452,60,1512,9,8.72423,4.10279,70431116,23,19,20,1.006,FIXEDMANUAL|UNIFORM_TERNARY|both,58,2,7,9283335,209576275,40238,1,
