library,exp,logN,q0,delta,depth,dnum,PCount,logP,logQ,logQP,bound,margin,maxLevel,level,op,mean_us,std_us,reps,digits,ok,err
openfhe,7,14,60,42,6,4,2,120,312,432,438,6,6,2,mul_cc_rlk,8817.475,36.320,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
openfhe,7,14,60,42,6,4,2,120,312,432,438,6,6,2,relin,8368.869,21.897,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
openfhe,7,14,60,42,6,4,2,120,312,432,438,6,6,2,rescale,1497.185,9.825,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
openfhe,7,14,60,42,6,4,2,120,312,432,438,6,6,2,rot1,8131.118,36.830,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
openfhe,7,14,60,42,6,4,2,120,312,432,438,6,6,1,add_cc,76.957,2.416,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
openfhe,7,14,60,42,6,4,2,120,312,432,438,6,6,1,add_cp,57.602,2.010,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
openfhe,7,14,60,42,6,4,2,120,312,432,438,6,6,1,mul_cp,179.382,4.379,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
openfhe,7,14,60,42,6,4,2,120,312,432,438,6,6,1,mul_cc,444.521,9.085,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
openfhe,7,14,60,42,6,4,2,120,312,432,438,6,6,1,mul_cc_rlk,4783.395,38.096,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
openfhe,7,14,60,42,6,4,2,120,312,432,438,6,6,1,relin,4631.639,32.135,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
openfhe,7,14,60,42,6,4,2,120,312,432,438,6,6,1,rescale,874.067,16.564,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
openfhe,7,14,60,42,6,4,2,120,312,432,438,6,6,1,rot1,4415.544,14.823,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,6,add_cc,160.805,7.496,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,6,add_cp,132.075,5.231,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,6,mul_cp,318.806,11.444,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,6,mul_cc,704.318,18.539,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,6,mul_cc_rlk,13217.463,80.846,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,6,relin,12464.495,82.318,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,6,rescale,2251.843,22.411,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,6,rot1,12448.570,28.830,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,5,add_cc,143.825,7.095,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,5,add_cp,116.543,4.634,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,5,mul_cp,328.966,9.109,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,5,mul_cc,721.245,14.421,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,5,mul_cc_rlk,9958.943,251.902,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,5,relin,9139.184,45.852,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,5,rescale,1929.194,22.664,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,5,rot1,9142.004,28.844,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,4,add_cc,120.004,6.374,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,4,add_cp,94.726,4.377,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,4,mul_cp,273.528,9.431,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,4,mul_cc,599.594,18.109,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,4,mul_cc_rlk,8972.593,84.046,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,4,relin,8385.348,71.581,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,4,rescale,1665.963,21.091,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,4,rot1,8373.038,25.530,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,3,add_cc,93.399,4.599,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,3,add_cp,65.724,3.366,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,3,mul_cp,214.674,8.276,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,3,mul_cc,475.169,14.072,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,3,mul_cc_rlk,6153.158,24.309,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,3,relin,5702.686,82.980,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,3,rescale,1331.502,19.020,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,3,rot1,5679.188,25.433,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,2,add_cc,60.600,6.547,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,2,add_cp,38.829,3.410,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,2,mul_cp,155.664,5.608,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,2,mul_cc,351.089,12.222,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,2,mul_cc_rlk,5182.047,26.882,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,2,relin,4820.997,29.835,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,2,rescale,1000.379,16.675,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,2,rot1,4827.544,53.873,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,1,add_cc,32.184,3.039,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,1,add_cp,21.444,2.540,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,1,mul_cp,101.576,3.583,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,1,mul_cc,226.641,6.960,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,1,mul_cc_rlk,3049.852,21.687,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,1,relin,2808.503,26.944,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,1,rescale,664.150,12.343,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,1,rot1,2809.364,15.649,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,6,add_cc,273.398,12.088,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,6,add_cp,170.875,5.211,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,6,mul_cp,813.220,12.648,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,6,mul_cc,1661.359,15.090,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,6,mul_cc_rlk,15595.148,316.427,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,6,relin,14038.717,66.251,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,6,rescale,2579.484,21.874,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,6,rot1,14043.720,44.878,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,5,add_cc,230.996,8.300,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,5,add_cp,147.005,5.332,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,5,mul_cp,692.848,14.189,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,5,mul_cc,1422.123,12.971,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,5,mul_cc_rlk,12422.418,256.023,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,5,relin,10899.563,52.090,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,5,rescale,2250.169,101.248,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,5,rot1,10973.230,33.951,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,4,add_cc,185.791,6.582,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,4,add_cp,118.651,4.745,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,4,mul_cp,566.395,11.379,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,4,mul_cc,1182.493,11.202,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,4,mul_cc_rlk,9902.941,1003.143,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,4,relin,8211.271,32.893,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,4,rescale,1788.910,17.322,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,4,rot1,8261.480,20.918,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,3,add_cc,140.433,5.950,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,3,add_cp,87.266,3.693,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,3,mul_cp,442.498,9.011,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,3,mul_cc,940.513,7.658,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,3,mul_cc_rlk,6768.020,30.137,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,3,relin,5907.157,21.139,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,3,rescale,1402.720,7.723,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,3,rot1,5958.566,13.651,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,2,add_cc,97.367,4.955,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,2,add_cp,58.035,2.735,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,2,mul_cp,322.575,6.994,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,2,mul_cc,696.211,6.911,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,2,mul_cc_rlk,4614.352,72.971,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,2,relin,3970.931,22.694,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,2,rescale,1019.255,6.925,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,2,rot1,4005.611,35.462,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,1,add_cc,58.128,1.497,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,1,add_cp,35.604,1.816,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,1,mul_cp,210.384,4.084,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,1,mul_cc,452.016,4.379,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,1,mul_cc_rlk,2824.497,46.008,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,1,relin,2382.597,11.730,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,1,rescale,646.956,9.948,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,1,rot1,2410.519,14.863,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,1,
