library,exp,logN,q0,delta,depth,dnum,PCount,logP,logQ,logQP,bound,margin,maxLevel,level,op,mean_us,std_us,reps,digits,threads,nthreads,ok,err
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,4,mul_cp,225.282,6.942,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,4,mul_cc,492.697,11.129,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,4,mul_cc_rlk,7893.329,23.668,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,4,relin,7400.932,23.042,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,4,rescale,1608.388,11.149,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,4,rot1,7419.551,30.966,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,3,add_cc,91.573,3.679,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,3,add_cp,67.175,2.580,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,3,mul_cp,214.097,5.841,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,3,mul_cc,472.770,8.690,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,3,mul_cc_rlk,7286.258,31.014,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,3,relin,6809.929,24.820,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,3,rescale,1331.775,12.671,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,3,rot1,6813.522,32.064,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,2,add_cc,60.520,2.898,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,2,add_cp,38.687,1.766,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,2,mul_cp,157.097,4.903,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,2,mul_cc,350.102,8.216,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,2,mul_cc_rlk,4415.714,14.185,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,2,relin,4126.843,11.972,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,2,rescale,965.678,11.822,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,2,rot1,4127.945,13.725,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,1,add_cc,33.166,3.397,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,1,add_cp,23.159,2.137,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,1,mul_cp,100.557,3.785,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,1,mul_cc,225.691,4.869,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,1,mul_cc_rlk,3779.941,23.950,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,1,relin,3532.989,20.119,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,1,rescale,664.966,8.477,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
lattigo,7,14,60,42,4,2,3,180,228,408,438,30,4,1,rot1,3537.647,14.305,30,L4=2;L3=2;L2=1;L1=1,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,4,add_cc,191.410,8.414,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,4,add_cp,120.134,4.546,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,4,mul_cp,567.896,11.197,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,4,mul_cc,1186.432,15.667,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,4,mul_cc_rlk,9272.027,28.886,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,4,relin,8211.478,25.734,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,4,rescale,1786.099,14.809,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,4,rot1,8286.533,65.301,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,3,add_cc,152.022,5.905,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,3,add_cp,89.059,4.112,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,3,mul_cp,442.017,7.072,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,3,mul_cc,940.835,8.062,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,3,mul_cc_rlk,6739.863,26.599,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,3,relin,5904.894,32.187,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,3,rescale,1402.236,10.253,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,3,rot1,5933.543,11.824,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,2,add_cc,98.235,5.387,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,2,add_cp,59.990,3.492,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,2,mul_cp,320.667,5.306,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,2,mul_cc,697.578,11.843,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,2,mul_cc_rlk,4603.387,24.676,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,2,relin,3964.414,27.252,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,2,rescale,1018.882,8.317,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,2,rot1,3998.965,22.115,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,1,add_cc,59.893,3.327,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,1,add_cp,34.662,2.459,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,1,mul_cp,208.664,2.669,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,1,mul_cc,450.529,6.685,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,1,mul_cc_rlk,2805.131,17.129,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,1,relin,2383.303,14.096,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,1,rescale,641.993,6.528,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
seal,7,14,60,42,4,5,1,60,228,288,438,150,4,1,rot1,2405.417,14.505,30,L4=5;L3=4;L2=3;L1=2,1t,1,1,
