library,logN,q0,delta,depth,dnum,PCount,logP,maxDigitBits,level,path,rep,bits
openfhe,15,60,45,13,5,3,180,150,13,rot1,1,31.1207
openfhe,15,60,45,13,5,3,180,150,13,enc_dec,2,33.3232
openfhe,15,60,45,13,5,3,180,150,13,rot1,2,29.1294
openfhe,15,60,45,13,5,3,180,150,13,enc_dec,3,33.3140
openfhe,15,60,45,13,5,3,180,150,13,rot1,3,30.3444
openfhe,15,60,45,13,5,3,180,150,13,enc_dec,4,33.3165
openfhe,15,60,45,13,5,3,180,150,13,rot1,4,30.5775
openfhe,15,60,45,13,7,2,120,105,13,enc_dec,0,33.3248
openfhe,15,60,45,13,7,2,120,105,13,rot1,0,31.2970
openfhe,15,60,45,13,7,2,120,105,13,enc_dec,1,33.3271
openfhe,15,60,45,13,7,2,120,105,13,rot1,1,31.5770
openfhe,15,60,45,13,7,2,120,105,13,enc_dec,2,33.3141
openfhe,15,60,45,13,7,2,120,105,13,rot1,2,31.7450
openfhe,15,60,45,13,7,2,120,105,13,enc_dec,3,33.3105
openfhe,15,60,45,13,7,2,120,105,13,rot1,3,31.2218
openfhe,15,60,45,13,7,2,120,105,13,enc_dec,4,33.3066
openfhe,15,60,45,13,7,2,120,105,13,rot1,4,30.6549
openfhe,15,60,45,13,14,1,60,60,13,enc_dec,0,33.3311
openfhe,15,60,45,13,14,1,60,60,13,rot1,0,31.3347
openfhe,15,60,45,13,14,1,60,60,13,enc_dec,1,33.3146
openfhe,15,60,45,13,14,1,60,60,13,rot1,1,31.2576
openfhe,15,60,45,13,14,1,60,60,13,enc_dec,2,33.3232
openfhe,15,60,45,13,14,1,60,60,13,rot1,2,30.4932
openfhe,15,60,45,13,14,1,60,60,13,enc_dec,3,33.3271
openfhe,15,60,45,13,14,1,60,60,13,rot1,3,30.7600
openfhe,15,60,45,13,14,1,60,60,13,enc_dec,4,33.3299
openfhe,15,60,45,13,14,1,60,60,13,rot1,4,31.5274
lattigo,15,60,40,13,7,2,120,100,13,enc_dec,0,31.6240
lattigo,15,60,40,13,7,2,120,100,13,rot1,0,28.0750
lattigo,15,60,40,13,7,2,120,100,13,enc_dec,1,31.6424
lattigo,15,60,40,13,7,2,120,100,13,rot1,1,28.0800
lattigo,15,60,40,13,7,2,120,100,13,enc_dec,2,31.6259
lattigo,15,60,40,13,7,2,120,100,13,rot1,2,28.0584
lattigo,15,60,40,13,7,2,120,100,13,enc_dec,3,31.6355
lattigo,15,60,40,13,7,2,120,100,13,rot1,3,28.0866
lattigo,15,60,40,13,7,2,120,100,13,enc_dec,4,31.6406
lattigo,15,60,40,13,7,2,120,100,13,rot1,4,28.0816
seal,15,60,40,13,14,1,60,60,13,enc_dec,0,31.6122
seal,15,60,40,13,14,1,60,60,13,rot1,0,25.9643
seal,15,60,40,13,14,1,60,60,13,enc_dec,1,31.6191
seal,15,60,40,13,14,1,60,60,13,rot1,1,25.9724
seal,15,60,40,13,14,1,60,60,13,enc_dec,2,31.6171
seal,15,60,40,13,14,1,60,60,13,rot1,2,25.9719
seal,15,60,40,13,14,1,60,60,13,enc_dec,3,31.6090
seal,15,60,40,13,14,1,60,60,13,rot1,3,25.9632
seal,15,60,40,13,14,1,60,60,13,enc_dec,4,31.6213
seal,15,60,40,13,14,1,60,60,13,rot1,4,25.9909
