library,exp,logN,q0,delta,depth,dnum,PCount,logP,logQ,logQP,bound,margin,maxLevel,level,op,mean_us,std_us,reps,digits,ok,err
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,12,rescale,8824.883,155.571,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,12,rot1,49648.516,421.378,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,11,add_cc,587.571,16.384,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,11,add_cp,475.892,10.361,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,11,mul_cp,1187.383,26.663,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,11,mul_cc,2600.204,59.117,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,11,mul_cc_rlk,51008.214,781.803,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,11,relin,46139.336,488.225,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,11,rescale,8136.503,58.919,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,11,rot1,46163.429,403.382,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,10,add_cc,531.265,11.340,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,10,add_cp,435.942,10.350,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,10,mul_cp,1099.742,31.362,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,10,mul_cc,2393.582,44.052,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,10,mul_cc_rlk,48802.208,452.704,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,10,relin,45443.137,359.150,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,10,rescale,7485.827,140.331,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,10,rot1,45052.829,385.804,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,9,add_cc,478.696,10.976,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,9,add_cp,394.698,9.065,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,9,mul_cp,995.358,29.537,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,9,mul_cc,2110.730,30.824,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,9,mul_cc_rlk,36055.503,349.077,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,9,relin,32598.703,293.112,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,9,rescale,6823.489,143.743,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,9,rot1,32593.244,306.957,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,8,add_cc,434.563,11.142,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,8,add_cp,355.447,8.665,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,8,mul_cp,885.103,21.391,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,8,mul_cc,1937.830,39.525,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,8,mul_cc_rlk,33087.092,487.259,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,8,relin,30059.609,327.500,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,8,rescale,6106.723,40.133,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,8,rot1,29908.461,272.770,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,7,add_cc,396.255,17.952,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,7,add_cp,324.704,12.199,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,7,mul_cp,777.991,15.870,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,7,mul_cc,1681.469,23.342,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,7,mul_cc_rlk,29971.749,329.013,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,7,relin,27574.475,313.671,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,7,rescale,5425.320,35.701,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,7,rot1,27720.802,395.854,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,6,add_cc,339.583,9.924,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,6,add_cp,279.639,8.609,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,6,mul_cp,682.927,20.217,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,6,mul_cc,1463.688,22.054,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,6,mul_cc_rlk,27072.876,259.247,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,6,relin,25028.410,329.161,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,6,rescale,4747.823,26.651,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,6,rot1,24866.141,247.099,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,5,add_cc,321.867,10.944,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,5,add_cp,250.188,7.236,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,5,mul_cp,710.004,13.228,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,5,mul_cc,1535.621,19.961,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,5,mul_cc_rlk,25285.606,1044.115,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,5,relin,22762.683,170.273,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,5,rescale,4066.503,11.764,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,5,rot1,23015.234,560.395,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,4,add_cc,259.419,8.217,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,4,add_cp,201.554,5.606,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,4,mul_cp,584.352,12.928,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,4,mul_cc,1272.782,20.446,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,4,mul_cc_rlk,17583.687,126.626,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,4,relin,15189.502,161.848,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,4,rescale,3526.973,17.453,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,4,rot1,15252.074,198.908,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,3,add_cc,186.322,6.529,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,3,add_cp,152.115,4.209,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,3,mul_cp,376.347,12.171,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,3,mul_cc,815.044,16.619,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,3,mul_cc_rlk,14282.642,98.808,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,3,relin,13632.580,270.567,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,3,rescale,2738.380,130.479,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,3,rot1,13439.792,102.989,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,2,add_cc,144.412,5.566,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,2,add_cp,120.390,3.829,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,2,mul_cp,340.893,8.959,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,2,mul_cc,746.157,14.977,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,2,mul_cc_rlk,12900.540,331.362,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,2,relin,11671.940,29.431,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,2,rescale,2050.742,42.224,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,2,rot1,11669.275,27.791,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,1,add_cc,93.253,3.338,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,1,add_cp,68.696,3.026,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,1,mul_cp,220.221,8.046,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,1,mul_cc,462.380,37.815,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,1,mul_cc_rlk,10397.395,38.905,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,1,relin,9986.413,47.739,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,1,rescale,1366.799,17.660,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
lattigo,3,15,60,40,13,3,5,300,580,880,881,1,13,1,rot1,10067.996,136.867,30,L13=3;L12=3;L11=3;L10=3;L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1,1,
