library,exp,logN,q0,delta,depth,dnum,PCount,logP,logQ,logQP,bound,margin,maxLevel,level,op,mean_us,std_us,reps,digits,threads,nthreads,ok,err
openfhe,7,14,60,42,6,4,2,120,312,432,438,6,6,1,mul_cc,576.142,22.875,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
openfhe,7,14,60,42,6,4,2,120,312,432,438,6,6,1,mul_cc_rlk,4219.706,1787.391,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
openfhe,7,14,60,42,6,4,2,120,312,432,438,6,6,1,relin,3925.370,1616.401,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
openfhe,7,14,60,42,6,4,2,120,312,432,438,6,6,1,rescale,904.288,58.063,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
openfhe,7,14,60,42,6,4,2,120,312,432,438,6,6,1,rot1,3994.164,1897.016,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,6,add_cc,363.604,1097.828,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,6,add_cp,134.429,4.007,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,6,mul_cp,325.447,10.625,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,6,mul_cc,719.066,18.297,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,6,mul_cc_rlk,13327.990,255.262,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,6,relin,12597.688,289.776,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,6,rescale,2259.536,22.015,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,6,rot1,12572.757,166.500,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,5,add_cc,139.228,6.358,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,5,add_cp,127.876,4.446,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,5,mul_cp,289.540,13.898,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,5,mul_cc,597.859,15.623,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,5,mul_cc_rlk,10829.123,2112.046,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,5,relin,9205.968,67.474,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,5,rescale,1993.072,279.375,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,5,rot1,9216.882,50.994,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,4,add_cc,114.985,5.385,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,4,add_cp,94.291,7.544,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,4,mul_cp,231.504,9.082,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,4,mul_cc,486.695,13.287,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,4,mul_cc_rlk,8682.084,205.167,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,4,relin,8125.781,88.910,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,4,rescale,1618.651,22.523,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,4,rot1,8140.139,33.295,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,3,add_cc,90.133,6.706,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,3,add_cp,66.969,3.068,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,3,mul_cp,181.564,5.052,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,3,mul_cc,392.221,9.866,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,3,mul_cc_rlk,5942.513,93.645,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,3,relin,5517.225,54.111,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,3,rescale,1291.774,18.720,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,3,rot1,5543.552,137.764,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,2,add_cc,62.122,3.871,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,2,add_cp,42.231,3.762,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,2,mul_cp,157.368,4.733,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,2,mul_cc,317.530,29.399,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,2,mul_cc_rlk,4977.083,30.614,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,2,relin,4687.637,129.421,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,2,rescale,971.292,18.217,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,2,rot1,4672.804,19.166,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,1,add_cc,34.238,3.791,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,1,add_cp,22.066,1.321,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,1,mul_cp,91.501,3.829,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,1,mul_cc,192.589,7.296,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,1,mul_cc_rlk,2916.437,28.615,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,1,relin,2704.555,22.078,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,1,rescale,647.057,12.010,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
lattigo,7,14,60,42,6,4,2,120,312,432,438,6,6,1,rot1,2737.151,94.653,30,L6=4;L5=3;L4=3;L3=2;L2=2;L1=1,mt,16,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,6,add_cc,279.323,15.060,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,6,add_cp,177.970,6.915,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,6,mul_cp,819.125,11.239,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,6,mul_cc,1672.414,27.761,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,6,mul_cc_rlk,15671.620,93.925,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,6,relin,14070.235,50.522,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,6,rescale,2609.499,47.384,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,6,rot1,14208.719,177.969,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,5,add_cc,238.154,11.298,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,5,add_cp,145.612,6.540,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,5,mul_cp,696.550,16.604,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,5,mul_cc,1428.054,12.811,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,5,mul_cc_rlk,12206.147,71.452,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,5,relin,10968.173,54.978,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,5,rescale,2191.239,17.398,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,5,rot1,10999.063,45.094,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,4,add_cc,195.754,9.194,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,4,add_cp,121.004,3.895,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,4,mul_cp,571.338,12.236,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,4,mul_cc,1188.925,14.894,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,4,mul_cc_rlk,9317.667,29.734,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,4,relin,8251.645,25.687,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,4,rescale,1799.855,29.860,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,4,rot1,8286.772,21.695,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,3,add_cc,142.607,6.478,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,3,add_cp,89.141,5.243,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,3,mul_cp,450.681,25.565,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,3,mul_cc,944.170,6.504,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,3,mul_cc_rlk,6790.278,32.809,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,3,relin,5933.472,14.649,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,3,rescale,1402.744,14.743,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,3,rot1,5984.257,24.229,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,2,add_cc,96.502,6.542,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,2,add_cp,55.487,2.285,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,2,mul_cp,321.125,7.957,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,2,mul_cc,696.645,9.661,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,2,mul_cc_rlk,4641.000,46.452,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,2,relin,3987.372,27.003,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,2,rescale,1019.088,9.681,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,2,rot1,4012.929,20.641,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,1,add_cc,61.715,4.287,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,1,add_cp,33.348,1.531,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,1,mul_cp,210.314,5.643,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,1,mul_cc,451.973,6.615,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,1,mul_cc_rlk,2817.390,24.366,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,1,relin,2391.207,16.199,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,1,rescale,645.781,10.208,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
seal,7,14,60,42,6,7,1,60,312,372,438,66,6,1,rot1,2413.427,13.943,30,L6=7;L5=6;L4=5;L3=4;L2=3;L1=2,mt,1,1,
