library,exp,logN,q0,delta,depth,dnum,PCount,logP,logQ,logQP,bound,margin,maxLevel,level,op,mean_us,std_us,reps,digits,ok,err
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,9,relin,55925.191,417.016,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,9,rescale,11309.770,30.610,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,9,rot1,54601.188,540.752,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,8,add_cc,932.655,12.581,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,8,add_cp,877.279,23.873,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,8,mul_cp,1881.192,18.583,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,8,mul_cc,5604.096,135.143,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,8,mul_cc_rlk,54738.842,492.019,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,8,relin,51889.228,630.850,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,8,rescale,10292.565,99.752,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,8,rot1,50996.176,1045.727,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,7,add_cc,826.006,16.793,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,7,add_cp,776.756,12.212,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,7,mul_cp,1673.774,28.096,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,7,mul_cc,4956.654,101.745,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,7,mul_cc_rlk,50119.276,375.950,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,7,relin,47253.751,358.522,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,7,rescale,8972.636,23.069,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,7,rot1,46074.680,497.709,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,6,add_cc,718.122,10.644,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,6,add_cp,677.565,14.058,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,6,mul_cp,1477.716,90.389,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,6,mul_cc,4309.484,23.200,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,6,mul_cc_rlk,45271.095,363.490,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,6,relin,43038.863,327.246,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,6,rescale,7922.083,27.141,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,6,rot1,42238.674,460.830,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,5,add_cc,613.740,11.664,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,5,add_cp,574.281,10.783,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,5,mul_cp,1249.276,18.345,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,5,mul_cc,3678.108,13.934,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,5,mul_cc_rlk,30615.824,284.282,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,5,relin,28600.963,247.080,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,5,rescale,6614.669,64.577,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,5,rot1,27659.505,134.226,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,4,add_cc,507.612,10.220,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,4,add_cp,457.586,10.217,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,4,mul_cp,1056.735,86.832,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,4,mul_cc,3069.321,47.197,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,4,mul_cc_rlk,27504.111,192.719,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,4,relin,25543.543,174.846,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,4,rescale,5595.077,67.227,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,4,rot1,24975.381,224.910,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,3,add_cc,397.079,10.048,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,3,add_cp,351.698,11.183,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,3,mul_cp,834.382,90.326,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,3,mul_cc,1938.610,19.394,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,3,mul_cc_rlk,23070.464,166.995,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,3,relin,22273.254,159.101,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,3,rescale,4232.674,24.774,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,3,rot1,21337.158,356.401,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,2,add_cc,295.389,8.020,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,2,add_cp,232.929,7.119,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,2,mul_cp,606.182,12.839,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,2,mul_cc,1447.950,19.584,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,2,mul_cc_rlk,19111.114,138.744,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,2,relin,18454.402,85.026,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,2,rescale,3182.658,62.318,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,2,rot1,17668.713,90.155,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,1,add_cc,183.542,5.851,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,1,add_cp,149.429,5.919,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,1,mul_cp,388.198,9.182,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,1,mul_cc,950.517,15.511,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,1,mul_cc_rlk,15600.844,115.119,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,1,relin,14705.098,133.867,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,1,rescale,1866.230,20.095,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,1,rot1,14886.656,93.902,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,10,add_cc,531.164,12.542,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,10,add_cp,431.040,11.330,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,10,mul_cp,1061.413,17.074,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,10,mul_cc,2361.864,23.160,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,10,mul_cc_rlk,43637.735,317.111,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,10,relin,39667.503,169.038,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,10,rescale,7467.109,90.197,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,10,rot1,39625.579,309.472,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,9,add_cc,476.245,12.266,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,9,add_cp,390.381,9.274,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,9,mul_cp,950.937,16.350,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,9,mul_cc,2107.422,95.756,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,9,mul_cc_rlk,39971.270,285.318,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,9,relin,36676.027,348.721,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,9,rescale,6787.482,84.018,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,9,rot1,36560.165,197.494,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,8,add_cc,468.272,10.994,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,8,add_cp,369.014,10.049,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,8,mul_cp,1032.631,15.758,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,8,mul_cc,2044.394,179.609,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,8,mul_cc_rlk,38271.440,341.930,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,8,relin,35313.052,246.155,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,8,rescale,6098.774,31.126,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,8,rot1,35349.551,253.228,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,7,add_cc,430.652,14.645,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,7,add_cp,333.610,7.774,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,7,mul_cp,925.607,15.276,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,7,mul_cc,2014.837,20.177,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,7,mul_cc_rlk,27948.148,761.241,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,7,relin,24911.758,371.937,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,7,rescale,5426.024,15.636,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,7,rot1,24776.465,133.927,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,6,add_cc,331.267,7.987,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,6,add_cp,273.498,6.512,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,6,mul_cp,653.369,12.590,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,6,mul_cc,1435.778,20.146,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,6,mul_cc_rlk,24355.205,129.934,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,6,relin,22453.536,189.358,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,6,rescale,4750.986,70.705,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,6,rot1,22341.746,116.982,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,5,add_cc,316.648,8.435,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,5,add_cp,243.209,8.581,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,5,mul_cp,685.296,15.323,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,5,mul_cc,1348.981,145.693,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,5,mul_cc_rlk,21676.985,274.653,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,5,relin,19984.737,127.301,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,5,rescale,4080.104,43.289,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,5,rot1,20042.917,180.901,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,4,add_cc,256.264,8.957,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,4,add_cp,196.990,4.744,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,4,mul_cp,566.178,14.465,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,4,mul_cc,1239.364,18.128,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,4,mul_cc_rlk,20052.911,620.407,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,4,relin,18024.565,166.920,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,4,rescale,3389.755,12.989,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,1,
