library,exp,logN,q0,delta,depth,dnum,PCount,logP,logQ,logQP,bound,margin,maxLevel,level,op,mean_us,std_us,reps,digits,threads,nthreads,ok,err
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,7,rot1,21791.520,6376.770,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,6,add_cc,919.088,6.421,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,6,add_cp,779.476,10.342,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,6,mul_cp,941.084,7.227,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,6,mul_cc,4575.027,36.806,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,6,mul_cc_rlk,25934.455,5785.198,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,6,relin,21721.986,6563.188,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,6,rescale,3592.410,13.489,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,6,rot1,20173.281,6049.045,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,5,add_cc,768.734,8.432,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,5,add_cp,662.733,8.825,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,5,mul_cp,846.940,13.876,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,5,mul_cc,3851.360,101.521,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,5,mul_cc_rlk,17520.084,2781.462,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,5,relin,19578.469,6114.462,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,5,rescale,3373.452,17.263,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,5,rot1,15221.327,4884.348,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,4,add_cc,674.250,5.861,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,4,add_cp,684.203,6.843,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,4,mul_cp,785.233,6.605,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,4,mul_cc,5058.425,23.342,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,4,mul_cc_rlk,19407.153,3840.348,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,4,relin,14830.643,3477.348,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,4,rescale,3863.619,14.831,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,4,rot1,16120.235,4114.055,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,3,add_cc,501.154,3.889,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,3,add_cp,503.363,4.605,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,3,mul_cp,634.537,5.341,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,3,mul_cc,3938.223,36.025,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,3,mul_cc_rlk,16943.379,3333.299,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,3,relin,15820.195,4308.995,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,3,rescale,3708.322,12.144,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,3,rot1,13915.597,2968.771,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,2,add_cc,441.561,6.166,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,2,add_cp,383.998,5.359,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,2,mul_cp,560.628,6.245,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,2,mul_cc,2972.618,15.504,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,2,mul_cc_rlk,15730.329,5967.263,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,2,relin,13266.189,4334.673,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,2,rescale,3126.358,20.405,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,2,rot1,11316.179,1300.065,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,1,add_cc,169.905,5.006,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,1,add_cp,143.347,4.375,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,1,mul_cp,257.592,5.491,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,1,mul_cc,947.213,14.442,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,1,mul_cc_rlk,9848.408,2507.188,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,1,relin,9678.066,4025.390,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,1,rescale,1860.499,21.436,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
openfhe,7,15,60,48,10,2,5,300,540,840,881,41,10,1,rot1,9541.742,3591.993,30,L10=2;L9=2;L8=2;L7=2;L6=2;L5=1;L4=1;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,10,add_cc,565.456,11.529,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,10,add_cp,459.937,8.132,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,10,mul_cp,1161.812,210.042,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,10,mul_cc,2436.045,22.816,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,10,mul_cc_rlk,44782.914,1174.997,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,10,relin,40572.522,716.697,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,10,rescale,7504.112,108.353,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,10,rot1,40549.510,750.379,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,9,add_cc,553.161,8.551,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,9,add_cp,437.293,7.781,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,9,mul_cp,1191.449,16.700,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,9,mul_cc,2591.509,32.666,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,9,mul_cc_rlk,43982.705,1510.019,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,9,relin,37517.880,848.748,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,9,rescale,6984.402,152.357,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,9,rot1,37514.843,983.025,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,8,add_cc,510.837,11.857,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,8,add_cp,400.924,7.760,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,8,mul_cp,1084.298,15.398,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,8,mul_cc,2341.141,26.538,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,8,mul_cc_rlk,42297.548,2447.517,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,8,relin,36099.205,310.563,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,8,rescale,6174.960,223.664,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,8,rot1,36377.348,1120.274,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,7,add_cc,402.818,5.710,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,7,add_cp,332.725,7.580,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,7,mul_cp,776.698,11.257,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,7,mul_cc,1700.419,26.849,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,7,mul_cc_rlk,28411.310,1085.128,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,7,relin,25747.861,919.618,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,7,rescale,5440.506,45.698,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,7,rot1,25458.591,227.771,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,6,add_cc,352.152,6.612,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,6,add_cp,290.685,7.106,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,6,mul_cp,691.822,17.902,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,6,mul_cc,1496.715,44.212,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,6,mul_cc_rlk,25025.323,1014.121,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,6,relin,22899.435,704.803,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,6,rescale,4765.018,35.625,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,6,rot1,22775.926,283.255,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,5,add_cc,338.733,10.369,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,5,add_cp,258.068,5.767,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,5,mul_cp,715.984,19.466,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,5,mul_cc,1552.000,18.855,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,5,mul_cc_rlk,22957.888,1012.666,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,5,relin,20372.090,80.737,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,5,rescale,4084.385,21.105,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
lattigo,7,15,60,48,10,3,4,240,540,780,881,101,10,5,rot1,20415.827,368.069,30,L10=3;L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1,mt,16,1,
